ENTRY            F0293   19991202                             0000F029300000001 
SUBENT        F0293001   19991202                             0000F029300100001 
BIB                  9         16                                 F029300100002 
TITLE      Alpha-cluster break-up and reation mechanism in        F029300100003 
            (p,alpha) reactions on light nuclei                   F029300100004 
AUTHOR     (W.BUCK,F.HOYLER,A.STABLER,G.STAUDT,H.V.KLAPDOR,       F029300100005 
           H.OESCHLER)                                            F029300100006 
INSTITUTE  (2GERTUE)                                              F029300100007 
REFERENCE  (J,NP/A,398,189,1983)                                  F029300100008 
MONIT-REF  (,BUCK+,J,NP/A,281,469,1977)                           F029300100009 
SAMPLE     The boron targets consisted of self-supporting         F029300100010 
           highly enriched boron foils with thickness between     F029300100011 
           40 and 180 mu-g/cm2 while the sodium targets were      F029300100012 
           prepared by evaporating either metallic sodium or      F029300100013 
           sodium-fluoride onto 20 mu-g/cm2 carbon foils. The     F029300100014 
           sodium target thickness was between 100 - 250 mu-g/cm2.F029300100015 
FACILITY   (VDGT)                                                 F029300100016 
DETECTOR   (SOLST) Silicon surface barrier with 300 mu-m thick    F029300100017 
HISTORY    (19850722C)                                            F029300100018 
ENDBIB              16          0                                 F029300100019 
NOCOMMON             0          0                                 F029300100020 
ENDSUBENT           19          0                                 F029300199999 
SUBENT        F0293002   19991202                             0000F029300200001 
BIB                  4          6                                 F029300200002 
REACTION   (5-B-11(P,A)4-BE-8,PAR,DA,,,EXP)                       F029300200003 
ERR-ANALYS (ANG-ERR) Digitizing error                             F029300200004 
    18.       101.8666   123.3448     6.8423                      F029300700087 
    18.       109.6873   152.0623     9.1186                      F029300700088 
    18.       113.6895   167.4422     7.1172                      F029300700089 
    18.       117.703    179.8329     8.7714                      F029300700090 
    18.       121.4716   152.9961     6.4985                      F029300700091 
    18.       125.2744   120.774      8.3118                      F029300700092 
    18.       129.1464   120.3502     7.2866                      F029300700093 
    18.       132.8138   127.6456     7.7318                      F029300700094 
    18.       136.5538   115.5887     6.9314                      F029300700095 
    18.       140.267    110.9473     7.1398                      F029300700096 
    18.       144.0665   129.491      8.8443                      F029300700097 
    18.       147.057    129.5555     6.0698                      F029300700098 
    18.       151.1068   128.5687     7.2736                      F029300700099 
    18.       154.7857   133.001      7.3821                      F029300700100 
    18.       158.3116   130.883      7.9171                      F029300700101 
    18.       162.1988   126.1548     7.137                       F029300700102 
    18.       165.5602   121.0821     5.6691                      F029300700103 
    18.       168.8029   102.5762     5.7061                      F029300700104 
    18.       172.0857    79.6297     6.3524                      F029300700105 
    22.5       12.4202    50.5967                                 F029300700106 
    22.5       16.4794    36.8136                                 F029300700107 
    22.5       20.348     32.7574                                 F029300700108 
    22.5       28.4183    32.6677                                 F029300700109 
    22.5       32.4556    31.7456                                 F029300700110 
    22.5       36.6485    40.012                                  F029300700111 
    22.5       40.5227    33.0146                                 F029300700112 
    22.5       48.5794    39.4307                                 F029300700113 
    22.5       52.6294    32.3998                                 F029300700114 
    22.5       56.3215    29.1941                                 F029300700115 
    22.5       63.878     24.7187                                 F029300700116 
    22.5       71.6163    19.2461     1.5977                      F029300700117 
    22.5       79.6787    21.3151                                 F029300700118 
    22.5       87.2243    20.8136                                 F029300700119 
    22.5      113.5502    18.2093                                 F029300700120 
    22.5      121.4353    20.6801                                 F029300700121 
    22.5      128.4479    22.0506                                 F029300700122 
    22.5      134.9505    18.9826                                 F029300700123 
    22.5      141.7855    20.843                                  F029300700124 
    22.5      149.5008    21.9493                                 F029300700125 
    22.5      155.4561    24.9189                                 F029300700126 
    22.5      162.9979    25.5885                                 F029300700127 
    22.5      169.1452    23.3589                                 F029300700128 
ENDDATA            114          0                                 F029300700129 
ENDSUBENT          128          0                                 F029300799999 
SUBENT        F0293008   19991202                             0000F029300800001 
BIB                  3          4                                 F029300800002 
REACTION   (11-NA-23(P,A)10-NE-20,PAR,DA,,IPA,EXP)                F029300800003 
ERR-ANALYS (EN-ERR) Digitizing error                              F029300800004 
           (DATA-ERR) Digitizing error                            F029300800005 
STATUS     (CURVE) Fig.7                                          F029300800006 
ENDBIB               4          0                                 F029300800007 
COMMON               4          3                                 F029300800008 
EN-ERR     ANG-MIN    ANG-MAX    DATA-ERR                         F029300800009 
MEV        ADEG       ADEG       PER-CENT                         F029300800010 
 0.025      0.0         90.0       0.3                            F029300800011 
ENDCOMMON            3          0                                 F029300800012 
DATA                 3         15                                 F029300800013 
E-LVL      EN         DATA                                        F029300800014 
MEV        MEV        MICRO-B                                     F029300800015 
     0.        10.0824  1264.1266                                 F029300800016 
     0.        15.0989   389.7032                                 F029300800017 
     0.        16.9254   147.446                                  F029300800018 
     0.        17.9567    98.5666                                 F029300800019 
     0.        20.2143    63.9757                                 F029300800020 
     0.        21.9777    83.7022                                 F029300800021 
     0.        24.0813    44.9661                                 F029300800022 
     1.63      10.0775  8854.7227                                 F029300800023 
     1.63      15.0785  1101.8345                                 F029300800024 
     1.63      17.9823   868.6714                                 F029300800025 
     1.63      22.1464   437.4193                                 F029300800026 
     4.25      10.0377  2425.8975                                 F029300800027 
     4.25      15.0593  1519.751                                  F029300800028 
     4.25      17.8612   761.2702                                 F029300800029 
     4.25      22.2346   341.6998                                 F029300800030 
ENDDATA             17          0                                 F029300800031 
ENDSUBENT           30          0                                 F029300899999 
ENDENTRY             8          0                                 F029399999999 
