ENTRY            F0524   20140310                             F054F052400000001 
SUBENT        F0524001   20140310                             F054F052400100001 
BIB                 11         28                                 F052400100002 
INSTITUTE  (4RUSEPA)                                              F052400100003 
REFERENCE  (J,IZV,64,440,2000)                                    F052400100004 
           (J,BAS,64,352,2000)  Engl. transl. of IZV,64,440       F052400100005 
           (C,2001SAROV,,186,2001) Two last Subents were derived. F052400100006 
AUTHOR     (L.N.Generalov,S.N.Abramovich,A.G.Zvenigorodskii)      F052400100007 
TITLE      9Be(d,p0,1) and 9Be(d,t0) reaction cross sections.     F052400100008 
FACILITY   (VDGT,4RUSEPA)                                         F052400100009 
SAMPLE     Two targets (40 and 267 mu-g/cm2 thick) of 9Be         F052400100010 
            evaporated onto thin (30 mu-g/cm2 thick)              F052400100011 
            poly-n-xylilene C8H8 backing.                         F052400100012 
           In additional experiments poly-n-xylilene C8H8 backing F052400100013 
            and Al2O3 backing were used as targets.               F052400100014 
DETECTOR   (TELES,SOLST,SOLST) Ten silicon diffusion-drift        F052400100015 
            detectors on the movable table.                       F052400100016 
           Monitor detector fixed at 20 degr.                     F052400100017 
ERR-ANALYS (ERR-SYS)   Systematic error                           F052400100018 
           (ERR-S)     Statistical error                          F052400100019 
REL-REF    (M,,S.Abramovich+,J,IZV,57,173,1993) Experim. method.  F052400100020 
STATUS     (APRVD)  Approved by Generalov L.N.                    F052400100021 
HISTORY    (20010205C)                                            F052400100022 
           (20030505A) Changed headings in sub.002,004,006, added F052400100023 
            reference and subents 007,008.                        F052400100024 
           (20040714C) Data error headings updated.               F052400100025 
           (20060828A) Common headings in sub007 updated. Sub009  F052400100026 
           was added.                                             F052400100027 
           (20090626) Error designations were changed. Energy     F052400100028 
           values in sub 9 were corrected.                        F052400100029 
           (20140310U) SD: Ref. on Engl.transl. added.            F052400100030 
ENDBIB              28          0                                 F052400100031 
COMMON               1          3                                 F052400100032 
ERR-SYS                                                           F052400100033 
PER-CENT                                                          F052400100034 
  3.0                                                             F052400100035 
ENDCOMMON            3          0                                 F052400100036 
ENDSUBENT           35          0                                 F052400199999 
SUBENT        F0524002   20090626                             F036F052400200001 
BIB                  2          2                                 F052400200002 
REACTION   (4-BE-9(D,P)4-BE-10,PAR,DA)                            F052400200003 
EN-SEC     (E-LVL,4-BE-10)                                        F052400200004 
ENDBIB               2          0                                 F052400200005 
NOCOMMON             0          0                                 F052400200006 
DATA                 5        760                                 F052400200007 
EN         E-LVL      ANG-CM     DATA-CM    ERR-S                 F052400200008 
        9.0       24.4       670.         9.                      F052400600231 
        9.0       36.4       145.         9.                      F052400600232 
        9.0       42.4       49.6        10.                      F052400600233 
        9.0       48.3       15.5         8.                      F052400600234 
        9.0       59.9       17.6         7.                      F052400600235 
        9.0       65.5       17.8         8.                      F052400600236 
        9.0       71.2       18.5         8.                      F052400600237 
        9.0       82.1       9.94         7.                      F052400600238 
        9.0       87.5       7.82         7.                      F052400600239 
        9.0       92.7       6.55        10.                      F052400600240 
        9.0      102.9       4.47         7.                      F052400600241 
        9.0      107.9       4.08         8.                      F052400600242 
        9.0      112.7       3.86         9.                      F052400600243 
        9.0      117.5       3.97         9.                      F052400600244 
        9.0      122.1       3.99         9.                      F052400600245 
        9.0      126.7       3.74         9.                      F052400600246 
        9.0      131.2       3.63        10.                      F052400600247 
        9.0      152.4       5.15        10.                      F052400600248 
        9.0      156.4       5.41        10.                      F052400600249 
        9.0      164.4       6.42        10.                      F052400600250 
        9.0      168.3       6.87        10.                      F052400600251 
        9.5       18.3   1.36E+03        10.                      F052400600252 
        9.5       24.4       607.         8.                      F052400600253 
        9.5       36.4       124.        10.                      F052400600254 
        9.5       42.4       32.8         7.                      F052400600255 
        9.5       48.3       12.4         8.                      F052400600256 
        9.5       59.9       16.8         7.                      F052400600257 
        9.5       65.5       16.4         7.                      F052400600258 
        9.5       71.2       17.2         9.                      F052400600259 
        9.5       82.1       9.68         9.                      F052400600260 
        9.5       87.5       6.23        10.                      F052400600261 
        9.5       92.7       5.74        10.                      F052400600262 
        9.5      102.9       4.85         8.                      F052400600263 
        9.5      107.9       4.49         8.                      F052400600264 
        9.5      112.7       3.49         8.                      F052400600265 
        9.5      117.5       3.45        12.                      F052400600266 
        9.5      126.7       3.49        10.                      F052400600267 
        9.5      148.3        4.2        10.                      F052400600268 
        9.5      164.4       6.01         8.                      F052400600269 
        9.5      168.3       6.87        10.                      F052400600270 
        9.5      172.2       7.23        10.                      F052400600271 
       10.0       18.3  1.331E+03        10.                      F052400600272 
       10.0       24.4       512.         8.                      F052400600273 
       10.0       36.4       78.6        10.                      F052400600274 
       10.0       42.4       16.2         7.                      F052400600275 
       10.0       48.3       13.6         8.                      F052400600276 
       10.0       59.9       16.5         7.                      F052400600277 
       10.0       65.5       18.7         9.                      F052400600278 
       10.0       71.2       17.5         8.                      F052400600279 
       10.0       82.1       8.11         8.                      F052400600280 
       10.0       87.5       6.24         9.                      F052400600281 
       10.0       92.7         5.        10.                      F052400600282 
       10.0      102.9       4.22         9.                      F052400600283 
       10.0      107.9       3.88         9.                      F052400600284 
       10.0      112.7       3.49        10.                      F052400600285 
       10.0      131.2       3.73         9.                      F052400600286 
       10.0      152.4       4.12        10.                      F052400600287 
       10.0      156.4       4.83        10.                      F052400600288 
       10.0      168.3       5.68        10.                      F052400600289 
       10.0      172.2       6.02        10.                      F052400600290 
       10.5       18.3  1.207E+03         9.                      F052400600291 
       10.5       24.4       532.        10.                      F052400600292 
       10.5       36.4       66.1         7.                      F052400600293 
       10.5       42.4       14.8         7.                      F052400600294 
       10.5       48.3       14.3         9.                      F052400600295 
       10.5       59.9       15.2         9.                      F052400600296 
       10.5       65.5       18.2         7.                      F052400600297 
       10.5       71.2        16.         8.                      F052400600298 
       10.5       82.1       7.55         8.                      F052400600299 
       10.5       87.5       5.68         8.                      F052400600300 
       10.5       92.7        4.4         8.                      F052400600301 
       10.5      102.9       3.97         9.                      F052400600302 
       10.5      131.2       3.08                                 F052400600303 
       10.5      135.5       2.99        10.                      F052400600304 
       10.5      139.9       3.01        10.                      F052400600305 
       10.5      152.4       3.95        10.                      F052400600306 
       10.5      168.3       5.53        10.                      F052400600307 
       10.5      172.2       6.03        10.                      F052400600308 
       11.0       12.2  1.614E+03         8.                      F052400600309 
       11.0       18.3   1.24E+03        10.                      F052400600310 
       11.0       24.4       501.        10.                      F052400600311 
       11.0       36.4       56.3         9.                      F052400600312 
       11.0       42.4       15.2         9.                      F052400600313 
       11.0       48.3       15.6         9.                      F052400600314 
       11.0       59.9       16.2        10.                      F052400600315 
       11.0       65.5       16.7         9.                      F052400600316 
       11.0       71.2       14.4         8.                      F052400600317 
       11.0       82.1       6.89         8.                      F052400600318 
       11.0       87.5       4.81         9.                      F052400600319 
       11.0       92.7       3.88         9.                      F052400600320 
       11.0      102.9       3.82        10.                      F052400600321 
       11.0      107.9       3.35        10.                      F052400600322 
       11.0      112.7       3.09         9.                      F052400600323 
       11.0      126.7        2.8         9.                      F052400600324 
       11.0      131.2       3.05         9.                      F052400600325 
       11.0      135.5       2.99         8.                      F052400600326 
       11.0      148.3        3.4        10.                      F052400600327 
       11.0      152.4       3.59         7.                      F052400600328 
       11.0      164.4         4.        10.                      F052400600329 
       11.0      168.3       4.77        10.                      F052400600330 
ENDDATA            324          0                                 F052400600331 
ENDSUBENT          330          0                                 F052400699999 
SUBENT        F0524007   20090626                             F036F052400700001 
BIB                  4          4                                 F052400700002 
REACTION   (4-BE-9(D,P)4-BE-10,PAR,SIG)                           F052400700003 
ANALYSIS   (INTAD)                                                F052400700004 
EN-SEC     (E-LVL,4-BE-10)                                        F052400700005 
STATUS     (DEP,F0524009)                                         F052400700006 
ENDBIB               4          0                                 F052400700007 
COMMON               3          3                                 F052400700008 
E-LVL-MIN  E-LVL-MAX  ERR-S                                       F052400700009 
MEV        MEV        MB                                          F052400700010 
  5.958     6.263       2.                                        F052400700011 
ENDCOMMON            3          0                                 F052400700012 
DATA                 2          9                                 F052400700013 
EN         DATA                                                   F052400700014 
MEV        MB                                                     F052400700015 
        5.0       114.                                            F052400700016 
        5.5       106.                                            F052400700017 
        6.0        95.                                            F052400700018 
        6.5        93.                                            F052400700019 
        7.0        90.                                            F052400700020 
        7.5        81.                                            F052400700021 
        8.0        73.                                            F052400700022 
       10.5        57.                                            F052400700023 
       11.0        50.                                            F052400700024 
ENDDATA             11          0                                 F052400700025 
ENDSUBENT           24          0                                 F052400799999 
SUBENT        F0524008   20090626                             F036F052400800001 
BIB                  2          3                                 F052400800002 
REACTION   (4-BE-9(D,P)4-BE-10,,SIG)                              F052400800003 
STATUS     (DEP,F0524003)                                         F052400800004 
           (DEP,F0524007)                                         F052400800005 
ENDBIB               3          0                                 F052400800006 
NOCOMMON             0          0                                 F052400800007 
DATA                 3         10                                 F052400800008 
EN         DATA       ERR-S                                       F052400800009 
MEV        MB         MB                                          F052400800010 
        5.0       151.         2.                                 F052400800011 
        5.5       142.         2.                                 F052400800012 
        6.0       128.         2.                                 F052400800013 
        6.5       124.         2.                                 F052400800014 
        7.0       118.         2.                                 F052400800015 
        7.5      107.2        1.5                                 F052400800016 
        8.0       97.9        1.5                                 F052400800017 
        9.0       84.4        1.5                                 F052400800018 
       10.5        78.        2.3                                 F052400800019 
       11.0       68.4        2.3                                 F052400800020 
ENDDATA             12          0                                 F052400800021 
ENDSUBENT           20          0                                 F052400899999 
SUBENT        F0524009   20090626                             F036F052400900001 
BIB                  1          1                                 F052400900002 
REACTION   (4-BE-9(D,P)4-BE-10,PAR,DA)                            F052400900003 
ENDBIB               1          0                                 F052400900004 
NOCOMMON             0          0                                 F052400900005 
DATA                 6        511                                 F052400900006 
E-LVL      E-LVL      EN         ANG-CM     DATA-CM    ERR-S      F052400900007 
MEV        MEV        MEV        ADEG       MB/SR      PER-CENT   F052400900008 
      5.958      5.959        3.5       12.1        20.        10.F052400900009 
      5.958      5.959        3.5       18.2       21.6        9.4F052400900010 
      5.958      5.959        3.5       36.2       17.9        7.1F052400900011 
      5.958      5.959        3.5       42.1       14.1        7.3F052400900012 
      5.958      5.959        3.5       59.5       9.51        8.2F052400900013 
      5.958      5.959        3.5       65.2        8.1        8.4F052400900014 
      5.958      5.959        3.5       70.8       5.58        7.3F052400900015 
      5.958      5.959        3.5       81.7        3.1        7.7F052400900016 
      5.958      5.959        3.5        87.       2.92         8.F052400900017 
      5.958      5.959        3.5       92.3       2.56        11.F052400900018 
      5.958      5.959        3.5      102.5       2.46        9.6F052400900019 
      5.958      5.959        3.5      107.4       2.08        7.8F052400900020 
      5.958      5.959        3.5      112.3       2.09        10.F052400900021 
      5.958      5.959        3.5       117.       1.65       12.3F052400900022 
      5.958      5.959        3.5      126.3       1.37        13.F052400900023 
      5.958      5.959        3.5       148.       1.24        14.F052400900024 
      5.958      5.959         4.        12.       26.5        14.F052400900025 
      5.958      5.959         4.        18.       23.3        8.2F052400900026 
      5.958      5.959         4.        24.       21.1        7.4F052400900027 
      5.958      5.959         4.       35.9        8.1        7.7F052400900028 
      5.958      5.959         4.        59.        11.        7.3F052400900029 
      5.958      5.959         4.       64.6       10.6        7.6F052400900030 
      5.958      5.959         4.        70.       10.7         8.F052400900031 
      5.958      5.959         4.       81.1       4.16        7.6F052400900032 
      5.958      5.959         4.       86.4       2.87        8.3F052400900033 
      5.958      5.959         4.       91.6       2.83        7.6F052400900034 
      5.958      5.959         4.      101.8       2.44        7.4F052400900035 
      5.958      5.959         4.      106.7       2.07        7.3F052400900036 
      5.958      5.959         4.      111.6       1.45        10.F052400900037 
      5.958      5.959         4.      116.4       1.29       12.3F052400900038 
      5.958      5.959         4.      121.1       1.26         7.F052400900039 
      5.958      5.959         4.      147.5       2.24       13.3F052400900040 
      5.958      5.959         4.      151.7       2.44         9.F052400900041 
      5.958      5.959        4.5        12.      35.61       10.2F052400900042 
      5.958      5.959        4.5       17.9      30.44        8.7F052400900043 
      5.958      5.959        4.5       23.9      21.59        7.5F052400900044 
      5.958      5.959        4.5       35.6       12.1        14.F052400900045 
      5.958      5.959        4.5       41.5       9.18        7.8F052400900046 
      5.958      5.959        4.5       47.3       8.97        7.7F052400900047 
      5.958      5.959        4.5       58.7       8.47        7.6F052400900048 
      5.958      5.959        4.5       64.3       7.81        10.F052400900049 
      5.958      5.959        4.5       69.8       7.33        9.7F052400900050 
      5.958      5.959        4.5       80.6       3.78        6.8F052400900051 
      5.958      5.959        4.5       85.9       2.84        7.3F052400900052 
      5.958      5.959        4.5       91.2       2.44        8.6F052400900053 
      5.958      5.959        4.5      101.3       2.04        7.4F052400900054 
      5.958      5.959        4.5      106.3       1.72        7.6F052400900055 
      5.958      5.959        4.5      111.2       1.76        8.7F052400900056 
      5.958      5.959        4.5      115.9       1.96        8.6F052400900057 
      5.958      5.959        4.5      120.6       1.99         9.F052400900058 
      5.958      5.959        4.5      129.8       2.18        8.5F052400900059 
      5.958      5.959        4.5      138.7       2.11        7.3F052400900060 
      5.958      5.959        4.5      147.3       1.65        10.F052400900061 
      5.958      5.959        4.5      151.5        1.8       11.5F052400900062 
      5.958      5.959        4.5      155.6       1.49        12.F052400900063 
      5.958      5.959         5.       11.9       31.9       10.5F052400900064 
      5.958      5.959         5.       17.8       30.8        7.6F052400900065 
      5.958      5.959         5.       23.7       21.2        8.9F052400900066 
      5.958      5.959         5.       35.5       11.6        7.3F052400900067 
      5.958      5.959         5.       41.3       11.8        8.5F052400900068 
      5.958      5.959         5.       47.1        8.4         8.F052400900069 
      5.958      5.959         5.       58.4        7.6        8.6F052400900070 
      5.958      5.959         5.        64.       7.51         9.F052400900071 
      5.958      5.959         5.       69.5       6.29        7.2F052400900072 
      5.958      5.959         5.       80.3        3.1        7.6F052400900073 
      5.958      5.959         5.       85.6       2.78        7.3F052400900074 
      5.958      5.959         5.       90.8       2.94        7.8F052400900075 
      5.958      5.959         5.       101.       2.42         9.F052400900076 
      5.958      5.959         5.       106.       2.08        8.5F052400900077 
      5.958      5.959         5.      110.8       2.01        10.F052400900078 
      5.958      5.959         5.      115.6       2.05       12.3F052400900079 
      5.958      5.959         5.      120.3       1.71        9.3F052400900080 
      5.958      5.959         5.       125.       1.87        7.7F052400900081 
      5.958      5.959         5.      129.5       2.18        7.4F052400900082 
      5.958      5.959         5.      138.4       2.33         8.F052400900083 
      5.958      5.959         5.       147.        1.9        7.6F052400900084 
      5.958      5.959         5.      151.3       1.69        8.3F052400900085 
      5.958      5.959         5.     155.55       1.82        7.8F052400900086 
      5.958      5.959        5.5       11.9       31.9       10.3F052400900087 
      5.958      5.959        5.5       17.8       26.8        9.3F052400900088 
      5.958      5.959        5.5       23.7       15.6        7.5F052400900089 
      5.958      5.959        5.5       35.4       11.7        8.4F052400900090 
      5.958      5.959        5.5       41.2       9.84        7.7F052400900091 
      5.958      5.959        5.5       46.9       9.44        8.2F052400900092 
      5.958      5.959        5.5       58.2       7.23        9.4F052400900093 
      5.958      5.959        5.5       69.3       5.58        8.1F052400900094 
      5.958      5.959        5.5       80.1       3.55        7.3F052400900095 
      5.958      5.959        5.5       85.4        3.3         7.F052400900096 
      5.958      5.959        5.5       90.6       3.28        7.3F052400900097 
      5.958      5.959        5.5      100.8       2.26       10.3F052400900098 
      5.958      5.959        5.5      105.7       2.08        9.7F052400900099 
      5.958      5.959        5.5      110.6       1.75        11.F052400900100 
      5.958      5.959        5.5      115.4       1.88        9.3F052400900101 
      5.958      5.959        5.5      124.2       1.64        16.F052400900102 
      5.958      5.959        5.5      129.3       2.12        7.1F052400900103 
      5.958      5.959        5.5      138.2       2.42        10.F052400900104 
      5.958      5.959        5.5      146.9       2.16        7.3F052400900105 
      5.958      5.959        5.5      151.2       1.84         7.F052400900106 
      5.958      5.959        5.5      155.4       1.74        7.3F052400900107 
      5.958      5.959         6.       11.8       31.6         9.F052400900108 
      5.958      5.959         6.       17.7        25.        8.3F052400900109 
      5.958      5.959         6.       23.6       17.8        9.3F052400900110 
      5.958      5.959         6.       35.3       11.7        8.5F052400900111 
      5.958      5.959         6.        41.        9.2        7.3F052400900112 
      5.958      5.959         6.       46.8       7.35       10.3F052400900113 
      5.958      5.959         6.       58.1       5.96        9.3F052400900114 
      5.958      5.959         6.       63.6        5.1        8.5F052400900115 
      5.958      5.959         6.       69.1       3.67        7.4F052400900116 
      5.958      5.959         6.       79.9        3.3        8.7F052400900117 
      5.958      5.959         6.       85.2       2.94        9.7F052400900118 
      5.958      5.959         6.       90.4       2.28        8.7F052400900119 
      5.958      5.959         6.      100.6       1.94        8.9F052400900120 
      5.958      5.959         6.      110.4        1.6        7.3F052400900121 
      5.958      5.959         6.      115.2       1.76        7.9F052400900122 
      5.958      5.959         6.      124.6       2.24        8.5F052400900123 
      5.958      5.959         6.      129.1        2.1        8.4F052400900124 
      5.958      5.959         6.      138.1       2.35        7.4F052400900125 
      5.958      5.959         6.      146.8       2.31         8.F052400900126 
      5.958      5.959         6.       151.       2.05        10.F052400900127 
      5.958      5.959         6.      155.3       1.49        12.F052400900128 
      5.958      5.959         6.      171.8         1.        11.F052400900129 
      5.958      5.959        6.5       11.8       46.5        6.9F052400900130 
      5.958      5.959        6.5       17.7       28.1        8.7F052400900131 
      5.958      5.959        6.5       23.5       20.4       11.3F052400900132 
      5.958      5.959        6.5       35.2        12.        9.5F052400900133 
      5.958      5.959        6.5        41.       5.71        9.3F052400900134 
      5.958      5.959        6.5        58.       5.49        7.8F052400900135 
      5.958      5.959        6.5       63.5       3.64        17.F052400900136 
      5.958      5.959        6.5       79.8       2.96        7.3F052400900137 
      5.958      5.959        6.5        86.       2.27        7.7F052400900138 
      5.958      5.959        6.5      100.4       1.99        8.6F052400900139 
      5.958      5.959        6.5      105.4       1.58       11.8F052400900140 
      5.958      5.959        6.5      110.3       2.03        8.8F052400900141 
      5.958      5.959        6.5      119.8       1.78        9.7F052400900142 
      5.958      5.959        6.5      124.4       1.73        11.F052400900143 
      5.958      5.959        6.5       138.       2.56        9.5F052400900144 
      5.958      5.959        6.5       151.       1.96         8.F052400900145 
      5.958      5.959        6.5      167.7       1.58        8.6F052400900146 
      5.958      5.959        6.5      171.8       0.89       13.8F052400900147 
      5.958      5.959         7.       11.8       45.9        11.F052400900148 
      5.958      5.959         7.       17.6       28.7        9.6F052400900149 
      5.958      5.959         7.       23.5       19.2        8.3F052400900150 
      5.958      5.959         7.       35.1       12.1        7.5F052400900151 
      5.958      5.959         7.       40.9       4.55        7.8F052400900152 
      5.958      5.959         7.       46.6       4.52        7.6F052400900153 
      5.958      5.959         7.       57.9       5.04        12.F052400900154 
      5.958      5.959         7.       63.4       4.65        9.6F052400900155 
      5.958      5.959         7.       68.9       3.68       10.7F052400900156 
      5.958      5.959         7.       79.7       3.31        7.8F052400900157 
      5.958      5.959         7.       84.9       2.38        7.6F052400900158 
      5.958      5.959         7.       90.1       1.76        8.3F052400900159 
      5.958      5.959         7.      100.3       1.63        7.4F052400900160 
      5.958      5.959         7.      110.1       1.43        7.9F052400900161 
      5.958      5.959         7.      114.9       1.88        8.3F052400900162 
      5.958      5.959         7.      119.7        1.6        7.8F052400900163 
      5.958      5.959         7.      124.3       1.75        7.9F052400900164 
      5.958      5.959         7.      128.9        2.1        8.7F052400900165 
      5.958      5.959         7.      137.9       2.78        8.8F052400900166 
      5.958      5.959         7.      146.6        2.7        7.7F052400900167 
      5.958      5.959         7.      150.9       2.56        7.9F052400900168 
      5.958      5.959        7.5       11.8       31.5        11.F052400900169 
      5.958      5.959        7.5       17.6       18.5       14.6F052400900170 
      5.958      5.959        7.5       23.5       16.1        7.5F052400900171 
      5.958      5.959        7.5       40.8       6.18        15.F052400900172 
      5.958      5.959        7.5       46.5       4.23        8.3F052400900173 
      5.958      5.959        7.5       57.8       5.04       11.4F052400900174 
      5.958      5.959        7.5       68.8       3.86        8.3F052400900175 
      5.958      5.959        7.5       79.6       2.52        7.8F052400900176 
      5.958      5.959        7.5       84.8       1.61        7.3F052400900177 
      5.958      5.959        7.5        90.       1.58        7.4F052400900178 
      5.958      5.959        7.5      99.74       1.25        7.7F052400900179 
      5.958      5.959        7.5      105.1       1.24         8.F052400900180 
      5.958      5.959        7.5       110.       1.13        10.F052400900181 
      5.958      5.959        7.5      114.8       1.75         8.F052400900182 
      5.958      5.959        7.5      119.6       1.83        8.1F052400900183 
      5.958      5.959        7.5      124.2       1.88        8.8F052400900184 
      5.958      5.959        7.5      128.8       2.34        10.F052400900185 
      5.958      5.959        7.5      137.8       2.74        8.3F052400900186 
      5.958      5.959        7.5      146.5       3.22        7.6F052400900187 
      5.958      5.959        7.5      150.8        3.8        7.9F052400900188 
      5.958      5.959        7.5      155.1       3.59        8.6F052400900189 
      5.958      5.959        7.5      163.5       3.75        8.9F052400900190 
      5.958      5.959         8.       17.6       18.7       11.3F052400900191 
      5.958      5.959         8.       23.4       14.7        7.9F052400900192 
      5.958      5.959         8.        35.       7.36        7.3F052400900193 
      5.958      5.959         8.       40.8       5.22        16.F052400900194 
      5.958      5.959         8.       46.5       3.61        7.5F052400900195 
      5.958      5.959         8.       57.7       3.66        7.7F052400900196 
      5.958      5.959         8.       63.2       3.36        8.4F052400900197 
      5.958      5.959         8.       84.7       1.21        8.7F052400900198 
      5.958      5.959         8.       89.9       1.52        8.3F052400900199 
      5.958      5.959         8.      100.1       1.48         8.F052400900200 
      5.958      5.959         8.       105.       1.32        7.4F052400900201 
      5.958      5.959         8.      109.9       1.18        11.F052400900202 
      5.958      5.959         8.      114.7       1.23        9.8F052400900203 
      5.958      5.959         8.      128.7       1.62        15.F052400900204 
      5.958      5.959         8.      137.7        2.8        16.F052400900205 
      5.958      5.959         8.      146.5       2.94        8.6F052400900206 
      5.958      5.959         8.      163.4       3.62        9.7F052400900207 
      5.958      5.959         9.       17.6       20.1       10.4F052400900208 
      5.958      5.959         9.       23.4       13.8        7.9F052400900209 
      5.958      5.959         9.        35.       6.29        8.6F052400900210 
      5.958      5.959         9.       40.7       4.22        7.3F052400900211 
      5.958      5.959         9.       46.4       3.58        7.7F052400900212 
      5.958      5.959         9.       57.6       2.45        8.5F052400900213 
      5.958      5.959         9.       63.1       2.81        8.9F052400900214 
      5.958      5.959         9.       68.6       1.87        8.5F052400900215 
      5.958      5.959         9.       79.3        1.6        8.4F052400900216 
      5.958      5.959         9.       84.6       1.45        7.6F052400900217 
      5.958      5.959         9.       99.9       0.96        7.5F052400900218 
      5.958      5.959         9.      104.9       0.84        7.7F052400900219 
      5.958      5.959         9.      109.8       0.88        7.6F052400900220 
      5.958      5.959         9.      114.6       1.07        7.9F052400900221 
      5.958      5.959         9.      119.3       1.24        8.7F052400900222 
      5.958      5.959         9.       124.       1.28        15.F052400900223 
      5.958      5.959         9.      137.6        1.2        11.F052400900224 
      5.958      5.959         9.      146.4       1.36       12.3F052400900225 
      5.958      5.959         9.      150.7       1.16        15.F052400900226 
      5.958      5.959         9.       155.       1.21        14.F052400900227 
      5.958      5.959        9.5       23.4       14.7       10.4F052400900228 
      5.958      5.959        9.5       34.9        6.9        8.3F052400900229 
      5.958      5.959        9.5       40.6       3.65        9.2F052400900230 
      5.958      5.959        9.5       46.3        3.6         9.F052400900231 
      5.958      5.959        9.5       57.6       2.51        7.5F052400900232 
      5.958      5.959        9.5       63.1       2.34        7.4F052400900233 
      5.958      5.959        9.5       68.5       1.68        7.6F052400900234 
      5.958      5.959        9.5       79.3       1.51        8.6F052400900235 
      5.958      5.959        9.5       84.5       1.22        7.4F052400900236 
      5.958      5.959        9.5       99.9       0.82        8.9F052400900237 
      5.958      5.959        9.5      104.8       0.71        10.F052400900238 
      5.958      5.959        9.5      109.7       1.05       10.6F052400900239 
      5.958      5.959        9.5      114.5       1.02        7.4F052400900240 
      5.958      5.959        9.5      119.3       1.06        7.3F052400900241 
      5.958      5.959        9.5      146.3       1.05        7.6F052400900242 
      5.958      5.959        9.5      150.6       1.15        10.F052400900243 
      5.958      5.959        9.5      154.9       0.85        10.F052400900244 
      5.958      5.959        9.5      167.5       0.82        15.F052400900245 
      5.958      5.959        9.5      171.7       0.72        13.F052400900246 
      5.958      5.959        10.       23.3       16.1       10.2F052400900247 
      5.958      5.959        10.       34.9       5.95        8.3F052400900248 
      5.958      5.959        10.       40.6       3.75        7.5F052400900249 
      5.958      5.959        10.       46.3       4.27         9.F052400900250 
      5.958      5.959        10.       57.5       3.23        8.8F052400900251 
      5.958      5.959        10.        63.       2.92        9.2F052400900252 
      5.958      5.959        10.       68.5       1.34        7.3F052400900253 
      5.958      5.959        10.       79.2       1.23        7.8F052400900254 
      5.958      5.959        10.       84.5         1.        9.3F052400900255 
      5.958      5.959        10.       99.8       1.05        10.F052400900256 
      5.958      5.959        10.      104.8       0.94       13.1F052400900257 
      5.958      5.959        10.      109.7       1.05       12.2F052400900258 
      5.958      5.959        10.      114.5       0.97        11.F052400900259 
      5.958      5.959        10.      137.5       0.95        7.9F052400900260 
      5.958      5.959        10.      146.3       1.01       10.3F052400900261 
      5.958      5.959        10.      150.6       0.91        11.F052400900262 
      5.958      5.959        10.      154.9       0.85       10.3F052400900263 
      5.958      5.959        10.      167.5       0.56       15.3F052400900264 
      5.958      5.959        10.      171.7       0.57        14.F052400900265 
      5.958      5.959       10.5       23.3       15.1        9.8F052400900266 
      5.958      5.959       10.5       34.9       6.15        7.8F052400900267 
      5.958      5.959       10.5       40.6       4.32        9.5F052400900268 
      5.958      5.959       10.5       46.3       3.67        7.7F052400900269 
      5.958      5.959       10.5       57.5       2.97        7.8F052400900270 
      5.958      5.959       10.5        63.        3.5        8.6F052400900271 
      5.958      5.959       10.5       68.5       1.55        9.7F052400900272 
      5.958      5.959       10.5       79.2       1.22        8.5F052400900273 
      5.958      5.959       10.5       84.4       0.99        7.6F052400900274 
      5.958      5.959       10.5       99.8       0.94        8.7F052400900275 
      5.958      5.959       10.5      104.7       1.15       12.3F052400900276 
      5.958      5.959       10.5      109.6       1.19       11.9F052400900277 
      5.958      5.959       10.5      114.4       1.18       13.4F052400900278 
      5.958      5.959       10.5      128.5       1.12       11.5F052400900279 
      5.958      5.959       10.5      137.5       0.82        15.F052400900280 
      5.958      5.959       10.5      146.3       0.92       13.6F052400900281 
      5.958      5.959       10.5      150.6       0.91       14.3F052400900282 
      5.958      5.959       10.5      154.9       0.77       11.5F052400900283 
      5.958      5.959       10.5      167.5       0.59       15.4F052400900284 
      5.958      5.959       10.5      171.7       0.37        14.F052400900285 
      5.958      5.959        11.       23.3       13.2        10.F052400900286 
      5.958      5.959        11.       40.6       4.66        8.8F052400900287 
      5.958      5.959        11.       46.2       3.11        8.9F052400900288 
      5.958      5.959        11.       57.4       2.63        11.F052400900289 
      5.958      5.959        11.        63.       2.51        13.F052400900290 
      5.958      5.959        11.       68.4       1.66        7.3F052400900291 
      5.958      5.959        11.       79.1       0.95       10.6F052400900292 
      5.958      5.959        11.       84.4       0.96        10.F052400900293 
      5.958      5.959        11.       89.6       0.73        11.F052400900294 
      5.958      5.959        11.       99.7       0.91       13.6F052400900295 
      5.958      5.959        11.      104.7       1.14        7.5F052400900296 
      5.958      5.959        11.      114.4       1.19       10.5F052400900297 
      5.958      5.959        11.      128.4       1.15        7.3F052400900298 
      5.958      5.959        11.       133.       1.16       12.5F052400900299 
      5.958      5.959        11.      137.4       0.99        7.7F052400900300 
      5.958      5.959        11.      146.2       0.89        7.4F052400900301 
      5.958      5.959        11.      150.6       0.82        10.F052400900302 
      5.958      5.959        11.      163.3       0.57        14.F052400900303 
      5.958      5.959        11.      167.5       0.56        7.3F052400900304 
      5.958      5.959        11.      171.7       0.57        7.4F052400900305 
      6.179      6.263         5.        12.       23.5       10.5F052400900306 
      6.179      6.263         5.        18.       16.7         7.F052400900307 
      6.179      6.263         5.       23.9       10.6        7.4F052400900308 
