E          EN         EN-RSL     DATA       DATA-ERR              1378600200007 
KEV        MEV        MEV        B          B                     1378600200008 
 457.6        3.245      0.066      0.02494   0.00270             1378601700143 
 457.6        3.370      0.070      0.01679   0.00258             1378601700144 
 457.6        3.500      0.073      0.01609   0.00249             1378601700145 
 457.6        3.638      0.079      0.02307   0.00261             1378601700146 
 457.6        3.787      0.083      0.01331   0.00237             1378601700147 
 457.6        3.941      0.087      0.01770   0.00226             1378601700148 
 457.6        4.106      0.094      0.01773   0.00221             1378601700149 
 457.6        4.281      0.100      0.01853   0.00220             1378601700150 
 457.6        4.470      0.105      0.01609   0.00212             1378601700151 
 457.6        4.667      0.114      0.01172   0.00205             1378601700152 
 457.6        4.882      0.122      0.01912   0.00214             1378601700153 
 457.6        5.112      0.130      0.01689   0.00204             1378601700154 
 457.6        5.357      0.141      0.01625   0.00204             1378601700155 
 457.6        5.623      0.149      0.01413   0.00194             1378601700156 
 457.6        5.902      0.161      0.01679   0.00198             1378601700157 
 457.6        6.211      0.177      0.01183   0.00194             1378601700158 
 457.6        6.548      0.187      0.01963   0.00191             1378601700159 
 457.6        6.896      0.202      0.02259   0.00195             1378601700160 
 457.6        7.274      0.221      0.02278   0.00201             1378601700161 
 457.6        7.703      0.244      0.02078   0.00211             1378601700162 
 457.6        8.172      0.264      0.02360   0.00215             1378601700163 
 457.6        8.667      0.287      0.02082   0.00207             1378601700164 
 457.6        9.213      0.315      0.02046   0.00208             1378601700165 
 457.6        9.816      0.349      0.01988   0.00213             1378601700166 
 457.6       10.478      0.381      0.01472   0.00213             1378601700167 
 457.6       11.217      0.430      0.01466   0.00223             1378601700168 
 457.6       12.040      0.472      0.01530   0.00229             1378601700169 
 457.6       12.951      0.531      0.01530   0.00232             1378601700170 
 457.6       13.977      0.596      0.01413   0.00244             1378601700171 
 457.6       15.128      0.667      0.01498   0.00240             1378601700172 
 457.6       16.416      0.756      0.01316   0.00246             1378601700173 
 457.6       17.893      0.870      0.01465   0.00251             1378601700174 
 457.6       19.605      0.998      0.01294   0.00248             1378601700175 
 457.6       21.576      1.152      0.01423   0.00236             1378601700176 
 457.6       23.835      1.333      0.01504   0.00225             1378601700177 
 457.6       26.467      1.571      0.01725   0.00251             1378601700178 
 457.6       29.594      1.854      0.01125   0.00196             1378601700179 
 457.6       33.293      2.229      0.00808   0.00179             1378601700180 
 457.6       37.794      2.698      0.00690   0.00161             1378601700181 
 457.6       43.211      3.310      0.00686   0.00148             1378601700182 
 457.6       49.978      4.153      0.00709   0.00136             1378601700183 
 457.6       58.484      5.268      0.00511   0.00122             1378601700184 
 457.6       69.558      6.987      0.00636   0.00115             1378601700185 
 457.6       84.430      9.454      0.00504   0.00105             1378601700186 
 457.6      105.015     13.384      0.00596   0.00096             1378601700187 
 457.6      134.592     19.607      0.00360   0.00082             1378601700188 
 457.6      177.480     30.028      0.00638   0.00082             1378601700189 
 457.6      227.975     40.624      0.00730   0.00127             1378601700190 
ENDDATA            184          0                                 1378601700191 
ENDSUBENT          190          0                                 1378601799999 
SUBENT        13786018   20031223                             00001378601800001 
BIB                  1          1                                 1378601800002 
REACTION   (92-U-235(N,F)56-BA-140,PAR,SIG,G)                     1378601800003 
ENDBIB               1          0                                 1378601800004 
NOCOMMON             0          0                                 1378601800005 
DATA                 5        182                                 1378601800006 
E          EN         EN-RSL     DATA       DATA-ERR              1378601800007 
KEV        MEV        MEV        B          B                     1378601800008 
 528.2        1.011      0.011      0.00547   0.00444             1378601800009 
 528.2        1.032      0.012      0.00632   0.00450             1378601800010 
 528.2        1.054      0.012      0.00249   0.00405             1378601800011 
 528.2        1.076      0.012      0.00014                       1378601800012 
 528.2        1.099      0.013      0.00218   0.00392             1378601800013 
 528.2        1.123      0.013      0.00014                       1378601800014 
 528.2        1.148      0.014      0.00014                       1378601800015 
 528.2        1.173      0.014      0.00370   0.00384             1378601800016 
 528.2        1.200      0.015      0.00577   0.00390             1378601800017 
 528.2        1.226      0.015      0.00014                       1378601800018 
 528.2        1.256      0.016      0.00491   0.00407             1378601800019 
 528.2        1.285      0.017      0.00625   0.00386             1378601800020 
 528.2        1.315      0.017      0.00183   0.00342             1378601800021 
 528.2        1.347      0.018      0.00047   0.00337             1378601800022 
 528.2        1.379      0.018      0.00640   0.00331             1378601800023 
 528.2        1.413      0.019      0.00690   0.00315             1378601800024 
 528.2        1.447      0.020      0.00010                       1378601800025 
 528.2        1.484      0.020      0.00169   0.00290             1378601800026 
 528.2        1.521      0.021      0.00340   0.00286             1378601800027 
 528.2        1.560      0.022      0.00246   0.00281             1378601800028 
 528.2        1.601      0.023      0.00488   0.00288             1378601800029 
 528.2        1.643      0.024      0.00235   0.00287             1378601800030 
 528.2        1.687      0.025      0.00289   0.00289             1378601800031 
 528.2        1.733      0.026      0.00200   0.00287             1378601800032 
 528.2        1.782      0.026      0.00691   0.00270             1378601800033 
 528.2        1.831      0.028      0.00464   0.00262             1378601800034 
 528.2        1.882      0.029      0.00336   0.00250             1378601800035 
 528.2        1.935      0.031      0.00553   0.00255             1378601800036 
 528.2        1.992      0.031      0.00966   0.00262             1378601800037 
