ENTRY            10111   20000202                             00001011100000001 
SUBENT        10111001   20000202                             00001011100100001 
BIB                 13         31                                 1011100100002 
INSTITUTE  (1USAORL)                                              1011100100003 
REFERENCE  (R,ORNL-4515,197006)                                   1011100100004 
AUTHOR     (W.E.KINNEY,F.G.PEREY)                                 1011100100005 
TITLE      Neutron elastic- and inelastic-scattering cross        1011100100006 
           sections for 56Fe in the energy range 4.19 to 8.56 MeV 1011100100007 
FACILITY   (VDG,1USAORL) ORNL Van de Graaff, pulsed at 2 mhz and  1011100100008 
            bunched.                                              1011100100009 
INC-SOURCE (D-D) D(d,n) reaction using gas cells ranging in length1011100100010 
            from 0.7 to 4.0 cm. Neutron energy resolution between 1011100100011 
            60 to 340 keV.                                        1011100100012 
SAMPLE     Solid right circular cylinder 2.54 cm diameter,        1011100100013 
            2 cm high placed 10 to 30 cm from gas cell.           1011100100014 
METHOD     (TOF) Time-of-flight. 2.5 nanosec resolution (FWHM).   1011100100015 
DETECTOR   (SCIN)  12.5 cm diameter NE213 liquid scintillator     1011100100016 
            viewed by XP-1040 photomultipliers.  Flight paths of  1011100100017 
            4 to 6 meters employed.                               1011100100018 
MONITOR    (1-H-1(N,EL)1-H-1,,DA) Detector efficiency determined  1011100100019 
            relative to n-p cross section.                        1011100100020 
CORRECTION  Corrected for multiple scattering and other finite    1011100100021 
            sample size effects.                                  1011100100022 
STATUS     (APRVD) Approved by authors.                           1011100100023 
           Data rec'd in private comm., Kinney, September 1971.   1011100100024 
HISTORY    (19711009R)  Received on tape in CSISRS format         1011100100025 
           (19750421A) ISO-QUANT corrected on subentries 141-145, 1011100100026 
            147-151.                                              1011100100027 
           (19800807A) Converted to REACTION formalism. BIB       1011100100028 
            correction.                                           1011100100029 
           (19840418A) BIB corrections.                           1011100100030 
           (19860407A) Data heading, BIB corrections.             1011100100031 
           (20000202A) Converted to new date format, lower case.  1011100100032 
                       BIB corrections.                           1011100100033 
ENDBIB              31          0                                 1011100100034 
NOCOMMON             0          0                                 1011100100035 
ENDSUBENT           34          0                                 1011100199999 
SUBENT        10111002   20000202                             00001011100200001 
BIB                  3         13                                 1011100200002 
REACTION   (26-FE-0(N,INL)26-FE-56,PAR,DA)                        1011100200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011100200004 
            . geometric parameters,                               1011100200005 
            . finite size corrections,                            1011100200006 
            . statistics,                                         1011100200007 
            . residual background effects due to peak stripping   1011100200008 
              procedures.                                         1011100200009 
            Does not include absolute error of + or - 7%,         1011100200010 
             estimated error in the absolute value of the         1011100200011 
             detector efficiency.                                 1011100200012 
HISTORY    (19800807A) SUBENTRIES 2,6,13,20,29,38,46,55,57,67,76, 1011100200013 
            86,96,107,117,127, AND 131 COMBINED.                  1011100200014 
           (19840418A) DATA SORTED.                               1011100200015 
ENDBIB              13          0                                 1011100200016 
COMMON               1          3                                 1011100200017 
E-LVL                                                             1011100200018 
MEV                                                               1011100200019 
  0.846                                                           1011100200020 
ENDCOMMON            3          0                                 1011100200021 
DATA                 6        169                                 1011100200022 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1011100200023 
  5.56     0.04         44.40         10.93    18.2       14.2    1011106500028 
  5.56     0.04         52.60         11.45    14.3       18.7    1011106500029 
  5.56     0.04         61.78          4.24    14.3       18.0    1011106500030 
  5.56     0.04         76.97         10.81    14.2       26.2    1011106500031 
  5.56     0.04         92.06         12.74    13.8       15.8    1011106500032 
  5.56     0.04        106.99         11.80    14.6       20.0    1011106500033 
  5.56     0.04        119.81         12.57    14.6       18.2    1011106500034 
  5.56     0.04        133.53         11.92    19.4       19.8    1011106500035 
  6.00     0.13         53.98          7.28     7.9        7.9    1011106500036 
  6.00     0.13        119.65          7.18     7.8        7.8    1011106500037 
  6.13     0.04         46.29          5.05    15.3       11.3    1011106500038 
  6.13     0.04         51.39          5.36    19.3       21.1    1011106500039 
  6.13     0.04         56.48          3.94    16.5       15.9    1011106500040 
  6.13     0.04         96.82          4.11    10.4       12.5    1011106500041 
  6.44     0.13        121.01          8.89     8.6       22.9    1011106500042 
  6.44     0.13        128.38          8.90     9.0       20.0    1011106500043 
  6.44     0.13        135.73          8.21     9.2       21.3    1011106500044 
  6.53     0.03         41.10          8.06     8.4       18.6    1011106500045 
  6.53     0.03         56.40          6.66    11.2       21.6    1011106500046 
  6.53     0.03        111.61          5.35    11.0       19.8    1011106500047 
  7.54     0.04         71.26          3.86    12.9       12.9    1011106500048 
  7.54     0.04         71.45          3.30    18.6       18.6    1011106500049 
  7.54     0.04         84.34          4.43    20.4       20.4    1011106500050 
  7.54     0.04         84.53          4.16    20.2       20.2    1011106500051 
  7.54     0.04         91.35          3.31    22.4       22.4    1011106500052 
  7.54     0.04         91.54          2.90    26.5       26.5    1011106500053 
  7.54     0.04        101.32          4.22    12.2       12.2    1011106500054 
  7.54     0.04        101.51          3.93    18.3       18.3    1011106500055 
  7.54     0.04        108.47          3.60    23.1       23.1    1011106500056 
  7.54     0.04        115.40          3.20    21.6       21.6    1011106500057 
  7.54     0.04        120.83          5.32     9.1       17.6    1011106500058 
  7.54     0.04        128.22          3.32    14.4       14.4    1011106500059 
  7.54     0.04        135.59          4.10    20.5       20.5    1011106500060 
  8.56     0.08        120.74          2.12    20.0       20.0    1011106500061 
  8.56     0.08        128.15          1.97    17.6       32.6    1011106500062 
  8.56     0.08        135.52          2.45    17.5       17.5    1011106500063 
ENDDATA             41          0                                 1011106500064 
ENDSUBENT           63          0                                 1011106599999 
NOSUBENT      10111066   20000203                             00001011106600001 
NOSUBENT      10111067   20000203                             00001011106700001 
NOSUBENT      10111068   20000203                             00001011106800001 
NOSUBENT      10111069   20000203                             00001011106900001 
NOSUBENT      10111070   20000203                             00001011107000001 
NOSUBENT      10111071   20000203                             00001011107100001 
NOSUBENT      10111072   20000203                             00001011107200001 
NOSUBENT      10111073   20000203                             00001011107300001 
NOSUBENT      10111074   20000203                             00001011107400001 
NOSUBENT      10111075   20000203                             00001011107500001 
NOSUBENT      10111076   20000203                             00001011107600001 
NOSUBENT      10111077   20000203                             00001011107700001 
NOSUBENT      10111078   20000203                             00001011107800001 
NOSUBENT      10111079   20000203                             00001011107900001 
NOSUBENT      10111080   20000203                             00001011108000001 
NOSUBENT      10111081   20000203                             00001011108100001 
NOSUBENT      10111082   20000203                             00001011108200001 
NOSUBENT      10111083   20000203                             00001011108300001 
NOSUBENT      10111084   20000203                             00001011108400001 
NOSUBENT      10111085   20000203                             00001011108500001 
NOSUBENT      10111086   20000203                             00001011108600001 
NOSUBENT      10111087   20000203                             00001011108700001 
NOSUBENT      10111088   20000203                             00001011108800001 
NOSUBENT      10111089   20000203                             00001011108900001 
NOSUBENT      10111090   20000203                             00001011109000001 
NOSUBENT      10111091   20000203                             00001011109100001 
NOSUBENT      10111092   20000203                             00001011109200001 
NOSUBENT      10111093   20000203                             00001011109300001 
NOSUBENT      10111094   20000203                             00001011109400001 
NOSUBENT      10111095   20000203                             00001011109500001 
NOSUBENT      10111096   20000203                             00001011109600001 
NOSUBENT      10111097   20000203                             00001011109700001 
NOSUBENT      10111098   20000203                             00001011109800001 
NOSUBENT      10111099   20000203                             00001011109900001 
SUBENT        10111100   20000202                             00001011110000001 
BIB                  2         10                                 1011110000002 
REACTION   (26-FE-0(N,INL)26-FE-0,PAR,DA)                         1011110000003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011110000004 
            . geometric parameters,                               1011110000005 
            . finite size corrections,                            1011110000006 
            . statistics,                                         1011110000007 
            . residual background effects due to peak stripping   1011110000008 
              procedures.                                         1011110000009 
            Does not include absolute error of + or - 7%,         1011110000010 
             estimated error in the absolute value of the         1011110000011 
             detector efficiency.                                 1011110000012 
ENDBIB              10          0                                 1011110000013 
COMMON               4          3                                 1011110000014 
E-LVL      E-LVL      E-LVL      E-LVL                            1011110000015 
MEV        MEV        MEV        MEV                              1011110000016 
  2.939      2.957      3.119      3.122                          1011110000017 
ENDCOMMON            3          0                                 1011110000018 
DATA                 6          2                                 1011110000019 
EN         EN-RSL-HW  ANG-CM     DATA       +DATA-ERR  -DATA-ERR  1011110000020 
MEV        MEV        ADEG       MB/SR      PER-CENT   PER-CENT   1011110000021 
 6.44       0.13      119.26          9.95     5.3        5.3     1011110000022 
 8.56       0.08      128.02          2.91    18.9       24.5     1011110000023 
ENDDATA              4          0                                 1011110000024 
ENDSUBENT           23          0                                 1011110099999 
NOSUBENT      10111101   20000203                             00001011110100001 
NOSUBENT      10111102   20000203                             00001011110200001 
NOSUBENT      10111103   20000203                             00001011110300001 
NOSUBENT      10111104   20000203                             00001011110400001 
NOSUBENT      10111105   20000203                             00001011110500001 
NOSUBENT      10111106   20000203                             00001011110600001 
NOSUBENT      10111107   20000203                             00001011110700001 
NOSUBENT      10111108   20000203                             00001011110800001 
NOSUBENT      10111109   20000203                             00001011110900001 
NOSUBENT      10111110   20000203                             00001011111000001 
NOSUBENT      10111111   20000203                             00001011111100001 
NOSUBENT      10111112   20000203                             00001011111200001 
NOSUBENT      10111113   20000203                             00001011111300001 
NOSUBENT      10111114   20000203                             00001011111400001 
NOSUBENT      10111115   20000203                             00001011111500001 
NOSUBENT      10111116   20000203                             00001011111600001 
NOSUBENT      10111117   20000203                             00001011111700001 
NOSUBENT      10111118   20000203                             00001011111800001 
NOSUBENT      10111119   20000203                             00001011111900001 
NOSUBENT      10111120   20000203                             00001011112000001 
NOSUBENT      10111121   20000203                             00001011112100001 
NOSUBENT      10111122   20000203                             00001011112200001 
NOSUBENT      10111123   20000203                             00001011112300001 
NOSUBENT      10111124   20000203                             00001011112400001 
NOSUBENT      10111125   20000203                             00001011112500001 
NOSUBENT      10111126   20000203                             00001011112600001 
NOSUBENT      10111127   20000203                             00001011112700001 
NOSUBENT      10111128   20000203                             00001011112800001 
NOSUBENT      10111129   20000203                             00001011112900001 
NOSUBENT      10111130   20000203                             00001011113000001 
NOSUBENT      10111131   20000203                             00001011113100001 
NOSUBENT      10111132   20000203                             00001011113200001 
NOSUBENT      10111133   20000203                             00001011113300001 
NOSUBENT      10111134   20000203                             00001011113400001 
NOSUBENT      10111135   20000203                             00001011113500001 
NOSUBENT      10111136   20000203                             00001011113600001 
NOSUBENT      10111137   20000203                             00001011113700001 
NOSUBENT      10111138   20000203                             00001011113800001 
NOSUBENT      10111139   20000203                             00001011113900001 
NOSUBENT      10111140   20000203                             00001011114000001 
SUBENT        10111141   20000202                             00001011114100001 
BIB                  3         10                                 1011114100002 
REACTION   (26-FE-0(N,INL)26-FE-56,PAR,SIG)                       1011114100003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011114100004 
            . geometric parameters,                               1011114100005 
            . finite size corrections,                            1011114100006 
            . statistics,                                         1011114100007 
            . residual background effects due to peak stripping   1011114100008 
              procedures.                                         1011114100009 
            . estimated error in the absolute value of detector   1011114100010 
              efficiency (7%).                                    1011114100011 
HISTORY    (20000202A) Subentries 141-143 combined.               1011114100012 
ENDBIB              10          0                                 1011114100013 
NOCOMMON             0          0                                 1011114100014 
DATA                 5         43                                 1011114100015 
E-LVL      EN         EN-RSL-HW  DATA       DATA-ERR              1011114100016 
MEV        MEV        MEV        MB         PER-CENT              1011114100017 
  0.846      4.60     0.05         232.64     7.5                 1011114100018 
  0.846      5.00     0.04         176.54     7.5                 1011114100019 
  0.846      5.04     0.04         223.55     7.5                 1011114100020 
  0.846      5.44     0.17         248.00     7.6                 1011114100021 
  0.846      5.56     0.04         165.85     8.5                 1011114100022 
  0.846      6.13     0.04         154.30     8.1                 1011114100023 
  0.846      6.44     0.13         194.75     7.3                 1011114100024 
  0.846      6.53     0.03         120.04     8.3                 1011114100025 
  0.846      7.54     0.04         103.83     7.6                 1011114100026 
  0.846      8.56     0.08         103.67     8.0                 1011114100027 
  2.084      4.19     0.08         145.04    12.8                 1011114100028 
  2.084      4.46     0.07         116.44    12.9                 1011114100029 
  2.084      4.60     0.05         102.64    10.2                 1011114100030 
  2.084      5.00     0.05          84.50    10.4                 1011114100031 
  2.084      5.00     0.04          59.11     9.5                 1011114100032 
  2.084      5.04     0.04          80.07     9.6                 1011114100033 
  2.084      5.18     0.05          87.57    11.3                 1011114100034 
  2.084      5.44     0.17          88.17     8.7                 1011114100035 
  2.084      5.50     0.05          69.64    10.7                 1011114100036 
  2.084      5.56     0.04          59.24     9.7                 1011114100037 
  2.084      6.00     0.13          65.00    11.2                 1011114100038 
  2.084      6.13     0.04          40.49    11.5                 1011114100039 
  2.084      6.44     0.13          55.57     8.8                 1011114100040 
  2.084      6.53     0.03          36.64    11.0                 1011114100041 
  2.084      7.54     0.04          19.95    10.3                 1011114100042 
  2.084      7.60     0.10          19.65    11.6                 1011114100043 
  2.084      8.56     0.08          14.55     9.8                 1011114100044 
  2.654      4.19     0.08         159.89    16.5                 1011114100045 
  2.654      4.46     0.07         126.32    14.5                 1011114100046 
  2.654      4.60     0.05         125.03    10.5                 1011114100047 
  2.654      5.00     0.05          89.34    12.0                 1011114100048 
  2.654      5.00     0.04          73.55    10.1                 1011114100049 
  2.654      5.04     0.04          97.40    10.3                 1011114100050 
  2.654      5.18     0.05          78.52    13.7                 1011114100051 
  2.654      5.50     0.05          70.46    13.3                 1011114100052 
  2.654      5.56     0.04          67.51     9.9                 1011114100053 
  2.654      6.00     0.13          69.16     8.8                 1011114100054 
  2.654      6.13     0.04          44.18    11.1                 1011114100055 
  2.654      6.44     0.13          49.52    10.9                 1011114100056 
  2.654      6.53     0.03          42.70    11.6                 1011114100057 
  2.654      7.54     0.04          20.19    12.1                 1011114100058 
  2.654      7.60     0.10          27.36     9.2                 1011114100059 
  2.654      8.56     0.08          18.89    13.2                 1011114100060 
ENDDATA             45          0                                 1011114100061 
ENDSUBENT           60          0                                 1011114199999 
NOSUBENT      10111142   20000203                             00001011114200001 
NOSUBENT      10111143   20000203                             00001011114300001 
SUBENT        10111144   20000202                             00001011114400001 
BIB                  3         10                                 1011114400002 
REACTION   (26-FE-0(N,INL)26-FE-0,PAR,SIG)                        1011114400003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011114400004 
            . geometric parameters,                               1011114400005 
            . finite size corrections,                            1011114400006 
            . statistics,                                         1011114400007 
            . residual background effects due to peak stripping   1011114400008 
              procedures.                                         1011114400009 
            . estimated error in the absolute value of detector   1011114400010 
              efficiency (7%).                                    1011114400011 
HISTORY    (20000202A) Subentries 144,145,147-151 combined.       1011114400012 
ENDBIB              10          0                                 1011114400013 
NOCOMMON             0          0                                 1011114400014 
DATA                 6         77                                 1011114400015 
E-LVL-MIN  E-LVL-MAX  EN         EN-RSL-HW  DATA       DATA-ERR   1011114400016 
MEV        MEV        MEV        MEV        MB         PER-CENT   1011114400017 
  2.939      2.957      4.19     0.08         257.57    27.0      1011114400018 
  2.939      2.957      4.46     0.07         178.41    18.0      1011114400019 
  2.939      2.957      4.60     0.05         146.74    11.4      1011114400020 
  2.939      2.957      5.00     0.05         112.98    11.9      1011114400021 
  2.939      2.957      5.00     0.04          79.53    10.6      1011114400022 
  2.939      2.957      5.04     0.04         105.45    10.8      1011114400023 
  2.939      2.957      5.18     0.05         112.99    12.8      1011114400024 
  2.939      2.957      5.50     0.05          64.78    15.9      1011114400025 
  2.939      2.957      5.56     0.04          78.73    10.8      1011114400026 
  2.939      2.957      6.00     0.13          96.75     9.0      1011114400027 
  2.939      2.957      6.13     0.04          49.73    12.5      1011114400028 
  2.939      2.957      6.44     0.13          61.38    13.7      1011114400029 
  2.939      2.957      6.53     0.03          47.95    13.0      1011114400030 
  2.939      2.957      7.54     0.04          19.56    15.2      1011114400031 
  2.939      2.957      8.56     0.08          14.49    23.6      1011114400032 
  2.939      3.122      6.44     0.13         125.02     8.8      1011114400033 
  2.939      3.122      7.54     0.04          49.83    11.2      1011114400034 
  2.939      3.122      8.56     0.08          36.54    22.8      1011114400035 
  3.119      3.122      4.46     0.07         181.21    21.4      1011114400036 
  3.119      3.122      4.60     0.05         165.86    16.2      1011114400037 
  3.119      3.122      5.00     0.05         130.03    12.3      1011114400038 
  3.119      3.122      5.00     0.04          99.27    11.8      1011114400039 
  3.119      3.122      5.04     0.04         128.38    11.3      1011114400040 
  3.119      3.122      5.18     0.05         124.01    14.7      1011114400041 
  3.119      3.122      5.50     0.05         108.09    14.0      1011114400042 
  3.119      3.122      5.56     0.04          97.93    11.5      1011114400043 
  3.119      3.122      6.00     0.13          91.34     9.0      1011114400044 
  3.119      3.122      6.13     0.04          66.67    13.0      1011114400045 
  3.119      3.122      6.44     0.13          55.82     9.9      1011114400046 
  3.119      3.122      6.53     0.03          53.52    14.6      1011114400047 
  3.119      3.122      7.54     0.04          30.41    10.9      1011114400048 
  3.119      3.122      8.56     0.08          20.58    20.2      1011114400049 
  3.368      3.450      4.60     0.05         157.09    25.5      1011114400050 
  3.368      3.450      5.00     0.05         210.94    13.4      1011114400051 
  3.368      3.450      5.00     0.04         178.46    15.1      1011114400052 
  3.368      3.450      5.04     0.04         191.85    13.1      1011114400053 
  3.368      3.450      5.18     0.05         191.94    13.5      1011114400054 
  3.368      3.450      5.50     0.05         153.97    13.7      1011114400055 
  3.368      3.450      5.56     0.04         159.81    10.5      1011114400056 
  3.368      3.450      6.00     0.13         159.97     9.3      1011114400057 
  3.368      3.450      6.13     0.04         102.76    11.2      1011114400058 
  3.368      3.450      6.44     0.13         115.69    11.0      1011114400059 
  3.368      3.450      6.53     0.03          90.81    11.0      1011114400060 
  3.368      3.450      7.54     0.04          46.16    10.4      1011114400061 
  3.368      3.450      8.56     0.08          30.99    22.9      1011114400062 
  3.600      3.605      5.00     0.05         153.00    17.4      1011114400063 
  3.600      3.605      5.00     0.04          99.71    19.3      1011114400064 
  3.600      3.605      5.04     0.04         150.27    16.8      1011114400065 
  3.600      3.605      5.18     0.05         158.40    16.3      1011114400066 
  3.600      3.605      5.50     0.05         100.93    17.8      1011114400067 
  3.600      3.605      5.56     0.04          74.62    12.2      1011114400068 
  3.600      3.605      6.00     0.13          72.49     9.6      1011114400069 
  3.600      3.605      6.13     0.04          56.48    13.0      1011114400070 
  3.600      3.605      6.44     0.13          68.55    12.6      1011114400071 
  3.600      3.605      6.53     0.03          55.58    16.4      1011114400072 
  3.600      3.605      7.54     0.04          27.52    12.6      1011114400073 
  3.600      3.605      8.56     0.08          14.53    23.8      1011114400074 
  3.829      3.856      5.00     0.05         155.06    30.9      1011114400075 
  3.829      3.856      5.00     0.04         209.73    29.8      1011114400076 
  3.829      3.856      5.04     0.04         119.95    34.0      1011114400077 
  3.829      3.856      5.18     0.05         178.81    20.9      1011114400078 
  3.829      3.856      5.50     0.05         118.20    15.1      1011114400079 
  3.829      3.856      5.56     0.04         103.72    12.5      1011114400080 
  3.829      3.856      6.00     0.13          96.51     9.6      1011114400081 
  3.829      3.856      6.13     0.04          57.89    11.3      1011114400082 
  3.829      3.856      6.44     0.13          81.26    13.6      1011114400083 
  3.829      3.856      6.53     0.03          54.08    12.7      1011114400084 
  3.829      3.856      7.54     0.04          31.10    11.9      1011114400085 
  3.829      3.856      8.56     0.08          14.84    21.2      1011114400086 
  4.046      4.116      5.50     0.05         176.22    16.5      1011114400087 
  4.046      4.116      5.56     0.04         139.69    16.1      1011114400088 
  4.046      4.116      6.00     0.13          90.58    10.4      1011114400089 
  4.046      4.116      6.13     0.04          55.05    11.4      1011114400090 
  4.046      4.116      6.44     0.13         104.52    11.2      1011114400091 
  4.046      4.116      6.53     0.03          71.88    12.2      1011114400092 
  4.046      4.116      7.54     0.04          45.27    10.5      1011114400093 
  4.046      4.116      8.56     0.08          27.01    13.3      1011114400094 
ENDDATA             79          0                                 1011114400095 
ENDSUBENT           94          0                                 1011114499999 
NOSUBENT      10111145   20000203                             00001011114500001 
SUBENT        10111146   20000202                             00001011114600001 
BIB                  3         10                                 1011114600002 
REACTION   (26-FE-0(N,EL)26-FE-0,,SIG)                            1011114600003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011114600004 
            . geometric parameters,                               1011114600005 
            . finite size corrections,                            1011114600006 
            . statistics,                                         1011114600007 
            . residual background effects due to peak stripping   1011114600008 
              procedures.                                         1011114600009 
            . estimated error in the absolute value of detector   1011114600010 
              efficiency (7%).                                    1011114600011 
STATUS     (DEP,10111011)                                         1011114600012 
ENDBIB              10          0                                 1011114600013 
NOCOMMON             0          0                                 1011114600014 
DATA                 4         10                                 1011114600015 
EN         EN-RSL-HW  DATA       DATA-ERR                         1011114600016 
MEV        MEV        MB         PER-CENT                         1011114600017 
  4.60     0.05        2018.40     7.7                            1011114600018 
  5.00     0.04        1885.50     7.5                            1011114600019 
  5.04     0.04        1858.72     7.8                            1011114600020 
  5.44     0.17        2158.80     7.5                            1011114600021 
  5.56     0.04        2062.12     7.9                            1011114600022 
  6.13     0.04        1993.30     7.9                            1011114600023 
  6.44     0.13        2105.91     7.2                            1011114600024 
  6.53     0.03        1920.89     7.9                            1011114600025 
  7.54     0.04        1839.02     7.3                            1011114600026 
  8.56     0.08        1931.03     7.4                            1011114600027 
ENDDATA             12          0                                 1011114600028 
ENDSUBENT           27          0                                 1011114699999 
NOSUBENT      10111147   20000203                             00001011114700001 
NOSUBENT      10111148   20000203                             00001011114800001 
NOSUBENT      10111149   20000203                             00001011114900001 
NOSUBENT      10111150   20000203                             00001011115000001 
NOSUBENT      10111151   20000203                             00001011115100001 
SUBENT        10111152   20000202                             00001011115200001 
BIB                  4         15                                 1011115200002 
REACTION   (26-FE-0(N,INL)26-FE-0,PAR,DA)                         1011115200003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011115200004 
            . geometric parameters,                               1011115200005 
            . finite size corrections,                            1011115200006 
            . statistics,                                         1011115200007 
            . residual background effects due to peak stripping   1011115200008 
              procedures.                                         1011115200009 
            Does not include absolute error of + or - 7%,         1011115200010 
             estimated error in the absolute value of the         1011115200011 
             detector efficiency.                                 1011115200012 
COMMENT    For Q-values from (Q-VAL)-(Q-VAL-ERR) to               1011115200013 
            (Q-VAL)+(Q-VAL-ERR).  Energy resolution is that of    1011115200014 
            corresponding energy given in discrete level data.    1011115200015 
HISTORY    (19800807U)                                            1011115200016 
           (20000203A) Subentries 152-156 combined.               1011115200017 
ENDBIB              15          0                                 1011115200018 
NOCOMMON             0          0                                 1011115200019 
DATA                 6         43                                 1011115200020 
EN         Q-VAL      Q-VAL-ERR  ANG-CM     DATA       DATA-ERR   1011115200021 
MEV        MEV        MEV        ADEG       MB/SR      MB/SR      1011115200022 
  6.37      -4.525     0.575       33.03      25.64        1.9    1011115200023 
  6.37      -4.525     0.575       38.68      23.74        1.6    1011115200024 
  6.37      -4.525     0.575       44.32      24.36        1.7    1011115200025 
  6.37      -4.525     0.575       48.42      26.74        1.8    1011115200026 
  6.37      -4.525     0.575       54.04      23.16        1.5    1011115200027 
  6.37      -4.525     0.575       54.04      25.05        1.6    1011115200028 
  6.37      -4.525     0.575       59.64      24.88        1.7    1011115200029 
  6.37      -4.525     0.575       63.71      27.41        1.9    1011115200030 
  6.37      -4.525     0.575       69.29      25.29        1.7    1011115200031 
  6.37      -4.525     0.575       74.85      25.50        1.7    1011115200032 
  6.37      -4.525     0.575       78.89      25.02        1.7    1011115200033 
  6.37      -4.525     0.575       84.42      24.24        1.7    1011115200034 
  6.37      -4.525     0.575       89.93      24.34        1.7    1011115200035 
  6.37      -4.525     0.575       93.93      25.81        1.8    1011115200036 
  6.37      -4.525     0.575       99.42      23.54        1.7    1011115200037 
  6.37      -4.525     0.575      103.89      27.11        1.9    1011115200038 
  6.37      -4.525     0.575      104.89      23.89        1.7    1011115200039 
  6.37      -4.525     0.575      109.35      25.76        1.8    1011115200040 
  7.54      -4.500     0.575      120.92      16.23        0.8    1011115200041 
  7.54      -4.500     0.575      128.30      15.86        0.7    1011115200042 
  7.54      -4.500     0.575      135.66      15.61        0.7    1011115200043 
  7.55      -4.525     0.575       56.34      19.55        1.1    1011115200044 
  7.55      -4.525     0.575       61.42      15.90        0.6    1011115200045 
  7.55      -4.525     0.575       66.48      15.40        0.8    1011115200046 
  7.55      -4.525     0.575       71.54      14.82        0.7    1011115200047 
  7.55      -4.525     0.575       84.62      15.57        0.6    1011115200048 
  7.55      -4.525     0.575       91.64      15.27        0.7    1011115200049 
  7.55      -4.525     0.575      101.61      15.80        0.7    1011115200050 
  7.55      -4.525     0.575      108.56      16.03        0.6    1011115200051 
  7.55      -4.525     0.575      115.49      17.73        0.7    1011115200052 
  8.50      -4.550     0.625       40.97      13.84        0.8    1011115200053 
  8.50      -4.550     0.625       51.16      11.55        0.8    1011115200054 
  8.50      -4.550     0.625       56.24      11.62        0.6    1011115200055 
  8.50      -4.550     0.625       61.31      12.57        0.6    1011115200056 
  8.50      -4.550     0.625       66.37      11.94        0.6    1011115200057 
  8.50      -4.550     0.625       71.42      11.71        0.5    1011115200058 
  8.50      -4.550     0.625       81.49      10.71        0.5    1011115200059 
  8.50      -4.550     0.625       91.52      10.83        0.4    1011115200060 
  8.50      -4.550     0.625      101.49      10.97        0.6    1011115200061 
  8.50      -4.550     0.625      115.68      10.72        0.6    1011115200062 
  8.56      -4.500     0.525      120.80      11.03        0.6    1011115200063 
  8.56      -4.500     0.525      128.20      10.16        0.5    1011115200064 
  8.56      -4.500     0.525      135.57      10.30        0.5    1011115200065 
ENDDATA             45          0                                 1011115200066 
ENDSUBENT           65          0                                 1011115299999 
NOSUBENT      10111153   20000202                             00001011115300001 
NOSUBENT      10111154   20000202                             00001011115400001 
NOSUBENT      10111155   20000202                             00001011115500001 
NOSUBENT      10111156   20000202                             00001011115600001 
SUBENT        10111157   20000202                             00001011115700001 
BIB                  4         15                                 1011115700002 
REACTION   (26-FE-0(N,INL)26-FE-0,PAR,DA,,AV)                     1011115700003 
ERR-ANALYS (DATA-ERR) Includes uncertainties in:                  1011115700004 
            . geometric parameters,                               1011115700005 
            . finite size corrections,                            1011115700006 
            . statistics,                                         1011115700007 
            . residual background effects due to peak stripping   1011115700008 
              procedures.                                         1011115700009 
            Does not include absolute error of + or - 7%,         1011115700010 
             estimated error in the absolute value of the         1011115700011 
             detector efficiency.                                 1011115700012 
COMMENT    For Q-values from (Q-VAL)-(Q-VAL-ERR) to               1011115700013 
            (Q-VAL)+(Q-VAL-ERR).  ENERGY                          1011115700014 
           Resolution is that of corresponding energy given in    1011115700015 
            discrete level data.                                  1011115700016 
HISTORY    (19800807U)                                            1011115700017 
ENDBIB              15          0                                 1011115700018 
COMMON               2          3                                 1011115700019 
ANG-MIN    ANG-MAX                                                1011115700020 
ADEG       ADEG                                                   1011115700021 
 33.        136.                                                  1011115700022 
ENDCOMMON            3          0                                 1011115700023 
DATA                 5          5                                 1011115700024 
EN         Q-VAL      Q-VAL-ERR  DATA       DATA-ERR              1011115700025 
MEV        MEV        MEV        MB/SR      MB/SR                 1011115700026 
  6.37      -4.525     0.575     25.000      1.633                1011115700027 
  7.54      -4.500     0.575     15.874      0.570                1011115700028 
  7.55      -4.525     0.575     15.962      0.508                1011115700029 
  8.50      -4.550     0.625     11.410      0.369                1011115700030 
  8.56      -4.500     0.525     10.471      0.402                1011115700031 
ENDDATA              7          0                                 1011115700032 
ENDSUBENT           31          0                                 1011115799999 
ENDENTRY           157          0                                 1011199999999 
