E          ANG        EN         EN-ERR     DATA       ERR-S      1375000200008 
MEV        ADEG       MEV        MEV        MB/SR      MB/SR      1375000200009 
104.        44.5       2.5         2.4185     0.7355              1375001600040 
104.        49.5       2.5         1.6839     0.7330              1375001600041 
104.        62.0      10.          1.5122     0.3626              1375001600042 
104.        82.0      10.          1.8121     0.3783              1375001600043 
104.       102.0      10.          1.1464     0.3817              1375001600044 
104.       132.0      20.          1.1766     0.2841              1375001600045 
104.       172.0      20.          1.1938     0.3228              1375001600046 
104.       212.0      20.          0.9322     0.3645              1375001600047 
110.        15.0       1.0        -1.3935     0.8090              1375001600048 
110.        17.0       1.0         1.2913     0.8854              1375001600049 
110.        19.0       1.0         1.4467     0.8714              1375001600050 
110.        21.5       1.5         1.9667     0.7477              1375001600051 
110.        24.5       1.5         3.2910     0.6730              1375001600052 
110.        27.5       1.5         3.9649     0.7134              1375001600053 
110.        30.5       1.5         4.0047     0.6956              1375001600054 
110.        34.5       2.5         1.9890     0.5453              1375001600055 
110.        39.5       2.5         2.3047     0.5501              1375001600056 
110.        44.5       2.5         2.8152     0.5384              1375001600057 
110.        49.5       2.5         1.8174     0.5376              1375001600058 
110.        62.0      10.          2.0817     0.2689              1375001600059 
110.        82.0      10.          1.6000     0.2785              1375001600060 
110.       102.0      10.          1.4469     0.2840              1375001600061 
110.       132.0      20.          1.3727     0.2089              1375001600062 
110.       172.0      20.          1.5874     0.2349              1375001600063 
110.       212.0      20.          1.1157     0.2680              1375001600064 
125.        15.0       1.0         0.0149     0.8479              1375001600065 
125.        17.0       1.0        -0.6451     0.9531              1375001600066 
125.        19.0       1.0         0.7795     0.9587              1375001600067 
125.        21.5       1.5         3.6487     0.7899              1375001600068 
125.        24.5       1.5         4.3710     0.7211              1375001600069 
125.        27.5       1.5         3.5054     0.7549              1375001600070 
125.        30.5       1.5         2.3491     0.7674              1375001600071 
125.        34.5       2.5         2.2417     0.5795              1375001600072 
125.        39.5       2.5         1.9829     0.5885              1375001600073 
125.        44.5       2.5         1.4928     0.5842              1375001600074 
125.        49.5       2.5         2.3222     0.5717              1375001600075 
125.        62.0      10.          2.0380     0.2879              1375001600076 
125.        82.0      10.          1.1903     0.2972              1375001600077 
125.       102.0      10.          1.6845     0.3021              1375001600078 
125.       132.0      20.          1.2477     0.2239              1375001600079 
125.       172.0      20.          1.4022     0.2539              1375001600080 
125.       212.0      20.          1.2857     0.2827              1375001600081 
131.        15.0       1.0        -0.2883     0.4753              1375001600082 
131.        17.0       1.0        -0.7365     0.5312              1375001600083 
131.        19.0       1.0         0.3410     0.5357              1375001600084 
131.        21.5       1.5         1.9043     0.4443              1375001600085 
131.        24.5       1.5         2.7237     0.3970              1375001600086 
131.        27.5       1.5         2.7761     0.4156              1375001600087 
131.        30.5       1.5         2.4372     0.4121              1375001600088 
131.        34.5       2.5         2.6251     0.3102              1375001600089 
131.        39.5       2.5         2.1073     0.3136              1375001600090 
131.        44.5       2.5         2.0671     0.3070              1375001600091 
131.        49.5       2.5         1.8627     0.3028              1375001600092 
131.        62.0      10.          1.5436     0.1512              1375001600093 
131.        82.0      10.          1.3941     0.1527              1375001600094 
131.       102.0      10.          1.1131     0.1574              1375001600095 
131.       132.0      20.          1.0681     0.1166              1375001600096 
131.       172.0      20.          0.8069     0.1331              1375001600097 
131.       212.0      20.          0.5701     0.1470              1375001600098 
150.        15.0       1.0         0.0156     0.9260              1375001600099 
150.        17.0       1.0        -1.0973     1.0475              1375001600100 
150.        19.0       1.0         0.4395     1.0383              1375001600101 
150.        21.5       1.5         0.2726     0.8637              1375001600102 
150.        24.5       1.5         3.7333     0.7619              1375001600103 
