ENTRY            14347   20121106                             13871434700000001 
SUBENT        14347001   20121106                             13871434700100001 
BIB                 10         38                                 1434700100002 
TITLE      Measurement of neutron-induced proton-production       1434700100003 
           energy spectra with NE213 scintillator                 1434700100004 
AUTHOR     (T.Kajimoto,N.Shigyo,K.Ishibashi,H.Arakawa,R.C.Haight, 1434700100005 
           N.Fotiades)                                            1434700100006 
INSTITUTE  (2JPNKYU,1USALAS)                                      1434700100007 
REFERENCE  (J,RM,47,596,2012)                                     1434700100008 
FACILITY   (LINAC,1USALAS) Experiment was performed at the        1434700100009 
           4FP15L beam line at the Weapons Neutron Research       1434700100010 
           facility of the Los Alamos Neutron Science Center.     1434700100011 
DETECTOR   (TELES,SCIN,SCIN) Protons emitted from the target      1434700100012 
           were measured with three DE-E detectors. Each DE-E     1434700100013 
           detector was constructed with a 15 15 cm2 and 1.0 cm   1434700100014 
           thick NE102A scintillator and a NE213 scintillator     1434700100015 
           with diameter of 12.7 cm and 12.7 cm thickness.The     1434700100016 
           dE-E detectors were placed at 15, 30, and 60deg        1434700100017 
           with respect to the neutron beam direction.            1434700100018 
           (IOCH) A fission ionization chamber with 238U target   1434700100019 
            was used to determine incident neutron flux.          1434700100020 
METHOD     (TOF) Time of flight method was used to measure        1434700100021 
           incident neutron energy                                1434700100022 
           (EDE) Emitted protons were identified using E-dE method1434700100023 
INC-SOURCE (SPALL) Incident neutrons were produced by a pulsed    1434700100024 
           800 MeV proton beam from a linear accelerator on a     1434700100025 
           thick water-cooled tungsten spallation target (Target- 1434700100026 
           4). Continuous energetic neutrons from Target-4 were   1434700100027 
           delivered at 15deg with respect to the proton beam.    1434700100028 
           An absorber consisting of 10.2 cm thick polyethylene   1434700100029 
           and 3.8 cm thick copper was inserted in the beam just  1434700100030 
           downstream of the shutter to reduce the number of low  1434700100031 
           energy neutrons                                        1434700100032 
ERR-ANALYS (ERR-T) Total uncertainty                              1434700100033 
           (ERR-1) Systematic uncertainty caused by neutrons      1434700100034 
                   from preceding micropulses                     1434700100035 
           (ERR-2) Systematic uncertainty in 238U fission cross   1434700100036 
                   section used for incident neutron flux         1434700100037 
                   determination                                  1434700100038 
           (ERR-3) Systematic uncertainty in detection efficiency 1434700100039 
HISTORY    (20121106C) Compiled by S.H.                           1434700100040 
ENDBIB              38          0                                 1434700100041 
COMMON               3          3                                 1434700100042 
ERR-1      ERR-2      ERR-3                                       1434700100043 
PER-CENT   PER-CENT   PER-CENT                                    1434700100044 
  1.0        10.0       10.0                                      1434700100045 
ENDCOMMON            3          0                                 1434700100046 
ENDSUBENT           45          0                                 1434700199999 
SUBENT        14347002   20121106                             13871434700200001 
BIB                  3          6                                 1434700200002 
REACTION   (6-C-12(N,X)1-H-1,,PY/DA/DE,,AV)                       1434700200003 
STATUS     (TABLE) Data presented in fig. 13,14 sent by           1434700200004 
           author (T.K.) Not all incident neutron energy          1434700200005 
           intervals are shown in fig. 13,14                      1434700200006 
SAMPLE     Graphite sample with density of 1.86g/cm3 and          1434700200007 
           thickness of 0.76 cm.                                  1434700200008 
ENDBIB               6          0                                 1434700200009 
COMMON               1          3                                 1434700200010 
ANG                                                               1434700200011 
ADEG                                                              1434700200012 
15.0                                                              1434700200013 
ENDCOMMON            3          0                                 1434700200014 
DATA                 6        174                                 1434700200015 
EN-MIN     EN-MAX     E-MIN      E-MAX      DATA       ERR-T      1434700200016 
MEV        MEV        MEV        MEV        P/IN/MEVSR P/IN/MEVSR 1434700200017 
      112.5      117.5       40.0       50.0   5.78E-06   8.17E-071434700700057 
      112.5      117.5       50.0       60.0   4.99E-06   7.41E-071434700700058 
      112.5      117.5       60.0       70.0   4.21E-06   6.74E-071434700700059 
      112.5      117.5       70.0       80.0   3.14E-06   6.07E-071434700700060 
      112.5      117.5       80.0       90.0   1.04E-06   3.76E-071434700700061 
      112.5      117.5       90.0      100.0   4.14E-07   4.12E-071434700700062 
      112.5      117.5      100.0      110.0   4.19E-07   4.16E-071434700700063 
      117.5      122.5       40.0       50.0   7.42E-06   9.70E-071434700700064 
      117.5      122.5       50.0       60.0   4.50E-06   6.97E-071434700700065 
      117.5      122.5       60.0       70.0   4.35E-06   7.05E-071434700700066 
      117.5      122.5       70.0       80.0   2.83E-06   5.49E-071434700700067 
      117.5      122.5       80.0       90.0   2.08E-06   4.98E-071434700700068 
      117.5      122.5       90.0      100.0   1.30E-06   4.03E-071434700700069 
      117.5      122.5      110.0      120.0   3.28E-08   1.84E-071434700700070 
      122.5      127.5       40.0       50.0   7.44E-06   1.00E-061434700700071 
      122.5      127.5       50.0       60.0   5.14E-06   7.61E-071434700700072 
      122.5      127.5       60.0       70.0   4.34E-06   6.68E-071434700700073 
      122.5      127.5       70.0       80.0   2.97E-06   5.74E-071434700700074 
      122.5      127.5       80.0       90.0   2.02E-06   5.88E-071434700700075 
      122.5      127.5       90.0      100.0   1.18E-06   4.16E-071434700700076 
      122.5      127.5      100.0      110.0   5.21E-07   3.87E-071434700700077 
      122.5      127.5      110.0      120.0   6.05E-07   3.46E-071434700700078 
      127.5      132.5       40.0       50.0   6.96E-06   9.34E-071434700700079 
      127.5      132.5       50.0       60.0   5.37E-06   7.73E-071434700700080 
      127.5      132.5       60.0       70.0   4.46E-06   6.98E-071434700700081 
      127.5      132.5       70.0       80.0   3.09E-06   5.55E-071434700700082 
      127.5      132.5       80.0       90.0   2.28E-06   4.97E-071434700700083 
      127.5      132.5       90.0      100.0   1.85E-06   4.49E-071434700700084 
      127.5      132.5      100.0      110.0   6.94E-07   3.47E-071434700700085 
      127.5      132.5      110.0      120.0   4.16E-07   4.13E-071434700700086 
      127.5      132.5      120.0      130.0   3.09E-07   1.93E-071434700700087 
      145.0      155.0       40.0       50.0   6.20E-06   7.95E-071434700700088 
      145.0      155.0       50.0       60.0   4.95E-06   6.58E-071434700700089 
      145.0      155.0       60.0       70.0   5.26E-06   6.86E-071434700700090 
      145.0      155.0       70.0       80.0   4.43E-06   6.14E-071434700700091 
      145.0      155.0       80.0       90.0   3.61E-06   5.22E-071434700700092 
      145.0      155.0       90.0      100.0   2.08E-06   4.00E-071434700700093 
      145.0      155.0      100.0      110.0   1.54E-06   3.29E-071434700700094 
      145.0      155.0      110.0      120.0   9.60E-07   2.35E-071434700700095 
      145.0      155.0      120.0      130.0   5.03E-07   2.19E-071434700700096 
      190.0      210.0       40.0       50.0   6.22E-06   7.54E-071434700700097 
      190.0      210.0       50.0       60.0   5.23E-06   6.48E-071434700700098 
      190.0      210.0       60.0       70.0   5.28E-06   6.55E-071434700700099 
      190.0      210.0       70.0       80.0   5.16E-06   6.45E-071434700700100 
      190.0      210.0       80.0       90.0   4.60E-06   5.74E-071434700700101 
      190.0      210.0       90.0      100.0   3.88E-06   5.09E-071434700700102 
      190.0      210.0      100.0      110.0   3.36E-06   4.57E-071434700700103 
      190.0      210.0      110.0      120.0   2.42E-06   3.46E-071434700700104 
      190.0      210.0      120.0      130.0   1.87E-06   2.92E-071434700700105 
      240.0      260.0       40.0       50.0   5.48E-06   8.85E-071434700700106 
      240.0      260.0       50.0       60.0   5.13E-06   8.41E-071434700700107 
      240.0      260.0       60.0       70.0   5.28E-06   8.58E-071434700700108 
      240.0      260.0       70.0       80.0   5.30E-06   8.57E-071434700700109 
      240.0      260.0       80.0       90.0   5.06E-06   8.29E-071434700700110 
      240.0      260.0       90.0      100.0   3.97E-06   6.73E-071434700700111 
      240.0      260.0      100.0      110.0   3.14E-06   5.62E-071434700700112 
      240.0      260.0      110.0      120.0   2.66E-06   5.28E-071434700700113 
      240.0      260.0      120.0      130.0   2.57E-06   4.79E-071434700700114 
      290.0      310.0       40.0       50.0   5.79E-06   9.52E-071434700700115 
      290.0      310.0       50.0       60.0   5.23E-06   8.71E-071434700700116 
      290.0      310.0       60.0       70.0   5.64E-06   9.22E-071434700700117 
      290.0      310.0       70.0       80.0   5.42E-06   9.03E-071434700700118 
      290.0      310.0       80.0       90.0   5.37E-06   8.61E-071434700700119 
      290.0      310.0       90.0      100.0   4.84E-06   8.14E-071434700700120 
      290.0      310.0      100.0      110.0   4.69E-06   8.00E-071434700700121 
      290.0      310.0      110.0      120.0   4.06E-06   6.60E-071434700700122 
      290.0      310.0      120.0      130.0   3.50E-06   5.91E-071434700700123 
      340.0      360.0       40.0       50.0   6.22E-06   1.03E-061434700700124 
      340.0      360.0       50.0       60.0   5.40E-06   8.88E-071434700700125 
      340.0      360.0       60.0       70.0   5.20E-06   8.57E-071434700700126 
      340.0      360.0       70.0       80.0   5.31E-06   8.63E-071434700700127 
      340.0      360.0       80.0       90.0   5.09E-06   8.20E-071434700700128 
      340.0      360.0       90.0      100.0   4.65E-06   7.60E-071434700700129 
      340.0      360.0      100.0      110.0   3.92E-06   6.89E-071434700700130 
      340.0      360.0      110.0      120.0   3.96E-06   6.94E-071434700700131 
      340.0      360.0      120.0      130.0   3.35E-06   6.08E-071434700700132 
      385.0      415.0       40.0       50.0   5.84E-06   9.43E-071434700700133 
      385.0      415.0       50.0       60.0   4.56E-06   7.63E-071434700700134 
      385.0      415.0       60.0       70.0   5.08E-06   8.16E-071434700700135 
      385.0      415.0       70.0       80.0   5.25E-06   8.48E-071434700700136 
      385.0      415.0       80.0       90.0   5.24E-06   8.51E-071434700700137 
      385.0      415.0       90.0      100.0   5.13E-06   8.31E-071434700700138 
      385.0      415.0      100.0      110.0   4.59E-06   7.58E-071434700700139 
      385.0      415.0      110.0      120.0   4.26E-06   6.90E-071434700700140 
      385.0      415.0      120.0      130.0   3.29E-06   5.79E-071434700700141 
      435.0      465.0       40.0       50.0   6.14E-06   9.79E-071434700700142 
      435.0      465.0       50.0       60.0   5.10E-06   8.25E-071434700700143 
      435.0      465.0       60.0       70.0   4.97E-06   8.43E-071434700700144 
      435.0      465.0       70.0       80.0   5.59E-06   9.25E-071434700700145 
      435.0      465.0       80.0       90.0   4.31E-06   7.29E-071434700700146 
      435.0      465.0       90.0      100.0   4.85E-06   7.89E-071434700700147 
      435.0      465.0      100.0      110.0   4.57E-06   7.56E-071434700700148 
      435.0      465.0      110.0      120.0   4.28E-06   7.29E-071434700700149 
      435.0      465.0      120.0      130.0   3.57E-06   6.18E-071434700700150 
      480.0      520.0       40.0       50.0   6.80E-06   1.09E-061434700700151 
      480.0      520.0       50.0       60.0   5.52E-06   9.06E-071434700700152 
      480.0      520.0       60.0       70.0   6.24E-06   1.02E-061434700700153 
      480.0      520.0       70.0       80.0   6.68E-06   1.05E-061434700700154 
      480.0      520.0       80.0       90.0   6.18E-06   9.86E-071434700700155 
      480.0      520.0       90.0      100.0   5.31E-06   8.93E-071434700700156 
      480.0      520.0      100.0      110.0   5.07E-06   8.31E-071434700700157 
      480.0      520.0      110.0      120.0   4.95E-06   7.99E-071434700700158 
      480.0      520.0      120.0      130.0   4.17E-06   7.07E-071434700700159 
      530.0      570.0       40.0       50.0   8.01E-06   1.28E-061434700700160 
      530.0      570.0       50.0       60.0   6.72E-06   1.13E-061434700700161 
      530.0      570.0       60.0       70.0   7.68E-06   1.24E-061434700700162 
      530.0      570.0       70.0       80.0   6.82E-06   1.12E-061434700700163 
      530.0      570.0       80.0       90.0   6.87E-06   1.12E-061434700700164 
      530.0      570.0       90.0      100.0   6.63E-06   1.09E-061434700700165 
      530.0      570.0      100.0      110.0   6.52E-06   1.07E-061434700700166 
      530.0      570.0      110.0      120.0   5.74E-06   9.52E-071434700700167 
      530.0      570.0      120.0      130.0   5.50E-06   9.16E-071434700700168 
      580.0      620.0       40.0       50.0   8.11E-06   1.26E-061434700700169 
      580.0      620.0       50.0       60.0   7.05E-06   1.11E-061434700700170 
      580.0      620.0       60.0       70.0   7.11E-06   1.12E-061434700700171 
      580.0      620.0       70.0       80.0   7.84E-06   1.22E-061434700700172 
      580.0      620.0       80.0       90.0   7.48E-06   1.16E-061434700700173 
      580.0      620.0       90.0      100.0   6.98E-06   1.12E-061434700700174 
      580.0      620.0      100.0      110.0   6.76E-06   1.12E-061434700700175 
      580.0      620.0      110.0      120.0   6.71E-06   1.08E-061434700700176 
      580.0      620.0      120.0      130.0   5.54E-06   8.87E-071434700700177 
      630.0      670.0       40.0       50.0   4.54E-06   7.19E-071434700700178 
      630.0      670.0       50.0       60.0   4.23E-06   6.62E-071434700700179 
      630.0      670.0       60.0       70.0   4.78E-06   7.70E-071434700700180 
      630.0      670.0       70.0       80.0   5.15E-06   8.17E-071434700700181 
      630.0      670.0       80.0       90.0   5.02E-06   7.94E-071434700700182 
      630.0      670.0       90.0      100.0   4.43E-06   7.22E-071434700700183 
      630.0      670.0      100.0      110.0   4.84E-06   7.97E-071434700700184 
      630.0      670.0      110.0      120.0   4.60E-06   7.30E-071434700700185 
      630.0      670.0      120.0      130.0   4.36E-06   7.02E-071434700700186 
ENDDATA            171          0                                 1434700700187 
ENDSUBENT          186          0                                 1434700799999 
SUBENT        14347008   20121106                             13871434700800001 
BIB                  3          6                                 1434700800002 
REACTION   (26-FE-0(N,X)1-H-1,,PY/DA/DE,,AV)                      1434700800003 
STATUS     (TABLE) Data presented in fig. 17, 18 sent by          1434700800004 
           author (T.K.). Not all tabulated incident neutron      1434700800005 
           energies are shown in fig.17, 18.                      1434700800006 
SAMPLE     Iron sample with density of 7.87 g/cm3 and             1434700800007 
           thickness of 1.0 cm.                                   1434700800008 
ENDBIB               6          0                                 1434700800009 
COMMON               1          3                                 1434700800010 
ANG                                                               1434700800011 
ADEG                                                              1434700800012 
15.0                                                              1434700800013 
ENDCOMMON            3          0                                 1434700800014 
DATA                 6         86                                 1434700800015 
EN-MIN     EN-MAX     E-MIN      E-MAX      DATA       ERR-T      1434700800016 
MEV        MEV        MEV        MEV        P/IN/MEVSR P/IN/MEVSR 1434700800017 
       62.5       67.5       40.0       50.0   5.38E-05   7.60E-061434700800018 
       62.5       67.5       50.0       60.0   1.98E-05   3.31E-061434700800019 
       62.5       67.5       60.0       70.0   9.65E-06   3.39E-061434700800020 
       67.5       72.5       40.0       50.0   6.16E-05   8.40E-061434700800021 
       67.5       72.5       50.0       60.0   3.06E-05   4.75E-061434700800022 
       67.5       72.5       60.0       70.0   2.00E-05   3.65E-061434700800023 
       72.5       77.5       40.0       50.0   7.24E-05   9.47E-061434700800024 
       72.5       77.5       50.0       60.0   5.68E-05   7.98E-061434700800025 
       72.5       77.5       60.0       70.0   2.19E-05   3.68E-061434700800026 
       77.5       82.5       40.0       50.0   7.71E-05   1.01E-051434700800027 
       77.5       82.5       50.0       60.0   6.20E-05   8.48E-061434700800028 
       77.5       82.5       60.0       70.0   3.18E-05   5.16E-061434700800029 
       77.5       82.5       70.0       80.0   1.41E-05   3.27E-061434700800030 
       82.5       87.5       40.0       50.0   1.10E-04   1.36E-051434700800031 
       82.5       87.5       50.0       60.0   8.71E-05   1.12E-051434700800032 
       82.5       87.5       60.0       70.0   6.07E-05   8.18E-061434700800033 
       82.5       87.5       70.0       80.0   2.79E-05   4.30E-061434700800034 
       82.5       87.5       80.0       90.0   9.18E-06   3.33E-061434700800035 
       82.5       87.5       90.0      100.0   5.45E-08   5.03E-071434700800036 
       87.5       92.5       40.0       50.0   1.21E-04   1.49E-051434700800037 
       87.5       92.5       50.0       60.0   1.08E-04   1.35E-051434700800038 
       87.5       92.5       60.0       70.0   8.19E-05   1.06E-051434700800039 
       87.5       92.5       70.0       80.0   4.81E-05   6.88E-061434700800040 
       87.5       92.5       80.0       90.0   1.63E-05   3.21E-061434700800041 
       87.5       92.5       90.0      100.0   6.96E-07   2.01E-061434700800042 
       92.5       97.5       40.0       50.0   1.51E-04   1.82E-051434700800043 
       92.5       97.5       50.0       60.0   1.29E-04   1.58E-051434700800044 
       92.5       97.5       60.0       70.0   1.12E-04   1.39E-051434700800045 
       92.5       97.5       70.0       80.0   6.36E-05   8.79E-061434700800046 
       92.5       97.5       80.0       90.0   2.64E-05   4.44E-061434700800047 
       92.5       97.5       90.0      100.0   4.80E-06   2.93E-061434700800048 
       97.5      102.5       40.0       50.0   1.35E-04   1.60E-051434700800049 
       97.5      102.5       50.0       60.0   1.24E-04   1.51E-051434700800050 
       97.5      102.5       60.0       70.0   1.04E-04   1.29E-051434700800051 
       97.5      102.5       70.0       80.0   7.22E-05   9.32E-061434700800052 
       97.5      102.5       80.0       90.0   4.07E-05   5.93E-061434700800053 
       97.5      102.5       90.0      100.0   1.89E-05   3.25E-061434700800054 
      102.5      107.5       40.0       50.0   1.14E-04   1.39E-051434700800055 
      102.5      107.5       50.0       60.0   1.29E-04   1.56E-051434700800056 
      102.5      107.5       60.0       70.0   1.10E-04   1.37E-051434700800057 
      102.5      107.5       70.0       80.0   8.46E-05   1.08E-051434700800058 
      102.5      107.5       80.0       90.0   4.98E-05   7.24E-061434700800059 
      102.5      107.5       90.0      100.0   2.07E-05   3.69E-061434700800060 
      102.5      107.5      100.0      110.0   2.25E-06   2.41E-061434700800061 
      107.5      112.5       40.0       50.0   1.25E-04   1.49E-051434700800062 
      107.5      112.5       50.0       60.0   1.25E-04   1.52E-051434700800063 
      107.5      112.5       60.0       70.0   1.27E-04   1.54E-051434700800064 
      107.5      112.5       70.0       80.0   1.10E-04   1.36E-051434700800065 
      107.5      112.5       80.0       90.0   6.93E-05   8.97E-061434700800066 
      107.5      112.5       90.0      100.0   3.47E-05   5.44E-061434700800067 
      107.5      112.5      100.0      110.0   1.21E-05   2.62E-061434700800068 
      107.5      112.5      120.0      130.0   2.73E-07   2.86E-071434700800069 
      112.5      117.5       40.0       50.0   1.36E-04   1.62E-051434700800070 
      112.5      117.5       50.0       60.0   1.45E-04   1.73E-051434700800071 
      112.5      117.5       60.0       70.0   1.60E-04   1.90E-051434700800072 
      112.5      117.5       70.0       80.0   1.45E-04   1.73E-051434700800073 
      112.5      117.5       80.0       90.0   1.08E-04   1.34E-051434700800074 
      112.5      117.5       90.0      100.0   6.94E-05   9.32E-061434700800075 
      112.5      117.5      100.0      110.0   2.37E-05   3.96E-061434700800076 
      112.5      117.5      110.0      120.0   9.62E-06   2.78E-061434700800077 
      117.5      122.5       40.0       50.0   9.51E-05   1.16E-051434700800078 
      117.5      122.5       50.0       60.0   1.22E-04   1.45E-051434700800079 
      117.5      122.5       60.0       70.0   1.23E-04   1.48E-051434700800080 
      117.5      122.5       70.0       80.0   1.23E-04   1.47E-051434700800081 
      117.5      122.5       80.0       90.0   1.06E-04   1.30E-051434700800082 
      117.5      122.5       90.0      100.0   7.29E-05   9.41E-061434700800083 
      117.5      122.5      100.0      110.0   3.23E-05   5.01E-061434700800084 
      117.5      122.5      110.0      120.0   1.00E-05   2.52E-061434700800085 
      122.5      127.5       40.0       50.0   1.02E-04   1.23E-051434700800086 
      122.5      127.5       50.0       60.0   1.18E-04   1.41E-051434700800087 
      122.5      127.5       60.0       70.0   1.32E-04   1.57E-051434700800088 
      122.5      127.5       70.0       80.0   1.26E-04   1.52E-051434700800089 
      122.5      127.5       80.0       90.0   1.13E-04   1.37E-051434700800090 
      122.5      127.5       90.0      100.0   9.22E-05   1.15E-051434700800091 
      122.5      127.5      100.0      110.0   5.22E-05   7.05E-061434700800092 
      122.5      127.5      110.0      120.0   1.61E-05   3.48E-061434700800093 
      122.5      127.5      120.0      130.0   2.97E-06   2.01E-061434700800094 
      127.5      132.5       40.0       50.0   9.43E-05   1.14E-051434700800095 
      127.5      132.5       50.0       60.0   1.06E-04   1.26E-051434700800096 
      127.5      132.5       60.0       70.0   1.15E-04   1.37E-051434700800097 
      127.5      132.5       70.0       80.0   1.16E-04   1.39E-051434700800098 
      127.5      132.5       80.0       90.0   1.21E-04   1.47E-051434700800099 
      127.5      132.5       90.0      100.0   9.81E-05   1.20E-051434700800100 
      127.5      132.5      100.0      110.0   7.12E-05   9.16E-061434700800101 
      127.5      132.5      110.0      120.0   3.81E-05   5.59E-061434700800102 
      127.5      132.5      120.0      130.0   9.88E-06   2.34E-061434700800103 
ENDDATA             88          0                                 1434700800104 
ENDSUBENT          103          0                                 1434700899999 
SUBENT        14347009   20121106                             13871434700900001 
BIB                  3          6                                 1434700900002 
REACTION   (26-FE-0(N,X)1-H-1,,PY/DA/DE,,AV)                      1434700900003 
STATUS     (TABLE) Data presented in fig. 17, 18 sent by          1434700900004 
           author (T.K.). Not all tabulated incident neutron      1434700900005 
           energies are shown in fig.17, 18.                      1434700900006 
SAMPLE     Iron sample with density of 7.87 g/cm3 and             1434700900007 
           thickness of 1.0 cm.                                   1434700900008 
ENDBIB               6          0                                 1434700900009 
COMMON               1          3                                 1434700900010 
ANG                                                               1434700900011 
ADEG                                                              1434700900012 
30.0                                                              1434700900013 
ENDCOMMON            3          0                                 1434700900014 
DATA                 6        183                                 1434700900015 
EN-MIN     EN-MAX     E-MIN      E-MAX      DATA       ERR-T      1434700900016 
MEV        MEV        MEV        MEV        P/IN/MEVSR P/IN/MEVSR 1434700900017 
       72.5       77.5       40.0       50.0   2.59E-05   3.73E-061434700900018 
       72.5       77.5       50.0       60.0   1.91E-05   3.16E-061434700900019 
       72.5       77.5       60.0       70.0   4.16E-06   1.39E-061434700900020 
       72.5       77.5       70.0       80.0   5.95E-06   1.93E-061434700900021 
       72.5       77.5       80.0       90.0   2.02E-07   2.05E-071434700900022 
       77.5       82.5       40.0       50.0   2.82E-05   4.01E-061434700900023 
       77.5       82.5       50.0       60.0   2.50E-05   3.70E-061434700900024 
       77.5       82.5       60.0       70.0   1.09E-05   2.34E-061434700900025 
       77.5       82.5       70.0       80.0   4.89E-06   1.53E-061434700900026 
       82.5       87.5       40.0       50.0   4.06E-05   5.34E-061434700900027 
       82.5       87.5       50.0       60.0   3.33E-05   4.56E-061434700900028 
       82.5       87.5       60.0       70.0   2.19E-05   3.40E-061434700900029 
       82.5       87.5       70.0       80.0   1.25E-05   2.23E-061434700900030 
       82.5       87.5       80.0       90.0   5.55E-06   1.75E-061434700900031 
       87.5       92.5       40.0       50.0   4.24E-05   5.49E-061434700900032 
       87.5       92.5       50.0       60.0   3.88E-05   5.24E-061434700900033 
       87.5       92.5       60.0       70.0   2.76E-05   3.95E-061434700900034 
       87.5       92.5       70.0       80.0   1.26E-05   2.55E-061434700900035 
       87.5       92.5       80.0       90.0   8.05E-06   1.85E-061434700900036 
       92.5       97.5       40.0       50.0   5.50E-05   6.93E-061434700900037 
       92.5       97.5       50.0       60.0   5.14E-05   6.53E-061434700900038 
       92.5       97.5       60.0       70.0   3.12E-05   4.46E-061434700900039 
       92.5       97.5       70.0       80.0   3.33E-05   4.58E-061434700900040 
       92.5       97.5       80.0       90.0   1.29E-05   2.50E-061434700900041 
       92.5       97.5       90.0      100.0   7.25E-06   2.06E-061434700900042 
       92.5       97.5      100.0      110.0   5.80E-08   5.76E-071434700900043 
       97.5      102.5       40.0       50.0   5.19E-05   6.46E-061434700900044 
       97.5      102.5       50.0       60.0   3.98E-05   5.16E-061434700900045 
       97.5      102.5       60.0       70.0   4.28E-05   5.52E-061434700900046 
       97.5      102.5       70.0       80.0   2.79E-05   3.91E-061434700900047 
       97.5      102.5       80.0       90.0   1.75E-05   2.92E-061434700900048 
       97.5      102.5       90.0      100.0   7.60E-06   1.73E-061434700900049 
       97.5      102.5      100.0      110.0   3.27E-06   1.24E-061434700900050 
      102.5      107.5       40.0       50.0   4.94E-05   6.13E-061434700900051 
      102.5      107.5       50.0       60.0   4.39E-05   5.64E-061434700900052 
      102.5      107.5       60.0       70.0   3.97E-05   5.23E-061434700900053 
      102.5      107.5       70.0       80.0   3.21E-05   4.36E-061434700900054 
      102.5      107.5       80.0       90.0   2.55E-05   3.62E-061434700900055 
      102.5      107.5       90.0      100.0   7.27E-06   1.80E-061434700900056 
      102.5      107.5      100.0      110.0   2.96E-06   1.46E-061434700900057 
      107.5      112.5       40.0       50.0   4.75E-05   5.94E-061434700900058 
      107.5      112.5       50.0       60.0   4.73E-05   5.94E-061434700900059 
      107.5      112.5       60.0       70.0   5.11E-05   6.35E-061434700900060 
      107.5      112.5       70.0       80.0   4.36E-05   5.63E-061434700900061 
      107.5      112.5       80.0       90.0   3.34E-05   4.53E-061434700900062 
      107.5      112.5       90.0      100.0   1.34E-05   2.48E-061434700900063 
      107.5      112.5      100.0      110.0   6.25E-06   1.65E-061434700900064 
      107.5      112.5      110.0      120.0   3.23E-06   1.38E-061434700900065 
      107.5      112.5      120.0      130.0   4.67E-08   2.55E-071434700900066 
      112.5      117.5       40.0       50.0   6.65E-05   8.06E-061434700900067 
      112.5      117.5       50.0       60.0   6.74E-05   8.19E-061434700900068 
      112.5      117.5       60.0       70.0   6.23E-05   7.62E-061434700900069 
      112.5      117.5       70.0       80.0   5.08E-05   6.39E-061434700900070 
      112.5      117.5       80.0       90.0   3.58E-05   4.79E-061434700900071 
      112.5      117.5       90.0      100.0   2.66E-05   3.76E-061434700900072 
      112.5      117.5      100.0      110.0   1.34E-05   2.35E-061434700900073 
      112.5      117.5      110.0      120.0   5.93E-06   1.59E-061434700900074 
      117.5      122.5       40.0       50.0   5.05E-05   6.14E-061434700900075 
      117.5      122.5       50.0       60.0   4.80E-05   5.94E-061434700900076 
      117.5      122.5       60.0       70.0   4.67E-05   5.85E-061434700900077 
      117.5      122.5       70.0       80.0   4.72E-05   5.94E-061434700900078 
      117.5      122.5       80.0       90.0   3.71E-05   4.81E-061434700900079 
      117.5      122.5       90.0      100.0   2.34E-05   3.47E-061434700900080 
      117.5      122.5      100.0      110.0   1.50E-05   2.54E-061434700900081 
      117.5      122.5      110.0      120.0   4.47E-06   1.35E-061434700900082 
      117.5      122.5      120.0      130.0   7.89E-07   1.24E-061434700900083 
      122.5      127.5       40.0       50.0   5.31E-05   6.44E-061434700900084 
      122.5      127.5       50.0       60.0   5.59E-05   6.80E-061434700900085 
      122.5      127.5       60.0       70.0   5.52E-05   6.77E-061434700900086 
      122.5      127.5       70.0       80.0   4.98E-05   6.17E-061434700900087 
      122.5      127.5       80.0       90.0   4.05E-05   5.18E-061434700900088 
      122.5      127.5       90.0      100.0   3.17E-05   4.19E-061434700900089 
      122.5      127.5      100.0      110.0   1.86E-05   2.93E-061434700900090 
      122.5      127.5      110.0      120.0   9.45E-06   1.97E-061434700900091 
      122.5      127.5      120.0      130.0   7.07E-06   1.68E-061434700900092 
      127.5      132.5       40.0       50.0   5.75E-05   6.96E-061434700900093 
      127.5      132.5       50.0       60.0   5.89E-05   7.07E-061434700900094 
      127.5      132.5       60.0       70.0   5.31E-05   6.49E-061434700900095 
      127.5      132.5       70.0       80.0   5.96E-05   7.24E-061434700900096 
      127.5      132.5       80.0       90.0   4.48E-05   5.67E-061434700900097 
      127.5      132.5       90.0      100.0   4.36E-05   5.54E-061434700900098 
      127.5      132.5      100.0      110.0   3.12E-05   4.16E-061434700900099 
      127.5      132.5      110.0      120.0   1.53E-05   2.51E-061434700900100 
      127.5      132.5      120.0      130.0   9.73E-06   1.92E-061434700900101 
      145.0      155.0       40.0       50.0   3.83E-05   4.55E-061434700900102 
      145.0      155.0       50.0       60.0   4.84E-05   5.70E-061434700900103 
      145.0      155.0       60.0       70.0   5.14E-05   6.06E-061434700900104 
      145.0      155.0       70.0       80.0   5.42E-05   6.37E-061434700900105 
      145.0      155.0       80.0       90.0   4.84E-05   5.76E-061434700900106 
      145.0      155.0       90.0      100.0   5.19E-05   6.17E-061434700900107 
      145.0      155.0      100.0      110.0   4.29E-05   5.18E-061434700900108 
      145.0      155.0      110.0      120.0   3.00E-05   3.76E-061434700900109 
      145.0      155.0      120.0      130.0   2.58E-05   3.30E-061434700900110 
      190.0      210.0       40.0       50.0   3.16E-05   3.68E-061434700900111 
      190.0      210.0       50.0       60.0   3.25E-05   3.81E-061434700900112 
      190.0      210.0       60.0       70.0   3.23E-05   3.78E-061434700900113 
      190.0      210.0       70.0       80.0   3.68E-05   4.31E-061434700900114 
