ENTRY            D0182   20040929                             0000D018200000001 
SUBENT        D0182001   20040929                             0000D018200100001 
BIB                 10         20                                 D018200100002 
TITLE      Interplay of mean field and nucleon-nucleon            D018200100003 
           interactions in the production of Carbon fragments     D018200100004 
           in 16O induced reactions at incident energies          D018200100005 
           up to 25 MeV/amu                                       D018200100006 
AUTHOR     (E.Gadioli,G.F.Steyn,C.Birattari,C.Catarisano,         D018200100007 
           M.Cavinato,S.H.Connell,A.A.Cowley,E.Fabrici,           D018200100008 
           S.V.Fortsch,E.Gadioli Erba,J.J.Lawrie,                 D018200100009 
           J.P.F.Sellschop,E.Sideras Haddad)                      D018200100010 
INSTITUTE  (3SAFITH,2ITYMIL,3SAFWIT,3SAFSTL)                      D018200100011 
REFERENCE  (J,NP/A,708,391,2002)                                  D018200100012 
FACILITY   (CYCLO,3SAFITH)                                        D018200100013 
METHOD     (EDE)                                                  D018200100014 
DETECTOR   (TELES,SIBAR,SIBAR) Two identical detector telescopes  D018200100015 
           mounted in a 1.5 m diameter scattering chamber. Each   D018200100016 
           telescope consisted of a 25 mu-m thick Si surface      D018200100017 
           barrier dE detector, followed by a 2 mm thick Si       D018200100018 
           surface barrier stopping (E) detector.                 D018200100019 
ERR-ANALYS (ERR-SYS) systematic error of the cross sections       D018200100020 
STATUS     (TABLE)Tables received from Dr. E.Gadioli              D018200100021 
HISTORY    (20040929C) SD                                         D018200100022 
ENDBIB              20          0                                 D018200100023 
COMMON               1          3                                 D018200100024 
ERR-SYS                                                           D018200100025 
PER-CENT                                                          D018200100026 
  10.                                                             D018200100027 
ENDCOMMON            3          0                                 D018200100028 
ENDSUBENT           27          0                                 D018200199999 
SUBENT        D0182002   20040929                             0000D018200200001 
BIB                  2          3                                 D018200200002 
REACTION   (27-CO-59(8-O-16,X)6-C-12,,SIG)                        D018200200003 
           The cross section production of 12C in 16O break-up    D018200200004 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200200005 
ENDBIB               3          0                                 D018200200006 
NOCOMMON             0          0                                 D018200200007 
DATA                 2          3                                 D018200200008 
EN         DATA                                                   D018200200009 
MEV        MB                                                     D018200200010 
   100.      147.                                                 D018200200011 
   250.      181.                                                 D018200200012 
   400.      288.                                                 D018200200013 
ENDDATA              5          0                                 D018200200014 
ENDSUBENT           13          0                                 D018200299999 
SUBENT        D0182003   20040929                             0000D018200300001 
BIB                  2          3                                 D018200300002 
REACTION   (41-NB-93(8-O-16,X)6-C-12,,SIG)                        D018200300003 
           The cross section production of 12C in 16O break-up    D018200300004 
SAMPLE     93Nb target with thicknesses of 2.7 mg/cm2.            D018200300005 
ENDBIB               3          0                                 D018200300006 
NOCOMMON             0          0                                 D018200300007 
DATA                 2          2                                 D018200300008 
EN         DATA                                                   D018200300009 
MEV        MB                                                     D018200300010 
   250.     150.                                                  D018200300011 
   400.     339.                                                  D018200300012 
ENDDATA              4          0                                 D018200300013 
ENDSUBENT           12          0                                 D018200399999 
SUBENT        D0182004   20040929                             0000D018200400001 
BIB                  3          3                                 D018200400002 
REACTION   (27-CO-59(8-O-16,X)5-B-11,,DA/DE)                      D018200400003 
SAMPLE     59Co target with thicknesses of 1.0 mg/cm2.            D018200400004 
ERR-ANALYS (ERR-T) Total error                                    D018200400005 
ENDBIB               3          0                                 D018200400006 
NOCOMMON             0          0                                 D018200400007 
DATA                 5       3626                                 D018200400008 
EN         ANG-CM     E-EXC      DATA-CM    ERR-T                 D018200400009 
MEV        ADEG       MEV        MUB/SR/MEV MUB/SR/MEV            D018200400010 
  400.0        8.0       111.00  .118780E+04.835735E+02           D018200701267 
  400.0        8.0       113.00  .117016E+04.829506E+02           D018200701268 
  400.0        8.0       115.00  .134069E+04.887893E+02           D018200701269 
  400.0        8.0       117.00  .117016E+04.829506E+02           D018200701270 
  400.0        8.0       119.00  .128777E+04.870192E+02           D018200701271 
  400.0        8.0       121.00  .130541E+04.876132E+02           D018200701272 
  400.0        8.0       123.00  .134657E+04.889838E+02           D018200701273 
  400.0        8.0       125.00  .145241E+04.924148E+02           D018200701274 
  400.0        8.0       127.00  .139361E+04.905247E+02           D018200701275 
  400.0        8.0       129.00  .127013E+04.864211E+02           D018200701276 
  400.0        8.0       131.00  .147593E+04.931601E+02           D018200701277 
  400.0        8.0       133.00  .144653E+04.922275E+02           D018200701278 
  400.0        8.0       135.00  .164646E+04.983948E+02           D018200701279 
  400.0        8.0       137.00  .153474E+04.949977E+02           D018200701280 
  400.0        8.0       139.00  .159354E+04.968005E+02           D018200701281 
  400.0        8.0       141.00  .175818E+04.101678E+03           D018200701282 
  400.0        8.0       143.00  .182287E+04.103532E+03           D018200701283 
  400.0        8.0       145.00  .189343E+04.105517E+03           D018200701284 
  400.0        8.0       147.00  .190519E+04.105844E+03           D018200701285 
  400.0        8.0       149.00  .196399E+04.107465E+03           D018200701286 
  400.0        8.0       151.00  .214040E+04.112187E+03           D018200701287 
  400.0        8.0       153.00  .212276E+04.111724E+03           D018200701288 
  400.0        8.0       155.00  .202867E+04.109220E+03           D018200701289 
  400.0        8.0       157.00  .222272E+04.114324E+03           D018200701290 
  400.0        8.0       159.00  .231092E+04.116571E+03           D018200701291 
  400.0        8.0       161.00  .229328E+04.116125E+03           D018200701292 
  400.0        8.0       163.00  .262845E+04.124322E+03           D018200701293 
  400.0        8.0       165.00  .253437E+04.122076E+03           D018200701294 
  400.0        8.0       167.00  .286954E+04.129898E+03           D018200701295 
  400.0        8.0       169.00  .268726E+04.125705E+03           D018200701296 
  400.0        8.0       171.00  .315767E+04.136264E+03           D018200701297 
  400.0        8.0       173.00  .294011E+04.131486E+03           D018200701298 
  400.0        8.0       175.00  .316355E+04.136390E+03           D018200701299 
  400.0        8.0       177.00  .308123E+04.134604E+03           D018200701300 
  400.0        8.0       179.00  .318119E+04.136770E+03           D018200701301 
  400.0        8.0       181.00  .348109E+04.143072E+03           D018200701302 
  400.0        8.0       183.00  .349873E+04.143434E+03           D018200701303 
  400.0        8.0       185.00  .362809E+04.146061E+03           D018200701304 
  400.0        8.0       187.00  .348109E+04.143072E+03           D018200701305 
  400.0        8.0       189.00  .373393E+04.148177E+03           D018200701306 
  400.0        8.0       191.00  .386918E+04.150836E+03           D018200701307 
  400.0        8.0       193.00  .391034E+04.151637E+03           D018200701308 
  400.0        8.0       195.00  .382214E+04.149917E+03           D018200701309 
  400.0        8.0       197.00  .404559E+04.154237E+03           D018200701310 
  400.0        8.0       199.00  .401618E+04.153675E+03           D018200701311 
  400.0        8.0       201.00  .391622E+04.151750E+03           D018200701312 
  400.0        8.0       203.00  .429255E+04.158875E+03           D018200701313 
  400.0        8.0       205.00  .438076E+04.160499E+03           D018200701314 
  400.0        8.0       207.00  .453364E+04.163275E+03           D018200701315 
  400.0        8.0       209.00  .471005E+04.166421E+03           D018200701316 
  400.0        8.0       211.00  .416319E+04.156462E+03           D018200701317 
  400.0        8.0       213.00  .478649E+04.167766E+03           D018200701318 
  400.0        8.0       215.00  .458069E+04.164120E+03           D018200701319 
  400.0        8.0       217.00  .463361E+04.165065E+03           D018200701320 
  400.0        8.0       219.00  .492174E+04.170120E+03           D018200701321 
  400.0        8.0       221.00  .453952E+04.163381E+03           D018200701322 
  400.0        8.0       223.00  .492762E+04.170222E+03           D018200701323 
  400.0        8.0       225.00  .484529E+04.168794E+03           D018200701324 
  400.0        8.0       227.00  .448660E+04.162426E+03           D018200701325 
  400.0        8.0       229.00  .482177E+04.168384E+03           D018200701326 
  400.0        8.0       231.00  .471593E+04.166525E+03           D018200701327 
  400.0        8.0       233.00  .471593E+04.166525E+03           D018200701328 
  400.0        8.0       235.00  .445132E+04.161786E+03           D018200701329 
  400.0        8.0       237.00  .441604E+04.161144E+03           D018200701330 
  400.0        8.0       239.00  .451600E+04.162957E+03           D018200701331 
  400.0        8.0       241.00  .419847E+04.157124E+03           D018200701332 
  400.0        8.0       243.00  .438664E+04.160606E+03           D018200701333 
  400.0        8.0       245.00  .441604E+04.161144E+03           D018200701334 
  400.0        8.0       247.00  .427491E+04.158548E+03           D018200701335 
  400.0        8.0       249.00  .389270E+04.151294E+03           D018200701336 
  400.0        8.0       251.00  .391622E+04.151750E+03           D018200701337 
  400.0        8.0       253.00  .386330E+04.150722E+03           D018200701338 
  400.0        8.0       255.00  .366337E+04.146770E+03           D018200701339 
  400.0        8.0       257.00  .372217E+04.147943E+03           D018200701340 
  400.0        8.0       259.00  .324000E+04.138029E+03           D018200701341 
  400.0        8.0       261.00  .362221E+04.145943E+03           D018200701342 
  400.0        8.0       263.00  .304007E+04.133702E+03           D018200701343 
  400.0        8.0       265.00  .299891E+04.132794E+03           D018200701344 
  400.0        8.0       267.00  .263433E+04.124461E+03           D018200701345 
  400.0        8.0       269.00  .234032E+04.117310E+03           D018200701346 
  400.0        8.0       271.00  .245793E+04.120221E+03           D018200701347 
  400.0        8.0       273.00  .236973E+04.118044E+03           D018200701348 
  400.0        8.0       275.00  .229328E+04.116125E+03           D018200701349 
  400.0        8.0       277.00  .211100E+04.111414E+03           D018200701350 
  400.0        8.0       279.00  .169350E+04.997905E+02           D018200701351 
  400.0        8.0       281.00  .171114E+04.100309E+03           D018200701352 
  400.0        8.0       283.00  .150533E+04.940834E+02           D018200701353 
  400.0        8.0       285.00  .123484E+04.852124E+02           D018200701354 
  400.0        8.0       287.00  .120544E+04.841918E+02           D018200701355 
  400.0        8.0       289.00  .110548E+04.806254E+02           D018200701356 
  400.0        8.0       291.00  .100552E+04.768937E+02           D018200701357 
  400.0        8.0       293.00  .976115E+03.757612E+02           D018200701358 
  400.0        8.0       295.00  .758547E+03.667864E+02           D018200701359 
  400.0        8.0       297.00  .676224E+03.630582E+02           D018200701360 
  400.0        8.0       299.00  .511578E+03.548470E+02           D018200701361 
  400.0        8.0       301.00  .511578E+03.548470E+02           D018200701362 
  400.0        8.0       303.00  .441016E+03.509241E+02           D018200701363 
  400.0        8.0       305.00  .346932E+03.451668E+02           D018200701364 
  400.0        8.0       307.00  .358693E+03.459259E+02           D018200701365 
  400.0        8.0       309.00  .211688E+03.352813E+02           D018200701366 
  400.0        8.0       311.00  .270490E+03.398815E+02           D018200701367 
  400.0        8.0       313.00  .241089E+03.376517E+02           D018200701368 
  400.0        8.0       315.00  .211688E+03.352813E+02           D018200701369 
  400.0        8.0       317.00  .141125E+03.288070E+02           D018200701370 
  400.0        8.0       319.00  .999636E+02.242447E+02           D018200701371 
  400.0        8.0       321.00  .105844E+03.249476E+02           D018200701372 
  400.0        8.0       323.00  .999636E+02.242447E+02           D018200701373 
  400.0        8.0       325.00  .470417E+02.166318E+02           D018200701374 
  400.0        8.0       327.00  .588021E+02.185949E+02           D018200701375 
  400.0        8.0       329.00  .176406E+02.101848E+02           D018200701376 
  400.0        8.0       331.00  .235208E+02.117604E+02           D018200701377 
  400.0        8.0       333.00  .235208E+02.117604E+02           D018200701378 
  400.0        8.0       335.00  .294011E+02.131486E+02           D018200701379 
  400.0        8.0       337.00  .588021E+01.588021E+01           D018200701380 
  400.0        8.0       339.00  .117604E+02.831588E+01           D018200701381 
  400.0        8.0       341.00  .588021E+01.588021E+01           D018200701382 
  400.0        8.0       343.00  .117604E+02.831588E+01           D018200701383 
  400.0        8.0       347.00  .588021E+01.588021E+01           D018200701384 
  400.0       10.0        17.00  .389812E+02.974530E+01           D018200701385 
  400.0       10.0        19.00  .487265E+02.108956E+02           D018200701386 
  400.0       10.0        21.00  .112071E+03.165240E+02           D018200701387 
  400.0       10.0        23.00  .609081E+02.121816E+02           D018200701388 
  400.0       10.0        25.00  .487265E+02.108956E+02           D018200701389 
  400.0       10.0        27.00  .828351E+02.142061E+02           D018200701390 
  400.0       10.0        29.00  .116944E+03.168794E+02           D018200701391 
  400.0       10.0        31.00  .143743E+03.187138E+02           D018200701392 
  400.0       10.0        33.00  .141307E+03.185545E+02           D018200701393 
  400.0       10.0        35.00  .177852E+03.208160E+02           D018200701394 
  400.0       10.0        37.00  .194906E+03.217912E+02           D018200701395 
  400.0       10.0        39.00  .260687E+03.252016E+02           D018200701396 
  400.0       10.0        41.00  .294795E+03.267996E+02           D018200701397 
  400.0       10.0        43.00  .299668E+03.270202E+02           D018200701398 
  400.0       10.0        45.00  .394685E+03.310094E+02           D018200701399 
  400.0       10.0        47.00  .414175E+03.317658E+02           D018200701400 
  400.0       10.0        49.00  .462902E+03.335824E+02           D018200701401 
  400.0       10.0        51.00  .506756E+03.351372E+02           D018200701402 
  400.0       10.0        53.00  .611518E+03.385987E+02           D018200701403 
  400.0       10.0        55.00  .599336E+03.382123E+02           D018200701404 
  400.0       10.0        57.00  .616390E+03.387521E+02           D018200701405 
  400.0       10.0        59.00  .628572E+03.391332E+02           D018200701406 
  400.0       10.0        61.00  .672426E+03.404753E+02           D018200701407 
  400.0       10.0        63.00  .677299E+03.406217E+02           D018200701408 
  400.0       10.0        65.00  .750388E+03.427573E+02           D018200701409 
  400.0       10.0        67.00  .757697E+03.429651E+02           D018200701410 
  400.0       10.0        69.00  .694353E+03.411299E+02           D018200701411 
  400.0       10.0        71.00  .677299E+03.406217E+02           D018200701412 
  400.0       10.0        73.00  .713843E+03.417032E+02           D018200701413 
  400.0       10.0        75.00  .735770E+03.423388E+02           D018200701414 
  400.0       10.0        77.00  .721152E+03.419161E+02           D018200701415 
  400.0       10.0        79.00  .760134E+03.430341E+02           D018200701416 
  400.0       10.0        81.00  .821042E+03.447250E+02           D018200701417 
  400.0       10.0        83.00  .796679E+03.440564E+02           D018200701418 
  400.0       10.0        85.00  .774752E+03.434459E+02           D018200701419 
  400.0       10.0        87.00  .847841E+03.454491E+02           D018200701420 
  400.0       10.0        89.00  .760134E+03.430341E+02           D018200701421 
  400.0       10.0        91.00  .823478E+03.447913E+02           D018200701422 
  400.0       10.0        93.00  .860023E+03.457744E+02           D018200701423 
  400.0       10.0        95.00  .930677E+03.476176E+02           D018200701424 
  400.0       10.0        97.00  .869768E+03.460330E+02           D018200701425 
  400.0       10.0        99.00  .967221E+03.485435E+02           D018200701426 
  400.0       10.0       101.00  .864896E+03.459039E+02           D018200701427 
  400.0       10.0       103.00  .984276E+03.489695E+02           D018200701428 
  400.0       10.0       105.00  .906313E+03.469902E+02           D018200701429 
  400.0       10.0       107.00  .989148E+03.490906E+02           D018200701430 
  400.0       10.0       109.00  .908750E+03.470533E+02           D018200701431 
  400.0       10.0       111.00  .976967E+03.487874E+02           D018200701432 
  400.0       10.0       113.00  .108173E+04.513366E+02           D018200701433 
  400.0       10.0       115.00  .104031E+04.503442E+02           D018200701434 
  400.0       10.0       117.00  .117187E+04.534328E+02           D018200701435 
  400.0       10.0       119.00  .106711E+04.509885E+02           D018200701436 
  400.0       10.0       121.00  .110366E+04.518543E+02           D018200701437 
  400.0       10.0       123.00  .119380E+04.539304E+02           D018200701438 
  400.0       10.0       125.00  .110609E+04.519115E+02           D018200701439 
  400.0       10.0       127.00  .126202E+04.554498E+02           D018200701440 
  400.0       10.0       129.00  .134485E+04.572407E+02           D018200701441 
  400.0       10.0       131.00  .122791E+04.546954E+02           D018200701442 
  400.0       10.0       133.00  .134485E+04.572407E+02           D018200701443 
  400.0       10.0       135.00  .136191E+04.576025E+02           D018200701444 
  400.0       10.0       137.00  .142038E+04.588260E+02           D018200701445 
  400.0       10.0       139.00  .151783E+04.608106E+02           D018200701446 
  400.0       10.0       141.00  .149590E+04.603698E+02           D018200701447 
  400.0       10.0       143.00  .152270E+04.609081E+02           D018200701448 
  400.0       10.0       145.00  .158605E+04.621621E+02           D018200701449 
  400.0       10.0       147.00  .173466E+04.650093E+02           D018200701450 
  400.0       10.0       149.00  .170543E+04.644591E+02           D018200701451 
  400.0       10.0       151.00  .159092E+04.622575E+02           D018200701452 
