ENTRY            D0275   20120502                             D083D027500000001 
SUBENT        D0275001   20120502                             D083D027500100001 
BIB                  9         18                                 D027500100002 
TITLE      Nuclear structure of 159Gd                             D027500100003 
AUTHOR     (C.Granja, S.Pospisil, A.Aprahamian, H.Borner,         D027500100004 
            H.Lehmann, T.von Egidy, H.-F.Wirth, G.Graw,           D027500100005 
            R.Hertenberger, Y.Eisermann, D.Nosek,                 D027500100006 
            L.Rubacek, S.A.Telezhnikov)                           D027500100007 
INSTITUTE  (2GERMUN,1USANOT,2FR ILL,2GERGAR,3CZRCHU,3CZRCTI)      D027500100008 
REFERENCE  (J,PR/C,70,034316,2004)                                D027500100009 
           (T,GRANJA,2001) Tables from thesis (partly)            D027500100010 
REL-REF    (O,22768002,C.Granja+,J,PR/C,70,034316,2004)           D027500100011 
            158Gd(n,g)159Gd spectra from the same work given      D027500100012 
METHOD     Faraday cup                                            D027500100013 
ERR-ANALYS (E-LVL-ERR) A systematic error                         D027500100014 
           (ERR-S) Statistical uncertainties                      D027500100015 
STATUS     (TABLE) Tables were received from Dr. C.Granja         D027500100016 
           (APRVD) Entry approved by Dr. C.Granja                 D027500100017 
HISTORY    (20060614C) SD                                         D027500100018 
           (20080124U) SD. Entry number for ADD-RES was added.    D027500100019 
           (20120502U) On. REL-REF added and ADD-RES removed      D027500100020 
ENDBIB              18          0                                 D027500100021 
NOCOMMON             0          0                                 D027500100022 
ENDSUBENT           21          0                                 D027500199999 
SUBENT        D0275002   20120502                             D083D027500200001 
BIB                  5         15                                 D027500200002 
REACTION   (64-GD-158(D,P)64-GD-159,PAR,DA)                       D027500200003 
FACILITY   (VDGT,2GERMUN)                                         D027500200004 
SAMPLE     (64-GD-158,ENR=0.970)                                  D027500200005 
           The target consisted of a 130 ug/cm2 thick layer of    D027500200006 
            Gd2O3 (enriched in 158Gd to 97.0%) evaporated on a    D027500200007 
            5.6 ug/cm2 thick carbon foil.                         D027500200008 
DETECTOR   (TELES,PROPC,SCIN) The reaction products were analysed D027500200009 
            with the Q3D magnetic spectrograph and detected in    D027500200010 
            its 1.8 m long focal plane.                           D027500200011 
           A long position sensitive detector consisting of two   D027500200012 
            single wire proportional chambers, a multiwire        D027500200013 
            proportional chamber and a plastic scintillator with  D027500200014 
            dE/Erest particle identification for background       D027500200015 
            suppression.                                          D027500200016 
HISTORY    (20120502U) On. SAMPLE: Irrelevant information removed D027500200017 
ENDBIB              15          0                                 D027500200018 
COMMON               1          3                                 D027500200019 
EN                                                                D027500200020 
MEV                                                               D027500200021 
 18.0                                                             D027500200022 
ENDCOMMON            3          0                                 D027500200023 
DATA                 5        819                                 D027500200024 
E-LVL      E-LVL-ERR  ANG        DATA       ERR-S                 D027500200025 
   2039.3    8.0         84.3      4.2         2.                 D027500400438 
   2039.3   40.0         24.5      0.7         2.                 D027500400439 
   2039.3   45.0         24.0      1.0         2.                 D027500400440 
   2039.3   50.0         17.4      3.0         2.                 D027500400441 
   2044.5   45.0          6.1      0.8         3.                 D027500400442 
   2044.5   50.0          4.8      6.7         3.                 D027500400443 
   2051.9    8.0         77.3      4.1         0.                 D027500400444 
   2051.9   40.0         11.7      0.4         0.                 D027500400445 
   2051.9   45.0          5.2      0.7         0.                 D027500400446 
   2051.9   50.0          5.9      9.1         0.                 D027500400447 
   2073.7    8.0        127.5      5.0         1.                 D027500400448 
   2073.7   40.0         13.3      0.9         1.                 D027500400449 
   2073.7   45.0          9.0      0.9         1.                 D027500400450 
   2073.7   50.0          6.9      0.5         1.                 D027500400451 
   2081.5    8.0         57.0      3.7         1.                 D027500400452 
   2081.5   40.0          9.4      0.8         1.                 D027500400453 
   2081.5   45.0          7.4      0.8         1.                 D027500400454 
   2081.5   50.0          6.9      0.5         1.                 D027500400455 
   2092.7    8.0         96.0      3.9         2.                 D027500400456 
   2092.7   40.0         32.0      1.2         2.                 D027500400457 
   2092.7   45.0         28.6      1.4         2.                 D027500400458 
   2092.7   50.0         23.9      0.7         2.                 D027500400459 
   2104.5    8.0         28.4      2.2         2.                 D027500400460 
   2104.5   40.0         11.8      0.8         2.                 D027500400461 
   2104.5   45.0         11.9      0.9         2.                 D027500400462 
   2104.5   50.0         10.5      0.5         2.                 D027500400463 
   2114.9    8.0         31.2      2.3         2.                 D027500400464 
   2114.9   40.0         13.3      0.8         2.                 D027500400465 
   2114.9   45.0         10.6      0.9         2.                 D027500400466 
   2114.9   50.0          9.7      0.5         2.                 D027500400467 
   2125.5    8.0          7.0      1.3         1.                 D027500400468 
   2125.5   40.0          4.1      0.5         1.                 D027500400469 
   2125.5   45.0          3.0      0.6         1.                 D027500400470 
   2125.5   50.0          3.7      0.3         1.                 D027500400471 
   2136.0    8.0         18.9      1.9         2.                 D027500400472 
   2136.0   40.0          7.1      0.6         2.                 D027500400473 
   2136.0   45.0          9.2      0.8         2.                 D027500400474 
   2136.0   50.0          5.3      0.3         2.                 D027500400475 
   2149.9    8.0         24.3      2.2         2.                 D027500400476 
   2149.9   40.0         12.1      0.8         2.                 D027500400477 
   2149.9   45.0         10.6      0.9         2.                 D027500400478 
   2149.9   50.0         10.0      0.5         2.                 D027500400479 
   2162.0    8.0         10.4      1.7         2.                 D027500400480 
   2162.0   40.0         12.4      1.1         2.                 D027500400481 
   2162.0   45.0         10.4      1.4         2.                 D027500400482 
   2162.0   50.0          4.9      1.6         2.                 D027500400483 
   2169.0    8.0         13.0      1.9         2.                 D027500400484 
   2169.0   40.0          7.6      1.0         2.                 D027500400485 
   2169.0   45.0          8.9      1.3         2.                 D027500400486 
   2169.0   50.0          8.5      1.3         2.                 D027500400487 
   2176.0    8.0          4.8      1.6         2.                 D027500400488 
   2176.0   40.0          5.4      0.8         2.                 D027500400489 
   2176.0   45.0          5.1      1.0         2.                 D027500400490 
   2176.0   50.0          5.5      0.8         2.                 D027500400491 
   2186.0    8.0         16.7      3.5         2.                 D027500400492 
   2186.0   40.0          5.2      1.0         2.                 D027500400493 
   2186.0   45.0          8.2      1.1         2.                 D027500400494 
   2186.0   50.0          4.1      0.4         2.                 D027500400495 
   2194.3    8.0         18.9      3.6         2.                 D027500400496 
   2194.3   40.0         12.6      1.1         2.                 D027500400497 
   2194.3   45.0         10.8      1.2         2.                 D027500400498 
   2194.3   50.0          8.2      0.5         2.                 D027500400499 
   2203.0    8.0         27.6      3.8         2.                 D027500400500 
   2203.0   40.0         10.9      1.0         2.                 D027500400501 
   2203.0   45.0          6.9      1.1         2.                 D027500400502 
   2203.0   50.0          9.7      0.6         2.                 D027500400503 
   2212.8    8.0         35.7      2.8         2.                 D027500400504 
   2212.8   40.0         14.1      0.9         2.                 D027500400505 
   2212.8   45.0         10.0      1.2         2.                 D027500400506 
   2212.8   50.0          9.3      0.7         2.                 D027500400507 
   2221.6    8.0          6.8      1.5         2.                 D027500400508 
   2221.6   40.0          3.7      0.6         2.                 D027500400509 
   2221.6   45.0          3.2      0.8         2.                 D027500400510 
   2221.6   50.0          3.5      0.6         2.                 D027500400511 
   2233.0    8.0         27.9      3.6         1.                 D027500400512 
   2233.0   40.0          4.8      1.0         1.                 D027500400513 
   2233.0   45.0          3.6      0.9         1.                 D027500400514 
   2233.0   50.0          3.1      0.4         1.                 D027500400515 
   2242.2    8.0         82.4      4.8         2.                 D027500400516 
   2242.2   40.0         37.3      1.8         2.                 D027500400517 
   2242.2   45.0         31.8      1.7         2.                 D027500400518 
   2242.2   50.0         27.0      1.1         2.                 D027500400519 
   2252.8    8.0         43.3      3.4         2.                 D027500400520 
   2252.8   40.0         10.1      1.4         2.                 D027500400521 
   2252.8   45.0         13.0      1.4         2.                 D027500400522 
   2252.8   50.0         11.4      1.0         2.                 D027500400523 
   2260.0    8.0          7.3      2.4         0.                 D027500400524 
   2260.0   40.0         11.4      1.5         0.                 D027500400525 
   2260.0   45.0          7.5      1.2         0.                 D027500400526 
   2260.0   50.0          7.2      1.2         0.                 D027500400527 
   2272.0    8.0          3.2      1.0         0.                 D027500400528 
   2272.0   40.0          3.7      0.5         0.                 D027500400529 
   2272.0   45.0          3.1      0.6         0.                 D027500400530 
   2272.0   50.0          3.2      0.3         0.                 D027500400531 
   2284.5    8.0         11.0      1.6         0.                 D027500400532 
   2284.5   40.0          8.0      0.6         0.                 D027500400533 
   2284.5   45.0          6.1      0.7         0.                 D027500400534 
   2284.5   50.0          3.1      0.5         0.                 D027500400535 
   2297.0    8.0         13.3      3.0         0.                 D027500400536 
   2297.0   40.0          7.3      1.5         0.                 D027500400537 
   2297.0   45.0          6.7      1.1         0.                 D027500400538 
   2297.0   50.0          6.5      0.5         0.                 D027500400539 
   2306.0    8.0          6.2      2.4         0.                 D027500400540 
   2306.0   40.0          2.2      1.1         0.                 D027500400541 
   2306.0   45.0          2.9      1.0         0.                 D027500400542 
   2306.0   50.0          3.8      1.2         0.                 D027500400543 
   2316.0    8.0         37.7      5.5         2.                 D027500400544 
   2316.0   40.0          7.7      1.9         2.                 D027500400545 
   2316.0   45.0          9.1      1.6         2.                 D027500400546 
   2316.0   50.0          6.9      1.1         2.                 D027500400547 
   2325.0    8.0         10.0      5.5         2.                 D027500400548 
   2325.0   40.0          8.8      2.2         2.                 D027500400549 
   2325.0   45.0          3.5      1.4         2.                 D027500400550 
   2325.0   50.0          3.1      0.4         2.                 D027500400551 
ENDDATA            529          0                                 D027500400552 
ENDSUBENT          551          0                                 D027500499999 
ENDENTRY             4          0                                 D027599999999 
