ENTRY            D0977   20200414                             D127D097700000001 
SUBENT        D0977001   20200414                             D127D097700100001 
BIB                 10         25                                 D097700100002 
TITLE      Differential cross section measurements of the         D097700100003 
            9Be(3He,p)11B reaction for NRA applications           D097700100004 
AUTHOR     (G.Provatas, S.Fazinic, N.Soic, N.Vukman, D.Cosic,     D097700100005 
            M.Krmpotic, M.Vuksic, A.Crnjac, R.Popocovski,         D097700100006 
            L.Palada, P.Colovic, D.Dell'Aquila, I.Gasparic,       D097700100007 
            D.Jelavic Malenica, T.Mijatovic, M.Uroic)             D097700100008 
INSTITUTE  (3CRORBZ)                                              D097700100009 
REFERENCE  (J,NIM/B,472,36,2020)                                  D097700100010 
FACILITY   (VDGT,3CRORBZ) 1 MV Tandetron accelerator (TDT)        D097700100011 
SAMPLE     A thin 9Be layer (65(10%) ug/cm2 thick) evaporated on  D097700100012 
            top of a self supporting Au foil (73(10%) ug/cm2      D097700100013 
            thick).                                               D097700100014 
           The nominal thickness was checked by proton-EBS        D097700100015 
            measurement at Ep=2 MeV which also confirmed that     D097700100016 
            C and O impurities were not greater than 5 ug/cm2.    D097700100017 
METHOD     (BCINT)                                                D097700100018 
DETECTOR   (SISD) Two double-sided Si strip detectors (1.5 mm     D097700100019 
            thick 16x16 segments, 50x50 mm2 area) placed 12 cm    D097700100020 
            from the target.                                      D097700100021 
           The solid angle was determined by measurement of       D097700100022 
            elastic scattering by additional irradiation with     D097700100023 
            an accuracy of 3%.                                    D097700100024 
STATUS     (APRVD) Approved by Georgios Provatas (2020-04-14)     D097700100025 
HISTORY    (20190409R) On. Data received from Georgios Provatas.  D097700100026 
           (20190409C) On                                         D097700100027 
ENDBIB              25          0                                 D097700100028 
NOCOMMON             0          0                                 D097700100029 
ENDSUBENT           28          0                                 D097700199999 
SUBENT        D0977002   20200414                             D127D097700200001 
BIB                  3          8                                 D097700200002 
REACTION   (4-BE-9(HE3,P)5-B-11,PAR,DA)                           D097700200003 
ERR-ANALYS (EN-ERR) Energy straggling in the target determined    D097700200004 
            with SRIM                                             D097700200005 
           (ERR-T) Total uncertainty originated from statistics   D097700200006 
            as well as                                            D097700200007 
           (ERR-1) solid angle determination (3%)                 D097700200008 
           (ERR-2) target thickness          (3%)                 D097700200009 
STATUS     (TABLE) On. Data received from Georgios Provatas.      D097700200010 
ENDBIB               8          0                                 D097700200011 
COMMON               2          3                                 D097700200012 
ERR-1      ERR-2                                                  D097700200013 
PER-CENT   PER-CENT                                               D097700200014 
 3.         3.                                                    D097700200015 
ENDCOMMON            3          0                                 D097700200016 
DATA                 6       4680                                 D097700200017 
Q-VAL      ANG        EN         EN-ERR     DATA       ERR-T      D097700200018 
  8197.21   114.00     2614.470   54.980     0.250      0.040     D097700200975 
  8197.21   114.00     2675.330   54.240     0.227      0.044     D097700200976 
  8197.21   114.00     2736.190   53.520     0.250      0.043     D097700200977 
  8197.21   114.00     2797.050   52.810     0.354      0.046     D097700200978 
  8197.21   114.00     2857.910   52.120     0.277      0.043     D097700200979 
  8197.21   116.00     1275.550   80.010     0.081      0.012     D097700200980 
  8197.21   116.00     1336.410   78.370     0.082      0.012     D097700200981 
  8197.21   116.00     1397.270   76.790     0.084      0.012     D097700200982 
  8197.21   116.00     1458.130   75.270     0.111      0.013     D097700200983 
  8197.21   116.00     1518.990   73.800     0.114      0.014     D097700200984 
  8197.21   116.00     1579.850   72.390     0.172      0.018     D097700200985 
  8197.21   116.00     1640.710   71.030     0.259      0.026     D097700200986 
  8197.21   116.00     1701.570   69.730     0.218      0.026     D097700200987 
  8197.21   116.00     1762.430   68.470     0.245      0.028     D097700200988 
  8197.21   116.00     1823.290   67.260     0.263      0.031     D097700200989 
  8197.21   116.00     1843.580   66.860     0.230      0.033     D097700200990 
  8197.21   116.00     1884.150   66.090     0.300      0.035     D097700200991 
  8197.21   116.00     1945.010   64.970     0.256      0.030     D097700200992 
  8197.21   116.00     2005.870   63.890     0.289      0.031     D097700200993 
  8197.21   116.00     2066.730   62.850     0.256      0.035     D097700200994 
  8197.21   116.00     2127.590   61.850     0.245      0.036     D097700200995 
  8197.21   116.00     2188.450   60.880     0.311      0.039     D097700200996 
  8197.21   116.00     2249.310   59.950     0.306      0.043     D097700200997 
  8197.21   116.00     2310.170   59.050     0.310      0.043     D097700200998 
  8197.21   116.00     2371.030   58.190     0.288      0.043     D097700200999 
  8197.21   116.00     2431.890   57.350     0.234      0.037     D097700201000 
  8197.21   116.00     2492.750   56.530     0.195      0.031     D097700201001 
  8197.21   116.00     2553.610   55.750     0.334      0.045     D097700201002 
  8197.21   116.00     2614.470   54.980     0.242      0.041     D097700201003 
  8197.21   116.00     2675.330   54.240     0.325      0.054     D097700201004 
  8197.21   116.00     2736.190   53.520     0.263      0.052     D097700201005 
  8197.21   116.00     2797.050   52.810     0.314      0.047     D097700201006 
  8197.21   116.00     2857.910   52.120     0.247      0.040     D097700201007 
  8197.21   118.00     1275.550   80.010     0.067      0.010     D097700201008 
  8197.21   118.00     1336.410   78.370     0.105      0.013     D097700201009 
  8197.21   118.00     1397.270   76.790     0.091      0.012     D097700201010 
  8197.21   118.00     1458.130   75.270     0.080      0.010     D097700201011 
  8197.21   118.00     1518.990   73.800     0.122      0.014     D097700201012 
  8197.21   118.00     1579.850   72.390     0.172      0.017     D097700201013 
  8197.21   118.00     1640.710   71.030     0.239      0.024     D097700201014 
  8197.21   118.00     1701.570   69.730     0.234      0.026     D097700201015 
  8197.21   118.00     1762.430   68.470     0.205      0.024     D097700201016 
  8197.21   118.00     1823.290   67.260     0.265      0.029     D097700201017 
  8197.21   118.00     1843.580   66.860     0.241      0.033     D097700201018 
  8197.21   118.00     1884.150   66.090     0.307      0.034     D097700201019 
  8197.21   118.00     1945.010   64.970     0.264      0.030     D097700201020 
  8197.21   118.00     2005.870   63.890     0.304      0.032     D097700201021 
  8197.21   118.00     2066.730   62.850     0.212      0.029     D097700201022 
  8197.21   118.00     2127.590   61.850     0.302      0.036     D097700201023 
  8197.21   118.00     2188.450   60.880     0.331      0.038     D097700201024 
  8197.21   118.00     2249.310   59.950     0.358      0.043     D097700201025 
  8197.21   118.00     2310.170   59.050     0.284      0.041     D097700201026 
  8197.21   118.00     2371.030   58.190     0.396      0.047     D097700201027 
  8197.21   118.00     2431.890   57.350     0.331      0.042     D097700201028 
  8197.21   118.00     2492.750   56.530     0.223      0.032     D097700201029 
  8197.21   118.00     2553.610   55.750     0.285      0.041     D097700201030 
  8197.21   118.00     2614.470   54.980     0.270      0.041     D097700201031 
  8197.21   118.00     2675.330   54.240     0.223      0.044     D097700201032 
  8197.21   118.00     2736.190   53.520     0.228      0.040     D097700201033 
  8197.21   118.00     2797.050   52.810     0.310      0.043     D097700201034 
  8197.21   118.00     2857.910   52.120     0.234      0.037     D097700201035 
  8197.21   120.00     1275.550   80.010     0.064      0.009     D097700201036 
  8197.21   120.00     1336.410   78.370     0.088      0.012     D097700201037 
  8197.21   120.00     1397.270   76.790     0.089      0.012     D097700201038 
  8197.21   120.00     1458.130   75.270     0.103      0.011     D097700201039 
  8197.21   120.00     1518.990   73.800     0.107      0.013     D097700201040 
  8197.21   120.00     1579.850   72.390     0.153      0.016     D097700201041 
  8197.21   120.00     1640.710   71.030     0.220      0.022     D097700201042 
  8197.21   120.00     1701.570   69.730     0.246      0.026     D097700201043 
  8197.21   120.00     1762.430   68.470     0.267      0.029     D097700201044 
  8197.21   120.00     1823.290   67.260     0.296      0.031     D097700201045 
  8197.21   120.00     1843.580   66.860     0.212      0.028     D097700201046 
  8197.21   120.00     1884.150   66.090     0.295      0.033     D097700201047 
  8197.21   120.00     1945.010   64.970     0.301      0.031     D097700201048 
  8197.21   120.00     2005.870   63.890     0.276      0.029     D097700201049 
  8197.21   120.00     2553.610   55.750     0.379      0.048     D097700201050 
  8197.21   120.00     2614.470   54.980     0.231      0.038     D097700201051 
  8197.21   120.00     2675.330   54.240     0.300      0.048     D097700201052 
  8197.21   120.00     2736.190   53.520     0.278      0.042     D097700201053 
  8197.21   120.00     2797.050   52.810     0.291      0.042     D097700201054 
  8197.21   120.00     2857.910   52.120     0.280      0.040     D097700201055 
  8197.21   121.00     1275.550   80.010     0.084      0.011     D097700201056 
  8197.21   121.00     1336.410   78.370     0.069      0.010     D097700201057 
  8197.21   121.00     1397.270   76.790     0.086      0.012     D097700201058 
  8197.21   121.00     1458.130   75.270     0.116      0.012     D097700201059 
  8197.21   121.00     1518.990   73.800     0.124      0.014     D097700201060 
  8197.21   121.00     1579.850   72.390     0.186      0.018     D097700201061 
  8197.21   121.00     1640.710   71.030     0.233      0.024     D097700201062 
  8197.21   121.00     1701.570   69.730     0.244      0.027     D097700201063 
  8197.21   121.00     1762.430   68.470     0.243      0.027     D097700201064 
  8197.21   121.00     1823.290   67.260     0.294      0.031     D097700201065 
  8197.21   121.00     1843.580   66.860     0.268      0.034     D097700201066 
  8197.21   121.00     1884.150   66.090     0.295      0.034     D097700201067 
  8197.21   121.00     1945.010   64.970     0.332      0.033     D097700201068 
  8197.21   121.00     2005.870   63.890     0.286      0.030     D097700201069 
  8197.21   121.00     2066.730   62.850     0.248      0.032     D097700201070 
  8197.21   121.00     2127.590   61.850     0.330      0.041     D097700201071 
  8197.21   121.00     2188.450   60.880     0.288      0.038     D097700201072 
  8197.21   121.00     2249.310   59.950     0.299      0.041     D097700201073 
  8197.21   121.00     2310.170   59.050     0.339      0.045     D097700201074 
  8197.21   121.00     2371.030   58.190     0.292      0.042     D097700201075 
  8197.21   121.00     2431.890   57.350     0.352      0.046     D097700201076 
  8197.21   121.00     2614.470   54.980     0.277      0.043     D097700201077 
  8197.21   121.00     2675.330   54.240     0.294      0.049     D097700201078 
  8197.21   121.00     2736.190   53.520     0.305      0.046     D097700201079 
  8197.21   121.00     2797.050   52.810     0.264      0.042     D097700201080 
  8197.21   121.00     2857.910   52.120     0.315      0.042     D097700201081 
  8197.21   123.00     1275.550   80.010     0.065      0.008     D097700201082 
  8197.21   123.00     1336.410   78.370     0.073      0.009     D097700201083 
  8197.21   123.00     1397.270   76.790     0.079      0.010     D097700201084 
  8197.21   123.00     1458.130   75.270     0.081      0.009     D097700201085 
  8197.21   123.00     1518.990   73.800     0.099      0.011     D097700201086 
  8197.21   123.00     1579.850   72.390     0.144      0.014     D097700201087 
  8197.21   123.00     1640.710   71.030     0.193      0.018     D097700201088 
  8197.21   123.00     1701.570   69.730     0.228      0.024     D097700201089 
  8197.21   123.00     1762.430   68.470     0.231      0.024     D097700201090 
  8197.21   123.00     1823.290   67.260     0.229      0.024     D097700201091 
  8197.21   123.00     1843.580   66.860     0.208      0.027     D097700201092 
  8197.21   123.00     1884.150   66.090     0.298      0.030     D097700201093 
  8197.21   123.00     1945.010   64.970     0.298      0.027     D097700201094 
  8197.21   123.00     2005.870   63.890     0.270      0.027     D097700201095 
  8197.21   123.00     2066.730   62.850     0.225      0.028     D097700201096 
  8197.21   123.00     2188.450   60.880     0.252      0.032     D097700201097 
  8197.21   123.00     2249.310   59.950     0.215      0.030     D097700201098 
  8197.21   123.00     2310.170   59.050     0.219      0.030     D097700201099 
  8197.21   123.00     2371.030   58.190     0.273      0.035     D097700201100 
  8197.21   123.00     2431.890   57.350     0.236      0.034     D097700201101 
  8197.21   123.00     2614.470   54.980     0.208      0.030     D097700201102 
  8197.21   123.00     2675.330   54.240     0.231      0.036     D097700201103 
  8197.21   123.00     2736.190   53.520     0.248      0.037     D097700201104 
  8197.21   123.00     2797.050   52.810     0.235      0.030     D097700201105 
  8197.21   123.00     2857.910   52.120     0.246      0.031     D097700201106 
  8197.21   125.00     1275.550   80.010     0.076      0.010     D097700201107 
  8197.21   125.00     1336.410   78.370     0.096      0.012     D097700201108 
  8197.21   125.00     1397.270   76.790     0.096      0.012     D097700201109 
  8197.21   125.00     1458.130   75.270     0.113      0.012     D097700201110 
  8197.21   125.00     1518.990   73.800     0.109      0.013     D097700201111 
  8197.21   125.00     1579.850   72.390     0.181      0.018     D097700201112 
  8197.21   125.00     1640.710   71.030     0.250      0.024     D097700201113 
  8197.21   125.00     1701.570   69.730     0.265      0.028     D097700201114 
  8197.21   125.00     1762.430   68.470     0.295      0.030     D097700201115 
  8197.21   125.00     1823.290   67.260     0.279      0.030     D097700201116 
  8197.21   125.00     1843.580   66.860     0.295      0.036     D097700201117 
  8197.21   125.00     1884.150   66.090     0.345      0.036     D097700201118 
  8197.21   125.00     1945.010   64.970     0.346      0.033     D097700201119 
  8197.21   125.00     2005.870   63.890     0.312      0.032     D097700201120 
  8197.21   125.00     2066.730   62.850     0.336      0.038     D097700201121 
  8197.21   125.00     2127.590   61.850     0.339      0.039     D097700201122 
  8197.21   125.00     2188.450   60.880     0.344      0.039     D097700201123 
  8197.21   125.00     2249.310   59.950     0.325      0.041     D097700201124 
  8197.21   125.00     2310.170   59.050     0.333      0.043     D097700201125 
  8197.21   125.00     2371.030   58.190     0.393      0.050     D097700201126 
  8197.21   125.00     2431.890   57.350     0.311      0.039     D097700201127 
  8197.21   125.00     2492.750   56.530     0.320      0.040     D097700201128 
  8197.21   125.00     2614.470   54.980     0.264      0.034     D097700201129 
  8197.21   125.00     2675.330   54.240     0.355      0.046     D097700201130 
  8197.21   125.00     2736.190   53.520     0.295      0.044     D097700201131 
  8197.21   125.00     2797.050   52.810     0.301      0.035     D097700201132 
  8197.21   125.00     2857.910   52.120     0.295      0.034     D097700201133 
  8197.21   126.00     1275.550   80.010     0.074      0.009     D097700201134 
  8197.21   126.00     1336.410   78.370     0.081      0.011     D097700201135 
  8197.21   126.00     1397.270   76.790     0.087      0.011     D097700201136 
  8197.21   126.00     1458.130   75.270     0.108      0.011     D097700201137 
  8197.21   126.00     1518.990   73.800     0.119      0.013     D097700201138 
  8197.21   126.00     1579.850   72.390     0.187      0.018     D097700201139 
  8197.21   126.00     1640.710   71.030     0.245      0.023     D097700201140 
  8197.21   126.00     1701.570   69.730     0.273      0.027     D097700201141 
  8197.21   126.00     1762.430   68.470     0.253      0.026     D097700201142 
  8197.21   126.00     1823.290   67.260     0.297      0.030     D097700201143 
  8197.21   126.00     1843.580   66.860     0.288      0.034     D097700201144 
  8197.21   126.00     1884.150   66.090     0.337      0.034     D097700201145 
  8197.21   126.00     1945.010   64.970     0.363      0.033     D097700201146 
  8197.21   126.00     2005.870   63.890     0.374      0.035     D097700201147 
  8197.21   126.00     2066.730   62.850     0.339      0.036     D097700201148 
  8197.21   126.00     2127.590   61.850     0.408      0.045     D097700201149 
  8197.21   126.00     2188.450   60.880     0.404      0.042     D097700201150 
  8197.21   126.00     2249.310   59.950     0.319      0.038     D097700201151 
  8197.21   126.00     2310.170   59.050     0.367      0.044     D097700201152 
  8197.21   126.00     2371.030   58.190     0.375      0.044     D097700201153 
  8197.21   126.00     2431.890   57.350     0.341      0.040     D097700201154 
  8197.21   126.00     2492.750   56.530     0.291      0.034     D097700201155 
  8197.21   126.00     2614.470   54.980     0.348      0.038     D097700201156 
  8197.21   126.00     2675.330   54.240     0.349      0.044     D097700201157 
  8197.21   126.00     2736.190   53.520     0.290      0.036     D097700201158 
  8197.21   126.00     2797.050   52.810     0.266      0.032     D097700201159 
