ENTRY            C0765   20010302                             C089C076500000001 
SUBENT        C0765001   20010302                             C089C076500100001 
BIB                 11         17                                 C076500100002 
INSTITUTE  (1CANSFU,1CANTMF)                                      C076500100003 
REFERENCE  (J,PR/C,29,1806,198405)                                C076500100004 
AUTHOR     (R.E.L.Green,R.G.Korteling,K.P.Jackson)                C076500100005 
TITLE      Inclusive production of isotopically resolved Li       C076500100006 
            through Mg fragments by 480 MeV p+Ag reactions        C076500100007 
FACILITY   (MESON,1CANTMF)                                        C076500100008 
SAMPLE     Natural silver targets, either evaporated onto VYNS    C076500100009 
            films or in the form of thin free-standing foils.     C076500100010 
EN-SEC     Energy given is mid-point of energy bin. Resolution    C076500100011 
            is the bin width.                                     C076500100012 
CORRECTION Corrected for background and multiple scattering.      C076500100013 
ERR-ANALYS (ERR-S) Statistical uncertainties given.               C076500100014 
           Relative normalization uncertainty estimated at 10%.   C076500100015 
           Absolute normalization uncertainty 30%.                C076500100016 
STATUS     Data received from R. Korteling, September 1987.       C076500100017 
           No reply received from R. Korteling to author proof.   C076500100018 
HISTORY    (20001219C) VM                                         C076500100019 
ENDBIB              17          0                                 C076500100020 
COMMON               1          3                                 C076500100021 
EN                                                                C076500100022 
MEV                                                               C076500100023 
480.                                                              C076500100024 
ENDCOMMON            3          0                                 C076500100025 
ENDSUBENT           24          0                                 C076500199999 
SUBENT        C0765002   20010123                             0000C076500200001 
BIB                  3          4                                 C076500200002 
REACTION   (47-AG-0(P,X)5-B-10,,DA/DE)                            C076500200003 
METHOD     (TOF)                                                  C076500200004 
DETECTOR   (TELES,SOLST) Telescopes composed of silicon surface-  C076500200005 
            barrier detectors.                                    C076500200006 
ENDBIB               4          0                                 C076500200007 
NOCOMMON             0          0                                 C076500200008 
DATA                 5        134                                 C076500200009 
ANG        E-MEAN     E-RSL      DATA       ERR-S                 C076500200010 
 20.        96.         8.          67.        17.                C076505100039 
 20.       104.         8.          58.        16.                C076505100040 
 20.       112.         8.          44.         7.                C076505100041 
 20.       120.         8.          22.        10.                C076505100042 
 40.        19.         2.         190.       431.                C076505100043 
 40.        21.         2.         318.       367.                C076505100044 
 40.        23.         2.        1500.       319.                C076505100045 
 40.        25.         2.        2699.       286.                C076505100046 
 40.        27.         2.        3550.       283.                C076505100047 
 40.        29.         2.        4150.       261.                C076505100048 
 40.        31.         2.        5447.       259.                C076505100049 
 40.        33.         2.        5587.       255.                C076505100050 
 40.        35.         2.        5087.       232.                C076505100051 
 40.        37.         2.        4650.       222.                C076505100052 
 40.        39.         2.        4044.       204.                C076505100053 
 40.        42.         4.        2884.       117.                C076505100054 
 40.        46.         4.        2040.        97.                C076505100055 
 40.        50.         4.        1445.        82.                C076505100056 
 40.        54.         4.        1027.        67.                C076505100057 
 40.        58.         4.         696.        56.                C076505100058 
 40.        64.         8.         433.        30.                C076505100059 
 40.        72.         8.         166.        18.                C076505100060 
 40.        80.         8.         112.        15.                C076505100061 
 40.        88.         8.          61.        11.                C076505100062 
 40.        96.         8.          20.         6.                C076505100063 
 40.       104.         8.           7.8        3.9               C076505100064 
 40.       112.         8.          12.         5.                C076505100065 
 40.       120.         8.           6.8        3.6               C076505100066 
 60.        19.         2.         449.       649.                C076505100067 
 60.        21.         2.        1556.       528.                C076505100068 
 60.        23.         2.        1683.       460.                C076505100069 
 60.        25.         2.        2589.       424.                C076505100070 
 60.        27.         2.        4172.       331.                C076505100071 
 60.        29.         2.        4563.       320.                C076505100072 
 60.        31.         2.        4697.       306.                C076505100073 
 60.        33.         2.        4541.       296.                C076505100074 
 60.        35.         2.        1263.       244.                C076505100075 
 60.        37.         2.        3920.       233.                C076505100076 
 60.        39.         2.        3065.       234.                C076505100077 
 60.        42.         4.        2351.       113.                C076505100078 
 60.        46.         4.        1257.        79.                C076505100079 
 60.        50.         4.         932.        64.                C076505100080 
 60.        54.         4.         670.        47.                C076505100081 
 60.        58.         4.         468.        44.                C076505100082 
 60.        64.         8.         260.        22.                C076505100083 
 60.        72.         8.         123.        13.                C076505100084 
 60.        80.         8.          54.         9.                C076505100085 
 60.        88.         8.          28.         6.                C076505100086 
 60.        96.         8.          15.         5.                C076505100087 
 60.       104.         8.           6.8        3.1               C076505100088 
 60.       112.         8.           8.2        3.4               C076505100089 
 60.       120.         8.           1.5        1.4               C076505100090 
 90.        17.         2.        1409.       162.                C076505100091 
 90.        19.         2.        1650.       143.                C076505100092 
 90.        21.         2.        2538.       133.                C076505100093 
 90.        23.         2.        3226.       134.                C076505100094 
 90.        25.         2.        4298.       135.                C076505100095 
 90.        27.         2.        4912.       141.                C076505100096 
 90.        29.         2.        4875.       136.                C076505100097 
 90.        31.         2.        4555.       133.                C076505100098 
 90.        33.         2.        3905.       122.                C076505100099 
 90.        35.         2.        3182.       108.                C076505100100 
 90.        37.         2.        2427.        95.                C076505100101 
 90.        39.         2.        1867.        85.                C076505100102 
 90.        42.         4.        1300.        48.                C076505100103 
 90.        46.         4.         797.        38.                C076505100104 
 90.        50.         4.         469.        29.                C076505100105 
 90.        54.         4.         289.        23.                C076505100106 
 90.        58.         4.         176.        18.                C076505100107 
 90.        64.         8.          81.         9.                C076505100108 
 90.        72.         8.          32.         5.                C076505100109 
 90.        80.         8.          14.         3.                C076505100110 
 90.        88.         8.           9.0        2.9               C076505100111 
 90.        96.         8.           2.7        1.6               C076505100112 
 90.       104.         8.           2.7        1.6               C076505100113 
 90.       112.         8.           1.8        1.3               C076505100114 
120.        17.         2.        1099.        89.                C076505100115 
120.        19.         2.        1977.       109.                C076505100116 
120.        21.         2.        2815.       126.                C076505100117 
120.        23.         2.        3630.       141.                C076505100118 
120.        25.         2.        4018.       148.                C076505100119 
120.        27.         2.        4028.       148.                C076505100120 
120.        29.         2.        4002.       148.                C076505100121 
120.        31.         2.        3303.       134.                C076505100122 
120.        33.         2.        2669.       121.                C076505100123 
120.        35.         2.        1844.       100.                C076505100124 
120.        37.         2.        1230.        82.                C076505100125 
120.        39.         2.         863.        68.                C076505100126 
120.        42.         4.         350.        44.                C076505100127 
120.        46.         4.         285.        28.                C076505100128 
120.        50.         4.         202.        23.                C076505100129 
120.        54.         4.          92.        16.                C076505100130 
120.        58.         4.          66.        13.                C076505100131 
120.        64.         8.          15.         5.                C076505100132 
120.        72.         8.           8.1        3.3               C076505100133 
120.        80.         8.           6.8        3.0               C076505100134 
160.        17.         2.        1352.        73.                C076505100135 
160.        19.         2.        1984.        88.                C076505100136 
160.        21.         2.        2605.       101.                C076505100137 
160.        23.         2.        3448.       116.                C076505100138 
160.        25.         2.        3206.       112.                C076505100139 
160.        27.         2.        3123.       111.                C076505100140 
160.        29.         2.        2656.       102.                C076505100141 
160.        31.         2.        1957.        88.                C076505100142 
160.        33.         2.        1376.        74.                C076505100143 
160.        35.         2.         923.        60.                C076505100144 
160.        37.         2.         613.        49.                C076505100145 
160.        39.         2.         409.        40.                C076505100146 
160.        42.         4.         283.        24.                C076505100147 
160.        46.         4.         112.        15.                C076505100148 
160.        50.         4.          42.         9.                C076505100149 
160.        54.         4.          37.         9.                C076505100150 
160.        58.         4.          27.         7.                C076505100151 
160.        64.         8.           4.0        2.0               C076505100152 
ENDDATA            136          0                                 C076505100153 
ENDSUBENT          152          0                                 C076505199999 
SUBENT        C0765052   20010123                             0000C076505200001 
BIB                  5          7                                 C076505200002 
REACTION   (47-AG-0(P,X)ELEM,,DA/DE)                              C076505200003 
SAMPLE     Sample thickness about 0.2 mg/cm2.                     C076505200004 
METHOD     (EDE)                                                  C076505200005 
DETECTOR   (TELES,SOLST) Compact detector telescope with total    C076505200006 
            active thickness 1630 microm of Si..                  C076505200007 
CORRECTION These data required no correction for multiple         C076505200008 
            scattering.                                           C076505200009 
ENDBIB               7          0                                 C076505200010 
COMMON               1          3                                 C076505200011 
ELEMENT                                                           C076505200012 
NO-DIM                                                            C076505200013 
  7.                                                              C076505200014 
ENDCOMMON            3          0                                 C076505200015 
DATA                 5        111                                 C076505200016 
ANG        E-MEAN     E-RSL      DATA       ERR-S                 C076505200017 
ADEG       MEV        MEV        NB/SR/MEV  NB/SR/MEV             C076505200018 
 20.        21.         2.         726.       127.                C076505200019 
 20.        23.         2.         757.       126.                C076505200020 
 20.        25.         2.        1297.       155.                C076505200021 
 20.        27.         2.        1269.       151.                C076505200022 
 20.        29.         2.        1658.       172.                C076505200023 
 20.        31.         2.        2548.       210.                C076505200024 
 20.        33.         2.        2760.       217.                C076505200025 
 20.        35.         2.        2327.       201.                C076505200026 
 20.        37.         2.        2983.       226.                C076505200027 
 20.        39.         2.        2691.       215.                C076505200028 
 20.        42.         4.        2381.       143.                C076505200029 
 20.        46.         4.        1623.       118.                C076505200030 
 20.        50.         4.        1088.        96.                C076505200031 
 20.        54.         4.         848.        85.                C076505200032 
 20.        58.         4.         453.        62.                C076505200033 
 20.        64.         8.         282.        35.                C076505200034 
 20.        72.         8.         187.        28.                C076505200035 
 20.        80.         8.          60.        16.                C076505200036 
 20.        88.         8.          17.         9.                C076505200037 
 20.        96.         8.          21.        10.                C076505200038 
 20.       104.         8.           9.5        6.4               C076505200039 
 40.        21.         2.         134.       128.                C076505200040 
 40.        23.         2.         241.       128.                C076505200041 
 40.        25.         2.         645.       116.                C076505200042 
 40.        27.         2.        1124.       124.                C076505200043 
 40.        29.         2.        1279.       117.                C076505200044 
 40.        31.         2.        1722.       129.                C076505200045 
 40.        33.         2.        1763.       128.                C076505200046 
 40.        35.         2.        1942.       131.                C076505200047 
 40.        37.         2.        1911.       128.                C076505200048 
 40.        39.         2.        2116.       132.                C076505200049 
 40.        42.         4.        1444.        77.                C076505200050 
 40.        46.         4.        1068.        68.                C076505200051 
 40.        50.         4.         688.        53.                C076505200052 
 40.        54.         4.         459.        44.                C076505200053 
 40.        58.         4.         325.        38.                C076505200054 
 40.        64.         8.         170.        18.                C076505200055 
 40.        72.         8.          71.        12.                C076505200056 
 40.        80.         8.          39.         9.                C076505200057 
 40.        88.         8.          25.         7.                C076505200058 
 40.        96.         8.           7.8        3.9               C076505200059 
 60.        21.         2.         409.       119.                C076505200060 
 60.        23.         2.         633.       137.                C076505200061 
 60.        25.         2.         940.       111.                C076505200062 
 60.        27.         2.        1071.       139.                C076505200063 
 60.        29.         2.        1595.       112.                C076505200064 
 60.        31.         2.        1717.       100.                C076505200065 
 60.        33.         2.        2093.       122.                C076505200066 
 60.        35.         2.        1858.       101.                C076505200067 
 60.        37.         2.        1728.        97.                C076505200068 
 60.        39.         2.        1587.        93.                C076505200069 
 60.        42.         4.        1094.        67.                C076505200070 
 60.        46.         4.         848.        48.                C076505200071 
 60.        50.         4.         477.        36.                C076505200072 
 60.        54.         4.         293.        28.                C076505200073 
 60.        58.         4.         240.        26.                C076505200074 
 60.        64.         8.         125.        13.                C076505200075 
 60.        72.         8.          57.         9.                C076505200076 
 60.        80.         8.          13.         4.                C076505200077 
 60.        88.         8.           4.1        2.4               C076505200078 
 60.        96.         8.           1.4        1.4               C076505200079 
 60.       104.         8.           3.2        2.1               C076505200080 
 90.        21.         2.         724.        62.                C076505200081 
 90.        23.         2.         957.        61.                C076505200082 
 90.        25.         2.        1235.        70.                C076505200083 
 90.        27.         2.        1620.        77.                C076505200084 
 90.        29.         2.        1754.        80.                C076505200085 
 90.        31.         2.        1868.        82.                C076505200086 
 90.        33.         2.        1728.        79.                C076505200087 
 90.        35.         2.        1507.        74.                C076505200088 
 90.        37.         2.        1266.        69.                C076505200089 
 90.        39.         2.         972.        59.                C076505200090 
 90.        42.         4.         689.        35.                C076505200091 
 90.        46.         4.         401.        27.                C076505200092 
 90.        50.         4.         240.        21.                C076505200093 
 90.        54.         4.         134.        16.                C076505200094 
 90.        58.         4.          67.        11.                C076505200095 
 90.        64.         8.          29.         5.                C076505200096 
 90.        72.         8.          14.         4.                C076505200097 
 90.        80.         8.           4.5        2.0               C076505200098 
120.        21.         2.         906.        72.                C076505200099 
120.        23.         2.        1177.        81.                C076505200100 
120.        25.         2.        1422.        88.                C076505200101 
120.        27.         2.        1564.        93.                C076505200102 
120.        29.         2.        1585.        93.                C076505200103 
120.        31.         2.        1302.        84.                C076505200104 
120.        33.         2.        1286.        84.                C076505200105 
120.        35.         2.         884.        69.                C076505200106 
120.        37.         2.         712.        62.                C076505200107 
120.        39.         2.         434.        49.                C076505200108 
120.        42.         4.         278.        27.                C076505200109 
120.        46.         4.         144.        20.                C076505200110 
120.        50.         4.          73.        14.                C076505200111 
120.        54.         4.          41.        11.                C076505200112 
120.        58.         4.          33.         9.                C076505200113 
120.        64.         8.           4.1        2.4               C076505200114 
160.        21.         2.        1020.        63.                C076505200115 
160.        23.         2.        1160.        67.                C076505200116 
160.        25.         2.        1133.        67.                C076505200117 
160.        27.         2.        1210.        63.                C076505200118 
160.        29.         2.        1109.        66.                C076505200119 
160.        31.         2.         809.        56.                C076505200120 
160.        33.         2.         771.        55.                C076505200121 
160.        35.         2.         547.        46.                C076505200122 
160.        37.         2.         400.        40.                C076505200123 
160.        39.         2.         244.        31.                C076505200124 
160.        42.         4.         109.        15.                C076505200125 
160.        46.         4.          76.        12.                C076505200126 
160.        50.         4.          31.         8.                C076505200127 
160.        54.         4.          13.         5.                C076505200128 
160.        58.         4.           6.6        3.6               C076505200129 
ENDDATA            113          0                                 C076505200130 
ENDSUBENT          129          0                                 C076505299999 
SUBENT        C0765053   20010123                             0000C076505300001 
BIB                  5          7                                 C076505300002 
REACTION   (47-AG-0(P,X)ELEM,,DA/DE)                              C076505300003 
SAMPLE     Sample thickness about 0.2 mg/cm2.                     C076505300004 
METHOD     (EDE)                                                  C076505300005 
DETECTOR   (TELES,SOLST) Compact detector telescope with total    C076505300006 
            active thickness 1630 microm of Si..                  C076505300007 
CORRECTION These data required no correction for multiple         C076505300008 
            scattering.                                           C076505300009 
ENDBIB               7          0                                 C076505300010 
COMMON               1          3                                 C076505300011 
ELEMENT                                                           C076505300012 
NO-DIM                                                            C076505300013 
  8.                                                              C076505300014 
ENDCOMMON            3          0                                 C076505300015 
DATA                 5        106                                 C076505300016 
ANG        E-MEAN     E-RSL      DATA       ERR-S                 C076505300017 
ADEG       MEV        MEV        NB/SR/MEV  NB/SR/MEV             C076505300018 
 20.        23.         2.         634.       104.                C076505300019 
 20.        25.         2.         825.       119.                C076505300020 
 20.        27.         2.        1080.       136.                C076505300021 
 20.        29.         2.        1169.       141.                C076505300022 
 20.        31.         2.        1354.       152.                C076505300023 
 20.        33.         2.        1640.       167.                C076505300024 
 20.        35.         2.        1950.       182.                C076505300025 
 20.        37.         2.        1398.       154.                C076505300026 
 20.        39.         2.        1565.       163.                C076505300027 
 20.        42.         4.        1534.       114.                C076505300028 
 20.        46.         4.        1208.       101.                C076505300029 
 20.        50.         4.         784.        82.                C076505300030 
 20.        54.         4.         525.        67.                C076505300031 
 20.        58.         4.         382.        57.                C076505300032 
 20.        64.         8.         250.        33.                C076505300033 
 20.        72.         8.          58.        16.                C076505300034 
 20.        80.         8.          38.        13.                C076505300035 
 20.        88.         8.          30.        11.                C076505300036 
 20.        96.         8.           4.8        4.5               C076505300037 
 40.        21.         2.         649.        71.                C076505300038 
 40.        23.         2.         747.        76.                C076505300039 
 40.        25.         2.         769.        78.                C076505300040 
 40.        27.         2.         847.        81.                C076505300041 
 40.        29.         2.        1012.        89.                C076505300042 
 40.        31.         2.        1305.       101.                C076505300043 
 40.        33.         2.        1514.       109.                C076505300044 
 40.        35.         2.        1253.        99.                C076505300045 
 40.        37.         2.        1181.        96.                C076505300046 
 40.        39.         2.        1173.        68.                C076505300047 
 40.        42.         4.         791.        56.                C076505300048 
 40.        46.         4.         493.        44.                C076505300049 
 40.        50.         4.         328.        36.                C076505300050 
 40.        54.         4.         158.        25.                C076505300051 
 40.        58.         4.         126.        16.                C076505300052 
 40.        64.         8.          46.         9.                C076505300053 
 40.        72.         8.          25.         7.                C076505300054 
 40.        80.         8.          14.         5.                C076505300055 
 40.        88.         8.          15.         5.                C076505300056 
 60.        21.         2.         538.        54.                C076505300057 
 60.        23.         2.         656.        60.                C076505300058 
 60.        25.         2.         789.        66.                C076505300059 
 60.        27.         2.         904.        70.                C076505300060 
 60.        29.         2.        1120.        78.                C076505300061 
 60.        31.         2.        1132.        82.                C076505300062 
 60.        33.         2.        1171.        80.                C076505300063 
 60.        35.         2.        1064.        76.                C076505300064 
 60.        37.         2.        1062.        76.                C076505300065 
 60.        39.         2.         923.        50.                C076505300066 
 60.        42.         4.         535.        38.                C076505300067 
 60.        46.         4.         364.        32.                C076505300068 
 60.        50.         4.         230.        25.                C076505300069 
 60.        54.         4.          98.        16.                C076505300070 
 60.        58.         4.          60.         9.                C076505300071 
 60.        64.         8.          30.         6.                C076505300072 
 60.        72.         8.          14.         4.                C076505300073 
 60.        80.         8.           4.1        2.4               C076505300074 
 90.        21.         2.         651.        48.                C076505300075 
 90.        23.         2.         837.        55.                C076505300076 
 90.        25.         2.        1019.        61.                C076505300077 
 90.        27.         2.        1006.        60.                C076505300078 
 90.        29.         2.        1062.        62.                C076505300079 
 90.        31.         2.        1176.        65.                C076505300080 
 90.        33.         2.        1075.        62.                C076505300081 
 90.        35.         2.         824.        55.                C076505300082 
 90.        37.         2.         750.        52.                C076505300083 
 90.        39.         2.         540.        31.                C076505300084 
 90.        42.         4.         271.        22.                C076505300085 
 90.        46.         4.         137.        16.                C076505300086 
 90.        50.         4.          88.        13.                C076505300087 
 90.        54.         4.          51.        10.                C076505300088 
 90.        58.         4.          24.         5.                C076505300089 
 90.        64.         8.           8.1        2.7               C076505300090 
 90.        72.         8.           2.7        1.6               C076505300091 
 90.        80.         8.           0.90       0.90              C076505300092 
 90.        88.         8.           1.8        1.3               C076505300093 
120.        21.         2.         672.        60.                C076505300094 
120.        23.         2.         882.        69.                C076505300095 
120.        25.         2.        1021.        74.                C076505300096 
120.        27.         2.         933.        71.                C076505300097 
120.        29.         2.         902.        70.                C076505300098 
120.        31.         2.         799.        66.                C076505300099 
120.        33.         2.         580.        56.                C076505300100 
120.        35.         2.         482.        51.                C076505300101 
120.        37.         2.         362.        44.                C076505300102 
120.        39.         2.         270.        27.                C076505300103 
120.        42.         4.         123.        18.                C076505300104 
120.        46.         4.          51.        12.                C076505300105 
120.        50.         4.          24.         8.                C076505300106 
120.        54.         4.           7.6        4.6               C076505300107 
120.        58.         4.           5.5        2.7               C076505300108 
120.        64.         8.           1.4        1.4               C076505300109 
160.        21.         2.         517.        45.                C076505300110 
160.        23.         2.         730.        54.                C076505300111 
160.        25.         2.         826.        57.                C076505300112 
160.        27.         2.         706.       153.                C076505300113 
160.        29.         2.         694.        52.                C076505300114 
160.        31.         2.         455.       142.                C076505300115 
160.        33.         2.         390.       139.                C076505300116 
160.        35.         2.         274.        33.                C076505300117 
160.        37.         2.         153.        25.                C076505300118 
160.        39.         2.         107.        14.                C076505300119 
160.        42.         4.          44.        49.                C076505300120 
160.        46.         4.          12.        45.                C076505300121 
160.        50.         4.          12.        15.                C076505300122 
160.        54.         4.           0.72      11.19              C076505300123 
160.        58.         4.           8.9        3.0               C076505300124 
ENDDATA            108          0                                 C076505300125 
ENDSUBENT          124          0                                 C076505399999 
SUBENT        C0765054   20010123                             0000C076505400001 
BIB                  5          7                                 C076505400002 
REACTION   (47-AG-0(P,X)9-F-19,,DA/DE)                            C076505400003 
SAMPLE     Sample thickness about 0.2 mg/cm2.                     C076505400004 
METHOD     (EDE)                                                  C076505400005 
DETECTOR   (TELES,SOLST) Compact detector telescope with total    C076505400006 
            active thickness 1630 microm of Si..                  C076505400007 
CORRECTION These data required no correction for multiple         C076505400008 
            scattering.                                           C076505400009 
ENDBIB               7          0                                 C076505400010 
NOCOMMON             0          0                                 C076505400011 
DATA                 5         88                                 C076505400012 
ANG        E-MEAN     E-RSL      DATA       ERR-S                 C076505400013 
ADEG       MEV        MEV        NB/SR/MEV  NB/SR/MEV             C076505400014 
 20.        27.         2.         433.        86.                C076505400015 
 20.        29.         2.         375.        80.                C076505400016 
 20.        31.         2.         562.        98.                C076505400017 
 20.        33.         2.         795.       116.                C076505400018 
 20.        35.         2.         457.        88.                C076505400019 
 20.        37.         2.         719.       111.                C076505400020 
 20.        39.         2.         173.       110.                C076505400021 
 20.        42.         4.         672.        76.                C076505400022 
 20.        46.         4.         633.        73.                C076505400023 
 20.        50.         4.         571.        70.                C076505400024 
 20.        54.         4.         279.        49.                C076505400025 
 20.        58.         4.         232.        44.                C076505400026 
 20.        64.         8.          81.        19.                C076505400027 
 20.        72.         8.          55.        15.                C076505400028 
 20.        80.         8.          17.         9.                C076505400029 
 20.        88.         8.           8.5        6.0               C076505400030 
 40.        27.         2.         478.        61.                C076505400031 
 40.        29.         2.         511.        63.                C076505400032 
 40.        31.         2.         510.        63.                C076505400033 
 40.        33.         2.         559.        66.                C076505400034 
 40.        35.         2.         587.        68.                C076505400035 
 40.        37.         2.         544.        65.                C076505400036 
 40.        39.         2.         498.        62.                C076505400037 
 40.        42.         4.         535.        46.                C076505400038 
 40.        46.         4.         398.        39.                C076505400039 
 40.        50.         4.         348.        37.                C076505400040 
 40.        54.         4.         125.        22.                C076505400041 
 40.        58.         4.         133.        23.                C076505400042 
 40.        64.         8.          58.        11.                C076505400043 
 40.        72.         8.          11.         5.                C076505400044 
 40.        80.         8.          14.         5.                C076505400045 
 40.        88.         8.           2.0        2.0               C076505400046 
 40.        96.         8.           3.9        2.8               C076505400047 
 60.        27.         2.         300.        41.                C076505400048 
 60.        29.         2.         428.        48.                C076505400049 
 60.        31.         2.         482.        51.                C076505400050 
 60.        33.         2.         544.        55.                C076505400051 
 60.        35.         2.         549.        55.                C076505400052 
 60.        37.         2.         486.        52.                C076505400053 
 60.        39.         2.         471.        51.                C076505400054 
 60.        42.         4.         402.        33.                C076505400055 
 60.        46.         4.         320.        30.                C076505400056 
 60.        50.         4.         189.        23.                C076505400057 
 60.        54.         4.         138.        19.                C076505400058 
 60.        58.         4.          75.        14.                C076505400059 
 60.        64.         8.          44.         8.                C076505400060 
 60.        72.         8.          20.         5.                C076505400061 
 60.        80.         8.           2.9        2.0               C076505400062 
 60.        88.         8.           3.5        2.0               C076505400063 
 90.        27.         2.         450.        40.                C076505400064 
 90.        29.         2.         495.        42.                C076505400065 
 90.        31.         2.         585.        46.                C076505400066 
 90.        33.         2.         535.        44.                C076505400067 
 90.        35.         2.         476.        41.                C076505400068 
 90.        37.         2.         430.        40.                C076505400069 
 90.        39.         2.         409.        38.                C076505400070 
 90.        42.         4.         286.        23.                C076505400071 
 90.        46.         4.         149.        16.                C076505400072 
 90.        50.         4.          78.        12.                C076505400073 
 90.        54.         4.          34.         8.                C076505400074 
 90.        58.         4.          33.         8.                C076505400075 
 90.        64.         8.          13.         3.                C076505400076 
 90.        72.         8.           5.4        2.2               C076505400077 
 90.        80.         8.           1.8        1.3               C076505400078 
120.        27.         2.         550.        55.                C076505400079 
120.        29.         2.         482.        51.                C076505400080 
120.        31.         2.         356.        44.                C076505400081 
120.        33.         2.         313.        41.                C076505400082 
120.        35.         2.         389.        46.                C076505400083 
120.        37.         2.         317.        42.                C076505400084 
120.        39.         2.         289.        10.                C076505400085 
120.        42.         4.         144.        20.                C076505400086 
120.        46.         4.          70.        14.                C076505400087 
120.        50.         4.          44.        11.                C076505400088 
120.        54.         4.           8.0        4.7               C076505400089 
120.        58.         4.           2.7        2.7               C076505400090 
120.        64.         8.           5.3        2.7               C076505400091 
160.        27.         2.         342.        37.                C076505400092 
160.        29.         2.         271.        33.                C076505400093 
160.        31.         2.         274.        33.                C076505400094 
160.        33.         2.         238.        31.                C076505400095 
160.        35.         2.         174.        26.                C076505400096 
160.        37.         2.         160.        25.                C076505400097 
160.        39.         2.          65.        16.                C076505400098 
160.        42.         4.          65.        11.                C076505400099 
160.        46.         4.          15.         5.                C076505400100 
160.        50.         4.           9.8        4.4               C076505400101 
160.        54.         4.           9.9        4.4               C076505400102 
ENDDATA             90          0                                 C076505400103 
ENDSUBENT          102          0                                 C076505499999 
SUBENT        C0765055   20010123                             0000C076505500001 
BIB                  5          7                                 C076505500002 
REACTION   (47-AG-0(P,X)ELEM,,DA/DE)                              C076505500003 
SAMPLE     Sample thickness about 0.2 mg/cm2.                     C076505500004 
METHOD     (EDE)                                                  C076505500005 
DETECTOR   (TELES,SOLST) Compact detector telescope with total    C076505500006 
            active thickness 1630 microm of Si..                  C076505500007 
CORRECTION These data required no correction for multiple         C076505500008 
            scattering.                                           C076505500009 
ENDBIB               7          0                                 C076505500010 
COMMON               1          3                                 C076505500011 
ELEMENT                                                           C076505500012 
NO-DIM                                                            C076505500013 
 10.                                                              C076505500014 
ENDCOMMON            3          0                                 C076505500015 
DATA                 5         83                                 C076505500016 
ANG        E-MEAN     E-RSL      DATA       ERR-S                 C076505500017 
ADEG       MEV        MEV        NB/SR/MEV  NB/SR/MEV             C076505500018 
 20.        29.         2.         359.        78.                C076505500019 
 20.        31.         2.         600.       101.                C076505500020 
 20.        33.         2.         549.        97.                C076505500021 
 20.        35.         2.         805.       117.                C076505500022 
 20.        37.         2.         682.       108.                C076505500023 
 20.        39.         2.         685.       108.                C076505500024 
 20.        42.         4.         672.        76.                C076505500025 
 20.        46.         4.         611.        72.                C076505500026 
 20.        50.         4.         439.        61.                C076505500027 
 20.        54.         4.         331.        53.                C076505500028 
 20.        58.         4.         197.        41.                C076505500029 
 20.        64.         8.         107.        21.                C076505500030 
 20.        72.         8.          68.        17.                C076505500031 
 20.        80.         8.          17.         9.                C076505500032 
 20.        88.         8.           8.0        5.8               C076505500033 
 40.        29.         2.         414.        57.                C076505500034 
 40.        31.         2.         617.        69.                C076505500035 
 40.        33.         2.         510.        63.                C076505500036 
 40.        35.         2.         638.        71.                C076505500037 
 40.        37.         2.         669.        72.                C076505500038 
 40.        39.         2.         561.        66.                C076505500039 
 40.        42.         4.         456.        42.                C076505500040 
 40.        46.         4.         422.        41.                C076505500041 
 40.        50.         4.         344.        37.                C076505500042 
 40.        54.         4.         217.        29.                C076505500043 
 40.        58.         4.          96.        19.                C076505500044 
 40.        64.         8.          74.        12.                C076505500045 
 40.        72.         8.          18.         6.                C076505500046 
 40.        80.         8.           9.8        4.4               C076505500047 
 40.        88.         8.           3.9        2.8               C076505500048 
 40.        96.         8.           2.0        2.0               C076505500049 
 60.        29.         2.         326.        42.                C076505500050 
 60.        31.         2.         598.        57.                C076505500051 
 60.        33.         2.         421.        48.                C076505500052 
 60.        35.         2.         553.        55.                C076505500053 
 60.        37.         2.         665.        60.                C076505500054 
 60.        39.         2.         501.        52.                C076505500055 
 60.        42.         4.         477.        36.                C076505500056 
 60.        46.         4.         345.        31.                C076505500057 
 60.        50.         4.         240.        26.                C076505500058 
 60.        54.         4.         130.        19.                C076505500059 
 60.        58.         4.          64.        13.                C076505500060 
 60.        64.         8.          45.         8.                C076505500061 
 60.        72.         8.          12.         4.                C076505500062 
 60.        80.         8.           1.4        1.4               C076505500063 
 60.        88.         8.           5.5        2.7               C076505500064 
 90.        29.         2.         527.        44.                C076505500065 
 90.        31.         2.         612.        47.                C076505500066 
 90.        33.         2.         480.        42.                C076505500067 
 90.        35.         2.         471.        41.                C076505500068 
 90.        37.         2.         471.        41.                C076505500069 
 90.        39.         2.         408.        38.                C076505500070 
 90.        42.         4.         329.        24.                C076505500071 
 90.        46.         4.         166.        17.                C076505500072 
 90.        50.         4.          86.        12.                C076505500073 
 90.        54.         4.          45.         9.                C076505500074 
 90.        58.         4.          21.         6.                C076505500075 
 90.        64.         8.          13.         3.                C076505500076 
 90.        72.         8.           6.3        2.4               C076505500077 
120.        29.         2.         419.        48.                C076505500078 
120.        31.         2.         535.        54.                C076505500079 
