ENTRY            C1739   20130426                             C130C173900000001 
SUBENT        C1739001   20130426                             C130C173900100001 
BIB                  8         29                                 C173900100002 
TITLE      Systematic study of the alpha-optical potential via    C173900100003 
            elastic scattering near the Z = 50 region for         C173900100004 
            p-process nuclei                                      C173900100005 
AUTHOR     (A.Palumbo, W.P.Tan, J.Gorres, A.Best, M.Couder,       C173900100006 
            R.Crowter, R.J.Deboer, S.Falahat, P.J.Leblanc,        C173900100007 
            H.Y.Lee, S.O'Brien, E.Strandberg, M.Wiescher,         C173900100008 
            J.P.Greene, Zs.Fulop, G.G.Kiss,  E.Somorjai,          C173900100009 
            N.Ozkan, G.Efe, R.T.Guray)                            C173900100010 
INSTITUTE  (1USANOT,1USAANL,3HUNDEB,2TUKKOC)                      C173900100011 
REFERENCE  (J,PR/C,85,035808,2012) Main reference                 C173900100012 
           (C,2008MACKIN,,(046),2008) preliminary data on 120Te   C173900100013 
FACILITY   (VDGT,1USANOT) FN tandem accelerator                   C173900100014 
DETECTOR   (SI) Thirty Si pin diode detectors were mounted on a   C173900100015 
            rotatable table which spanned an angular range from   C173900100016 
            22.5deg to 167.5deg in 2.5deg increments.             C173900100017 
           Two monitor detectors were placed at 15deg on either   C173900100018 
            side of the beam axis to correct for deviations in    C173900100019 
            the beam spot.                                        C173900100020 
ERR-ANALYS (ERR-T) Quadrature sum of the uncertainties due to     C173900100021 
                    - counting statistics                         C173900100022 
                    - angular position                            C173900100023 
                    - beam energy,                                C173900100024 
           (ERR-1)  - solid angle (1%)                            C173900100025 
HISTORY    (20090918C) Compiled by S.H.                           C173900100026 
           (20120331A) Main reference compiled by S.H.            C173900100027 
                       All data replaced by data from author.     C173900100028 
                       Subentry 2 updated - differential cross    C173900100029 
                       section added, subentries 3,4 deleted      C173900100030 
                       and subentries 5-10 added                  C173900100031 
ENDBIB              29          0                                 C173900100032 
COMMON               2          3                                 C173900100033 
ANG-ERR    ERR-1                                                  C173900100034 
ADEG       PER-CENT                                               C173900100035 
 0.01       1.                                                    C173900100036 
ENDCOMMON            3          0                                 C173900100037 
ENDSUBENT           36          0                                 C173900199999 
SUBENT        C1739002   20130426                             C130C173900200001 
BIB                  4         11                                 C173900200002 
REACTION  1(52-TE-120(A,EL)52-TE-120,,DA)                         C173900200003 
          2(52-TE-120(A,EL)52-TE-120,,DA,,RTH)                    C173900200004 
SAMPLE     (52-TE-120,ENR=0.994) Target in oxide form TeO2 with   C173900200005 
                                 thickness of 130 - 210 mu-g/cm2  C173900200006 
STATUS     (TABLE) Data presented in fig. 4 of the main reference C173900200007 
                   sent by author (W.P.T)                         C173900200008 
HISTORY    (20120331A) S.H. Data in original subentry 2 contained C173900200009 
            only ratios to Rutherford cross sections. DifferentialC173900200010 
            cross sections from main reference were added for     C173900200011 
            several incident energies                             C173900200012 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900200013 
ENDBIB              11          0                                 C173900200014 
NOCOMMON             0          0                                 C173900200015 
DATA                 6        296                                 C173900200016 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900200017 
       19.0       27.7   1.08E+04   1.07E+02   9.54E-01    .997   C173900800078 
       19.0       30.2   7.68E+03   7.69E+01   9.55E-01   1.00    C173900800079 
       19.0       32.6   5.75E+03   5.69E+01   9.71E-01    .991   C173900800080 
       19.0       35.1   4.51E+03   4.48E+01   1.02E+00    .993   C173900800081 
       19.0       37.6   3.54E+03   3.52E+01   1.04E+00    .995   C173900800082 
       19.0       40.1   2.87E+03   2.87E+01   1.08E+00    .999   C173900800083 
       19.0       42.6   2.32E+03   2.33E+01   1.09E+00   1.00    C173900800084 
       19.0       45.1   1.88E+03   1.89E+01   1.10E+00   1.01    C173900800085 
       19.0       47.6   1.50E+03   1.52E+01   1.07E+00   1.02    C173900800086 
       19.0       50.1   1.21E+03   1.24E+01   1.05E+00   1.02    C173900800087 
       19.0       52.6   9.86E+02   1.02E+01   1.02E+00   1.03    C173900800088 
       19.0       55.1   7.82E+02   8.17E+00   9.57E-01   1.05    C173900800089 
       19.0       57.7   6.23E+02   6.61E+00   8.96E-01   1.06    C173900800090 
       19.0       60.2   4.95E+02   5.35E+00   8.28E-01   1.08    C173900800091 
       19.0       62.6   4.00E+02   4.42E+00   7.73E-01   1.11    C173900800092 
       19.0       65.2   3.23E+02   3.65E+00   7.17E-01   1.13    C173900800093 
       19.0       67.6   2.59E+02   3.02E+00   6.56E-01   1.17    C173900800094 
       19.0       70.2   2.10E+02   2.53E+00   6.02E-01   1.21    C173900800095 
       19.0       72.6   1.69E+02   2.12E+00   5.46E-01   1.26    C173900800096 
       19.0       75.2   1.38E+02   1.79E+00   4.99E-01   1.30    C173900800097 
       19.0       77.6   1.12E+02   1.55E+00   4.53E-01   1.38    C173900800098 
       19.0       80.2   9.21E+01   1.32E+00   4.12E-01   1.44    C173900800099 
       19.0       82.6   7.56E+01   1.14E+00   3.73E-01   1.51    C173900800100 
       19.0       85.1   6.25E+01   1.00E+00   3.39E-01   1.60    C173900800101 
       19.0       87.6   5.21E+01   8.88E-01   3.09E-01   1.71    C173900800102 
       19.0       90.1   4.31E+01   7.87E-01   2.79E-01   1.83    C173900800103 
       19.0       92.6   3.72E+01   7.18E-01   2.61E-01   1.93    C173900800104 
       19.0       95.2   2.98E+01   4.04E-01   2.27E-01   1.35    C173900800105 
       19.0       97.7   2.52E+01   3.62E-01   2.07E-01   1.44    C173900800106 
       19.0      100.2   2.10E+01   3.16E-01   1.86E-01   1.50    C173900800107 
       19.0      102.7   1.81E+01   2.89E-01   1.71E-01   1.60    C173900800108 
       19.0      105.2   1.56E+01   2.56E-01   1.57E-01   1.64    C173900800109 
       19.0      107.7   1.39E+01   2.56E-01   1.50E-01   1.84    C173900800110 
       19.0      110.2   1.19E+01   2.31E-01   1.36E-01   1.94    C173900800111 
       19.0      112.7   1.03E+01   2.10E-01   1.24E-01   2.05    C173900800112 
       19.0      115.2   9.20E+00   2.01E-01   1.17E-01   2.18    C173900800113 
       19.0      117.7   7.70E+00   1.77E-01   1.03E-01   2.30    C173900800114 
       19.0      120.3   7.08E+00   1.68E-01   1.00E-01   2.37    C173900800115 
       19.0      122.8   6.12E+00   1.54E-01   9.05E-02   2.52    C173900800116 
       19.0      125.2   5.40E+00   1.44E-01   8.35E-02   2.67    C173900800117 
       19.0      127.7   4.82E+00   1.35E-01   7.77E-02   2.80    C173900800118 
       19.0      130.2   4.42E+00   1.29E-01   7.42E-02   2.93    C173900800119 
       19.0      132.8   4.08E+00   1.25E-01   7.12E-02   3.06    C173900800120 
       19.0      135.2   3.68E+00   1.19E-01   6.64E-02   3.24    C173900800121 
       19.0      137.8   3.37E+00   1.11E-01   6.29E-02   3.30    C173900800122 
       19.0      140.3   3.18E+00   1.11E-01   6.11E-02   3.48    C173900800123 
       19.0      142.8   2.79E+00   1.01E-01   5.53E-02   3.60    C173900800124 
       19.0      145.2   2.62E+00   9.70E-02   5.33E-02   3.70    C173900800125 
       19.0      147.8   2.57E+00   9.65E-02   5.36E-02   3.75    C173900800126 
       19.0      150.2   2.31E+00   9.16E-02   4.92E-02   3.97    C173900800127 
       19.0      152.7   2.10E+00   8.73E-02   4.57E-02   4.16    C173900800128 
       19.0      155.2   1.94E+00   8.37E-02   4.30E-02   4.32    C173900800129 
       19.0      157.7   1.89E+00   8.22E-02   4.26E-02   4.35    C173900800130 
       19.0      160.2   1.73E+00   7.86E-02   3.97E-02   4.53    C173900800131 
       19.0      162.7   1.85E+00   8.22E-02   4.30E-02   4.44    C173900800132 
       19.0      165.2   1.79E+00   8.16E-02   4.21E-02   4.55    C173900800133 
       22.0       15.3   8.75E+04   8.80E+02   1.00E+00   1.01    C173900800134 
       22.0       22.8   1.67E+04   1.65E+02   9.22E-01    .990   C173900800135 
       22.0       25.3   1.16E+04   1.14E+02   9.65E-01    .989   C173900800136 
       22.0       27.8   8.21E+03   8.11E+01   9.90E-01    .988   C173900800137 
       22.0       30.3   6.28E+03   6.21E+01   1.06E+00    .989   C173900800138 
       22.0       32.7   4.81E+03   4.74E+01   1.10E+00    .984   C173900800139 
       22.0       35.3   3.66E+03   3.60E+01   1.12E+00    .985   C173900800140 
       22.0       37.7   2.66E+03   2.62E+01   1.05E+00    .986   C173900800141 
       22.0       40.2   1.99E+03   1.96E+01   1.01E+00    .988   C173900800142 
       22.0       42.7   1.47E+03   1.45E+01   9.36E-01    .990   C173900800143 
       22.0       45.3   1.09E+03   1.08E+01   8.59E-01    .993   C173900800144 
       22.0       47.7   7.92E+02   7.90E+00   7.65E-01    .997   C173900800145 
       22.0       50.2   5.86E+02   5.88E+00   6.84E-01   1.00    C173900800146 
       22.0       52.7   4.37E+02   4.41E+00   6.09E-01   1.01    C173900800147 
       22.0       55.2   3.22E+02   3.28E+00   5.32E-01   1.02    C173900800148 
       22.0       57.8   2.43E+02   2.50E+00   4.71E-01   1.03    C173900800149 
       22.0       60.3   1.83E+02   1.91E+00   4.13E-01   1.05    C173900800150 
       22.0       62.7   1.39E+02   1.48E+00   3.63E-01   1.07    C173900800151 
       22.0       65.3   1.06E+02   1.15E+00   3.17E-01   1.09    C173900800152 
       22.0       67.8   8.24E+01   9.23E-01   2.81E-01   1.12    C173900800153 
       22.0       70.3   6.40E+01   7.39E-01   2.47E-01   1.16    C173900800154 
       22.0       72.8   4.92E+01   5.93E-01   2.14E-01   1.20    C173900800155 
       22.0       75.3   3.90E+01   4.86E-01   1.90E-01   1.25    C173900800156 
       22.0       77.8   3.00E+01   3.98E-01   1.63E-01   1.33    C173900800157 
       22.0       80.3   2.45E+01   3.38E-01   1.47E-01   1.38    C173900800158 
       22.0       82.7   1.94E+01   2.84E-01   1.29E-01   1.47    C173900800159 
       22.0       85.3   1.62E+01   2.50E-01   1.19E-01   1.54    C173900800160 
       22.0       87.7   1.27E+01   2.12E-01   1.01E-01   1.67    C173900800161 
       22.0       90.3   1.04E+01   1.86E-01   9.05E-02   1.79    C173900800162 
       22.0       92.7   8.19E+00   1.60E-01   7.74E-02   1.96    C173900800163 
       22.0       95.2   6.86E+00   8.99E-02   7.00E-02   1.31    C173900800164 
       22.0       97.7   5.74E+00   7.94E-02   6.32E-02   1.38    C173900800165 
       22.0      100.2   4.73E+00   6.84E-02   5.60E-02   1.45    C173900800166 
       22.0      102.7   4.12E+00   6.29E-02   5.23E-02   1.53    C173900800167 
       22.0      105.2   3.49E+00   5.50E-02   4.73E-02   1.58    C173900800168 
       22.0      107.7   2.98E+00   5.26E-02   4.30E-02   1.77    C173900800169 
       22.0      110.2   2.40E+00   4.56E-02   3.67E-02   1.90    C173900800170 
       22.0      112.7   2.03E+00   4.11E-02   3.29E-02   2.03    C173900800171 
       22.0      115.2   1.67E+00   3.72E-02   2.87E-02   2.22    C173900800172 
       22.0      117.7   1.51E+00   3.44E-02   2.72E-02   2.28    C173900800173 
       22.0      120.3   1.36E+00   3.22E-02   2.58E-02   2.36    C173900800174 
       22.0      122.8   1.26E+00   3.08E-02   2.51E-02   2.44    C173900800175 
       22.0      125.2   1.16E+00   2.94E-02   2.40E-02   2.54    C173900800176 
       22.0      127.8   9.99E-01   2.70E-02   2.16E-02   2.70    C173900800177 
       22.0      130.3   8.87E-01   2.54E-02   2.00E-02   2.86    C173900800178 
       22.0      132.8   7.23E-01   2.29E-02   1.69E-02   3.17    C173900800179 
       22.0      135.3   6.50E-01   2.18E-02   1.57E-02   3.36    C173900800180 
       22.0      137.8   5.73E-01   1.99E-02   1.43E-02   3.48    C173900800181 
       22.0      140.3   5.48E-01   2.00E-02   1.41E-02   3.65    C173900800182 
       22.0      142.8   5.17E-01   1.89E-02   1.37E-02   3.66    C173900800183 
       22.0      145.3   4.66E-01   1.78E-02   1.27E-02   3.82    C173900800184 
       22.0      147.8   4.71E-01   1.80E-02   1.32E-02   3.82    C173900800185 
       22.0      150.2   4.59E-01   1.79E-02   1.31E-02   3.89    C173900800186 
       22.0      152.7   4.32E-01   1.74E-02   1.26E-02   4.02    C173900800187 
       22.0      155.2   4.01E-01   1.67E-02   1.19E-02   4.16    C173900800188 
       22.0      157.7   3.60E-01   1.57E-02   1.09E-02   4.35    C173900800189 
       22.0      160.2   3.31E-01   1.50E-02   1.02E-02   4.54    C173900800190 
       22.0      162.7   3.11E-01   1.47E-02   9.69E-03   4.72    C173900800191 
       22.0      165.2   3.09E-01   1.48E-02   9.75E-03   4.78    C173900800192 
       24.5       15.1   7.30E+04   7.34E+02   1.00E+00   1.01    C173900800193 
       24.5       22.7   1.46E+04   1.52E+02   9.99E-01   1.04    C173900800194 
       24.5       25.2   1.04E+04   1.09E+02   1.07E+00   1.05    C173900800195 
       24.5       27.7   7.43E+03   8.00E+01   1.11E+00   1.08    C173900800196 
       24.5       30.2   5.35E+03   5.97E+01   1.12E+00   1.12    C173900800197 
       24.5       32.8   3.65E+03   3.60E+01   1.04E+00    .987   C173900800198 
       24.5       35.3   2.58E+03   2.55E+01   9.76E-01    .989   C173900800199 
       24.5       37.8   1.78E+03   1.76E+01   8.75E-01    .991   C173900800200 
       24.5       40.3   1.24E+03   1.23E+01   7.78E-01    .996   C173900800201 
       24.5       42.8   8.33E+02   8.35E+00   6.59E-01   1.00    C173900800202 
       24.5       45.3   5.87E+02   5.94E+00   5.76E-01   1.01    C173900800203 
       24.5       47.8   4.15E+02   4.25E+00   4.97E-01   1.02    C173900800204 
       24.5       50.3   3.02E+02   3.14E+00   4.37E-01   1.04    C173900800205 
       24.5       52.8   2.13E+02   2.27E+00   3.68E-01   1.07    C173900800206 
       24.5       55.3   1.47E+02   1.61E+00   3.01E-01   1.10    C173900800207 
       24.5       57.8   1.07E+02   1.22E+00   2.58E-01   1.14    C173900800208 
       24.5       60.3   8.05E+01   9.51E-01   2.26E-01   1.18    C173900800209 
       24.5       62.7   6.11E+01   7.58E-01   1.97E-01   1.24    C173900800210 
       24.5       65.3   4.60E+01   6.04E-01   1.71E-01   1.31    C173900800211 
       24.5       67.8   3.34E+01   4.75E-01   1.41E-01   1.42    C173900800212 
       24.5       70.3   2.42E+01   3.79E-01   1.16E-01   1.57    C173900800213 
       24.5       72.8   1.93E+01   3.27E-01   1.04E-01   1.70    C173900800214 
       24.5       75.3   1.53E+01   2.76E-01   9.27E-02   1.81    C173900800215 
       24.5       77.8   1.18E+01   2.40E-01   7.97E-02   2.03    C173900800216 
       24.5       80.3   9.51E+00   2.06E-01   7.10E-02   2.16    C173900800217 
       24.5       82.8   7.12E+00   1.73E-01   5.87E-02   2.43    C173900800218 
       24.5       85.3   5.57E+00   1.51E-01   5.05E-02   2.71    C173900800219 
       24.5       87.8   4.32E+00   1.31E-01   4.28E-02   3.04    C173900800220 
       24.5       90.3   3.44E+00   1.16E-01   3.71E-02   3.39    C173900800221 
       24.5       92.8   3.08E+00   1.10E-01   3.61E-02   3.57    C173900800222 
       24.5       95.1   2.44E+00   4.01E-02   3.07E-02   1.65    C173900800223 
       24.5       97.6   2.06E+00   3.57E-02   2.80E-02   1.74    C173900800224 
       24.5      100.1   1.66E+00   3.09E-02   2.43E-02   1.86    C173900800225 
       24.5      102.6   1.37E+00   2.79E-02   2.14E-02   2.04    C173900800226 
       24.5      105.1   1.13E+00   2.43E-02   1.90E-02   2.15    C173900800227 
       24.5      107.6   9.47E-01   2.32E-02   1.69E-02   2.45    C173900800228 
       24.5      110.1   7.80E-01   2.07E-02   1.48E-02   2.65    C173900800229 
       24.5      112.6   6.11E-01   1.81E-02   1.23E-02   2.95    C173900800230 
       24.5      115.1   5.92E-01   1.81E-02   1.25E-02   3.06    C173900800231 
       24.5      117.6   5.24E-01   1.66E-02   1.17E-02   3.17    C173900800232 
       24.5      120.1   4.56E-01   1.53E-02   1.07E-02   3.36    C173900800233 
       24.5      122.6   3.88E-01   1.40E-02   9.53E-03   3.61    C173900800234 
       24.5      125.1   3.29E-01   1.29E-02   8.45E-03   3.92    C173900800235 
       24.5      127.6   2.72E-01   1.16E-02   7.28E-03   4.28    C173900800236 
       24.5      130.1   2.43E-01   1.11E-02   6.76E-03   4.55    C173900800237 
       24.5      132.6   2.37E-01   1.10E-02   6.85E-03   4.66    C173900800238 
       24.5      135.1   2.25E-01   1.09E-02   6.72E-03   4.84    C173900800239 
       24.5      137.6   1.92E-01   9.77E-03   5.95E-03   5.08    C173900800240 
       24.5      140.1   1.97E-01   1.02E-02   6.29E-03   5.17    C173900800241 
       24.5      142.6   1.91E-01   9.78E-03   6.29E-03   5.11    C173900800242 
       24.5      145.1   1.62E-01   8.94E-03   5.47E-03   5.52    C173900800243 
       24.5      147.6   1.35E-01   8.17E-03   4.66E-03   6.06    C173900800244 
       24.5      150.1   1.25E-01   7.90E-03   4.42E-03   6.33    C173900800245 
       24.5      152.6   1.16E-01   7.65E-03   4.21E-03   6.57    C173900800246 
       24.5      155.1   1.15E-01   7.60E-03   4.23E-03   6.61    C173900800247 
       24.5      157.6   1.06E-01   7.27E-03   3.99E-03   6.83    C173900800248 
       24.5      160.1   1.02E-01   7.13E-03   3.89E-03   6.97    C173900800249 
       24.5      162.6   9.95E-02   7.11E-03   3.84E-03   7.14    C173900800250 
       24.5      165.1   8.74E-02   6.72E-03   3.41E-03   7.68    C173900800251 
       24.5      167.6   1.01E-01   7.10E-03   4.00E-03   7.00    C173900800252 
       27.0       15.1   6.07E+04   6.11E+02   1.00E+00   1.01    C173900800253 
       27.0       22.8   1.42E+04   1.48E+02   1.19E+00   1.04    C173900800254 
       27.0       25.3   9.76E+03   1.03E+02   1.24E+00   1.06    C173900800255 
       27.0       27.8   6.17E+03   6.76E+01   1.13E+00   1.10    C173900800256 
       27.0       30.3   4.02E+03   4.67E+01   1.03E+00   1.16    C173900800257 
       27.0       32.8   2.68E+03   2.64E+01   9.29E-01    .986   C173900800258 
       27.0       35.3   1.80E+03   1.78E+01   8.30E-01    .988   C173900800259 
       27.0       37.8   1.12E+03   1.11E+01   6.73E-01    .991   C173900800260 
       27.0       40.3   7.29E+02   7.26E+00   5.58E-01    .997   C173900800261 
       27.0       42.8   4.93E+02   4.95E+00   4.75E-01   1.00    C173900800262 
       27.0       45.3   3.50E+02   3.54E+00   4.17E-01   1.01    C173900800263 
       27.0       47.8   2.32E+02   2.38E+00   3.38E-01   1.03    C173900800264 
       27.0       50.3   1.55E+02   1.63E+00   2.74E-01   1.05    C173900800265 
       27.0       52.8   1.07E+02   1.16E+00   2.25E-01   1.08    C173900800266 
       27.0       55.3   7.67E+01   8.56E-01   1.91E-01   1.12    C173900800267 
       27.0       57.8   5.82E+01   6.70E-01   1.71E-01   1.15    C173900800268 
       27.0       60.3   4.11E+01   4.99E-01   1.40E-01   1.22    C173900800269 
       27.0       62.8   2.88E+01   3.76E-01   1.13E-01   1.31    C173900800270 
       27.0       65.3   2.12E+01   2.96E-01   9.56E-02   1.40    C173900800271 
       27.0       67.8   1.62E+01   2.44E-01   8.31E-02   1.51    C173900800272 
       27.0       70.3   1.24E+01   2.05E-01   7.27E-02   1.65    C173900800273 
       27.0       72.8   8.87E+00   1.66E-01   5.82E-02   1.87    C173900800274 
       27.0       75.3   6.61E+00   1.35E-01   4.86E-02   2.05    C173900800275 
       27.0       77.8   5.09E+00   1.18E-01   4.17E-02   2.33    C173900800276 
       27.0       80.3   4.25E+00   1.04E-01   3.86E-02   2.45    C173900800277 
       27.0       82.8   3.34E+00   9.05E-02   3.34E-02   2.71    C173900800278 
       27.0       85.3   2.47E+00   7.68E-02   2.72E-02   3.11    C173900800279 
       27.0       87.8   1.82E+00   6.54E-02   2.19E-02   3.60    C173900800280 
       27.0       90.3   1.39E+00   5.68E-02   1.82E-02   4.10    C173900800281 
       27.0       92.8   1.12E+00   5.07E-02   1.59E-02   4.54    C173900800282 
       27.0       95.1   1.07E+00   1.58E-02   1.64E-02   1.48    C173900800283 
       27.0       97.6   9.16E-01   1.41E-02   1.51E-02   1.54    C173900800284 
       27.0      100.1   7.11E-01   1.17E-02   1.26E-02   1.65    C173900800285 
       27.0      102.6   5.10E-01   9.63E-03   9.71E-03   1.89    C173900800286 
       27.0      105.1   3.78E-01   7.79E-03   7.67E-03   2.06    C173900800287 
       27.0      107.6   3.18E-01   7.28E-03   6.89E-03   2.29    C173900800288 
       27.0      110.1   3.01E-01   7.02E-03   6.90E-03   2.34    C173900800289 
       27.0      112.6   2.89E-01   6.87E-03   7.03E-03   2.38    C173900800290 
       27.0      115.1   2.45E-01   6.37E-03   6.29E-03   2.60    C173900800291 
       27.0      117.6   1.97E-01   5.52E-03   5.32E-03   2.80    C173900800292 
       27.0      120.1   1.52E-01   4.75E-03   4.32E-03   3.12    C173900800293 
       27.0      122.6   1.22E-01   4.21E-03   3.64E-03   3.45    C173900800294 
       27.0      125.0   9.46E-02   3.69E-03   2.94E-03   3.90    C173900800295 
       27.0      127.6   9.76E-02   3.75E-03   3.17E-03   3.84    C173900800296 
       27.0      130.1   1.01E-01   3.85E-03   3.41E-03   3.81    C173900800297 
       27.0      132.6   9.52E-02   3.77E-03   3.34E-03   3.96    C173900800298 
       27.0      135.1   8.30E-02   3.54E-03   3.02E-03   4.27    C173900800299 
       27.0      137.6   7.13E-02   3.19E-03   2.68E-03   4.48    C173900800300 
       27.0      140.1   5.65E-02   2.91E-03   2.19E-03   5.16    C173900800301 
       27.0      142.6   4.62E-02   2.56E-03   1.84E-03   5.53    C173900800302 
       27.0      145.1   4.43E-02   2.49E-03   1.81E-03   5.62    C173900800303 
       27.0      147.6   4.01E-02   2.38E-03   1.68E-03   5.93    C173900800304 
       27.0      150.1   4.28E-02   2.47E-03   1.84E-03   5.78    C173900800305 
       27.0      152.6   4.35E-02   2.50E-03   1.91E-03   5.75    C173900800306 
       27.0      155.1   4.45E-02   2.53E-03   1.99E-03   5.69    C173900800307 
       27.0      157.5   4.21E-02   2.45E-03   1.92E-03   5.82    C173900800308 
       27.0      160.0   4.01E-02   2.39E-03   1.85E-03   5.96    C173900800309 
       27.0      162.6   3.03E-02   2.09E-03   1.42E-03   6.91    C173900800310 
       27.0      165.0   2.90E-02   2.07E-03   1.38E-03   7.12    C173900800311 
       27.0      167.5   3.02E-02   2.07E-03   1.45E-03   6.85    C173900800312 
ENDDATA            299          0                                 C173900800313 
ENDSUBENT          312          0                                 C173900899999 
SUBENT        C1739009   20130426                             C130C173900900001 
BIB                  4          8                                 C173900900002 
REACTION  1(50-SN-118(A,EL)50-SN-118,,DA)                         C173900900003 
          2(50-SN-118(A,EL)50-SN-118,,DA,,RTH)                    C173900900004 
SAMPLE     (50-SN-118,ENR=0.97) Target in oxide form SnO2 with    C173900900005 
                                 thickness of 250 - 280 mu-g/cm2  C173900900006 
STATUS     (TABLE) Data presented in fig. 9 of the main reference C173900900007 
                   sent by author (W.P.T)                         C173900900008 
HISTORY    (20120331C) S.H.                                       C173900900009 
           (20130426A) On. Uncertainty in Rutherford ratio revisedC173900900010 
ENDBIB               8          0                                 C173900900011 
NOCOMMON             0          0                                 C173900900012 
DATA                 6        300                                 C173900900013 
EN         ANG        DATA      1ERR-T     1DATA      2ERR-T     2C173900900014 
MEV        ADEG       MB/SR      MB/SR      NO-DIM     PER-CENT   C173900900015 
       17.0       15.1   1.40E+05   1.41E+03   1.00E+00   1.01    C173900900016 
       17.0       22.6   2.92E+04   3.07E+02   1.02E+00   1.05    C173900900017 
       17.0       25.1   1.99E+04   2.14E+02   1.05E+00   1.08    C173900900018 
       17.0       27.6   1.35E+04   1.50E+02   1.03E+00   1.11    C173900900019 
       17.0       30.1   9.52E+03   1.11E+02   1.02E+00   1.17    C173900900020 
       17.0       32.5   6.87E+03   6.91E+01   9.97E-01   1.01    C173900900021 
       17.0       35.0   5.22E+03   5.30E+01   1.01E+00   1.02    C173900900022 
       17.0       37.5   3.96E+03   4.06E+01   9.98E-01   1.03    C173900900023 
       17.0       40.0   3.18E+03   3.31E+01   1.03E+00   1.04    C173900900024 
       17.0       42.5   2.56E+03   2.69E+01   1.04E+00   1.05    C173900900025 
       17.0       45.0   2.11E+03   2.25E+01   1.06E+00   1.07    C173900900026 
       17.0       47.5   1.74E+03   1.89E+01   1.07E+00   1.08    C173900900027 
       17.0       50.0   1.46E+03   1.61E+01   1.09E+00   1.10    C173900900028 
       17.0       52.5   1.22E+03   1.38E+01   1.08E+00   1.13    C173900900029 
       17.0       55.0   1.02E+03   1.17E+01   1.07E+00   1.15    C173900900030 
       17.0       57.5   8.66E+02   1.02E+01   1.07E+00   1.18    C173900900031 
       17.0       60.0   7.20E+02   8.76E+00   1.04E+00   1.22    C173900900032 
       17.0       62.5   6.13E+02   7.70E+00   1.02E+00   1.26    C173900900033 
       17.0       65.0   5.09E+02   6.64E+00   9.76E-01   1.30    C173900900034 
       17.0       67.5   4.22E+02   5.77E+00   9.22E-01   1.37    C173900900035 
       17.0       70.1   3.56E+02   5.11E+00   8.83E-01   1.43    C173900900036 
       17.0       72.5   3.00E+02   4.54E+00   8.36E-01   1.51    C173900900037 
       17.0       75.1   2.51E+02   3.95E+00   7.84E-01   1.57    C173900900038 
       17.0       77.5   2.13E+02   3.59E+00   7.41E-01   1.69    C173900900039 
       17.0       80.0   1.87E+02   3.24E+00   7.21E-01   1.74    C173900900040 
       17.0       82.5   1.56E+02   2.88E+00   6.65E-01   1.84    C173900900041 
       17.0       85.0   1.33E+02   2.61E+00   6.23E-01   1.96    C173900900042 
       17.0       87.5   1.12E+02   2.35E+00   5.72E-01   2.11    C173900900043 
       17.0       90.0   9.55E+01   2.15E+00   5.33E-01   2.25    C173900900044 
       17.0       92.5   8.33E+01   1.99E+00   5.05E-01   2.39    C173900900045 
       17.0       95.1   7.18E+01   9.30E-01   4.71E-01   1.30    C173900900046 
       17.0       97.6   6.20E+01   8.30E-01   4.40E-01   1.34    C173900900047 
       17.0      100.1   5.31E+01   7.34E-01   4.04E-01   1.38    C173900900048 
       17.0      102.6   4.77E+01   6.88E-01   3.89E-01   1.44    C173900900049 
       17.0      105.1   4.20E+01   6.16E-01   3.65E-01   1.47    C173900900050 
       17.0      107.6   3.65E+01   5.81E-01   3.38E-01   1.60    C173900900051 
       17.0      110.1   3.15E+01   5.25E-01   3.10E-01   1.67    C173900900052 
       17.0      112.6   2.85E+01   4.92E-01   2.97E-01   1.72    C173900900053 
       17.0      115.1   2.56E+01   4.65E-01   2.82E-01   1.82    C173900900054 
       17.0      117.6   2.30E+01   4.27E-01   2.66E-01   1.86    C173900900055 
       17.0      120.1   2.00E+01   3.89E-01   2.43E-01   1.95    C173900900056 
       17.0      122.6   1.80E+01   3.64E-01   2.29E-01   2.02    C173900900057 
       17.0      125.1   1.63E+01   3.44E-01   2.17E-01   2.11    C173900900058 
       17.0      127.6   1.57E+01   3.36E-01   2.18E-01   2.14    C173900900059 
       17.0      130.1   1.39E+01   3.14E-01   2.01E-01   2.26    C173900900060 
       17.0      132.6   1.26E+01   3.00E-01   1.90E-01   2.37    C173900900061 
       17.0      135.1   1.15E+01   2.87E-01   1.79E-01   2.49    C173900900062 
       17.0      137.6   1.11E+01   2.74E-01   1.77E-01   2.48    C173900900063 
       17.0      140.1   9.87E+00   2.63E-01   1.63E-01   2.67    C173900900064 
       17.0      142.6   1.03E+01   2.64E-01   1.75E-01   2.56    C173900900065 
       17.0      145.1   8.59E+00   2.37E-01   1.50E-01   2.76    C173900900066 
       17.0      147.6   8.13E+00   2.31E-01   1.46E-01   2.84    C173900900067 
       17.0      150.1   7.99E+00   2.30E-01   1.46E-01   2.87    C173900900068 
       17.0      152.6   7.28E+00   2.18E-01   1.36E-01   3.00    C173900900069 
       17.0      155.1   7.04E+00   2.14E-01   1.34E-01   3.05    C173900900070 
       17.0      157.6   7.07E+00   2.14E-01   1.37E-01   3.03    C173900900071 
       17.0      160.1   6.81E+00   2.10E-01   1.34E-01   3.08    C173900900072 
