ENTRY            E2651   20200528                             E126E265100000001 
SUBENT        E2651001   20200528                             E126E265100100001 
BIB                 12         24                                 E265100100002 
TITLE      Low-energy-threshold detector for measuring proton     E265100100003 
           spectra at several tens of MeV using Bragg curve       E265100100004 
           spectroscopy                                           E265100100005 
AUTHOR     (Y.Yamaguchi, T.Sanami, Y.Koba, Y.Uozumi)              E265100100006 
INSTITUTE  (2JPNKYU)                                              E265100100007 
           (2JPNKEK)                                              E265100100008 
           (2JPNIRS)                                              E265100100009 
REFERENCE  (J,NIM/A,953,163158,2020)                              E265100100010 
PART-DET   (P)                                                    E265100100011 
INC-SOURCE Beam intensity is less than 15 nA.                     E265100100012 
METHOD     (EDE)                                                  E265100100013 
FACILITY   (CYCLO,2JPNIRS)                                        E265100100014 
DETECTOR   (IOCH,SIBAR,BGO)                                       E265100100015 
ERR-ANALYS (ERR-1,,10.) entrance window inhomogeneity (<10%)      E265100100016 
           (ERR-2,,5.) particle misidentification (<5%)           E265100100017 
           (ERR-3) beam current (2%)                              E265100100018 
           (ERR-4) target thickness (5%)                          E265100100019 
           (ERR-5) solid angle (5%)                               E265100100020 
           (ERR-S) Statistical uncertainty                        E265100100021 
STATUS     (TABLE) Data received by an email from the authors     E265100100022 
           (APRVD) Approved by Yuji Yamaguchi (2020-03-13)        E265100100023 
HISTORY    (20200312R) On. Received by e-mail from Yuji           E265100100024 
                       Yamaguchi.                                 E265100100025 
           (20200313C) On                                         E265100100026 
ENDBIB              24          0                                 E265100100027 
COMMON               3          3                                 E265100100028 
ERR-3      ERR-4      ERR-5                                       E265100100029 
PER-CENT   PER-CENT   PER-CENT                                    E265100100030 
 2.         5.         5.                                         E265100100031 
ENDCOMMON            3          0                                 E265100100032 
ENDSUBENT           31          0                                 E265100199999 
SUBENT        E2651002   20200528                             E126E265100200001 
BIB                  3          5                                 E265100200002 
REACTION   (6-C-0(P,X)1-H-1,,DA/DE)                               E265100200003 
EN-SEC     ANG is polar angle (lab.) between beam and proton      E265100200004 
           (E,P)                                                  E265100200005 
SAMPLE     - Chemical-form of target: polyethylene                E265100200006 
           - Target-thickness: 11 um thick                        E265100200007 
ENDBIB               5          0                                 E265100200008 
NOCOMMON             0          0                                 E265100200009 
DATA                 5        422                                 E265100200010 
EN         ANG        E          DATA       ERR-S                 E265100200011 
        70.       120.     31.500  0.160E+00  0.712E-02           E265100400321 
        70.       120.     32.500  0.136E+00  0.645E-02           E265100400322 
        70.       120.     33.500  0.139E+00  0.681E-02           E265100400323 
        70.       120.     34.500  0.109E+00  0.577E-02           E265100400324 
        70.       120.     35.500  0.962E-01  0.561E-02           E265100400325 
        70.       120.     36.500  0.920E-01  0.551E-02           E265100400326 
        70.       120.     37.500  0.811E-01  0.504E-02           E265100400327 
        70.       120.     38.500  0.764E-01  0.508E-02           E265100400328 
        70.       120.     39.500  0.748E-01  0.508E-02           E265100400329 
        70.       120.     40.500  0.577E-01  0.433E-02           E265100400330 
        70.       120.     41.500  0.427E-01  0.376E-02           E265100400331 
        70.       120.     42.500  0.465E-01  0.409E-02           E265100400332 
        70.       120.     43.500  0.397E-01  0.366E-02           E265100400333 
        70.       120.     44.500  0.330E-01  0.336E-02           E265100400334 
        70.       120.     45.500  0.291E-01  0.321E-02           E265100400335 
        70.       120.     46.500  0.256E-01  0.300E-02           E265100400336 
        70.       120.     47.500  0.230E-01  0.286E-02           E265100400337 
        70.       120.     48.500  0.215E-01  0.280E-02           E265100400338 
        70.       120.     49.500  0.185E-01  0.258E-02           E265100400339 
        70.       120.     50.500  0.155E-01  0.238E-02           E265100400340 
        70.       120.     51.500  0.129E-01  0.216E-02           E265100400341 
        70.       120.     52.500  0.112E-01  0.202E-02           E265100400342 
        70.       120.     53.500  0.920E-02  0.182E-02           E265100400343 
        70.       120.     54.500  0.930E-02  0.187E-02           E265100400344 
        70.       120.     55.500  0.587E-02  0.140E-02           E265100400345 
        70.       120.     56.500  0.436E-02  0.126E-02           E265100400346 
        70.       120.     57.500  0.421E-02  0.127E-02           E265100400347 
        70.       120.     58.500  0.681E-02  0.167E-02           E265100400348 
        70.       120.     59.500  0.282E-02  0.904E-03           E265100400349 
        70.       120.     60.500  0.434E-02  0.135E-02           E265100400350 
        70.       120.     61.500  0.378E-02  0.119E-02           E265100400351 
        70.       120.     62.500  0.275E-02  0.101E-02           E265100400352 
        70.       120.     63.500  0.260E-02  0.101E-02           E265100400353 
        70.       120.     64.500  0.308E-02  0.111E-02           E265100400354 
        70.       120.     65.500  0.312E-02  0.111E-02           E265100400355 
        70.       120.     66.500  0.863E-03  0.466E-03           E265100400356 
        70.       120.     67.500  0.811E-04  0.460E-04           E265100400357 
        70.       120.     68.500  0.278E-05  0.122E-05           E265100400358 
        70.       120.     69.500  0.408E-07  0.187E-07           E265100400359 
        70.       120.     70.500  0.228E-09  0.149E-09           E265100400360 
        70.       120.     71.500  0.365E-12  0.365E-12           E265100400361 
        70.       120.     72.500  0.000E+00  0.000E+00           E265100400362 
        70.       150.      1.700  0.239E+01  0.755E-01           E265100400363 
        70.       150.      1.900  0.319E+01  0.852E-01           E265100400364 
        70.       150.      3.250  0.421E+01  0.488E-01           E265100400365 
        70.       150.      3.750  0.562E+01  0.582E-01           E265100400366 
        70.       150.      4.250  0.665E+01  0.606E-01           E265100400367 
        70.       150.      4.750  0.712E+01  0.615E-01           E265100400368 
        70.       150.      5.250  0.723E+01  0.644E-01           E265100400369 
        70.       150.      5.750  0.697E+01  0.668E-01           E265100400370 
        70.       150.      6.250  0.656E+01  0.703E-01           E265100400371 
        70.       150.      6.750  0.556E+01  0.685E-01           E265100400372 
        70.       150.      8.500  0.350E+01  0.426E-01           E265100400373 
        70.       150.      9.500  0.288E+01  0.387E-01           E265100400374 
        70.       150.     10.500  0.228E+01  0.350E-01           E265100400375 
        70.       150.     11.500  0.172E+01  0.306E-01           E265100400376 
        70.       150.     12.500  0.138E+01  0.281E-01           E265100400377 
        70.       150.     13.500  0.123E+01  0.276E-01           E265100400378 
        70.       150.     14.500  0.894E+00  0.231E-01           E265100400379 
        70.       150.     15.500  0.894E+00  0.237E-01           E265100400380 
        70.       150.     16.500  0.648E+00  0.204E-01           E265100400381 
        70.       150.     17.500  0.523E+00  0.190E-01           E265100400382 
        70.       150.     18.500  0.454E+00  0.182E-01           E265100400383 
        70.       150.     19.500  0.413E+00  0.176E-01           E265100400384 
        70.       150.     20.500  0.340E+00  0.159E-01           E265100400385 
        70.       150.     21.500  0.312E+00  0.157E-01           E265100400386 
        70.       150.     22.500  0.293E+00  0.151E-01           E265100400387 
        70.       150.     23.500  0.251E+00  0.141E-01           E265100400388 
        70.       150.     24.500  0.221E+00  0.134E-01           E265100400389 
        70.       150.     25.500  0.191E+00  0.126E-01           E265100400390 
        70.       150.     26.500  0.153E+00  0.111E-01           E265100400391 
        70.       150.     27.500  0.147E+00  0.114E-01           E265100400392 
        70.       150.     28.500  0.126E+00  0.104E-01           E265100400393 
        70.       150.     29.500  0.128E+00  0.108E-01           E265100400394 
        70.       150.     30.500  0.102E+00  0.935E-02           E265100400395 
        70.       150.     31.500  0.926E-01  0.919E-02           E265100400396 
        70.       150.     32.500  0.804E-01  0.853E-02           E265100400397 
        70.       150.     33.500  0.700E-01  0.804E-02           E265100400398 
        70.       150.     34.500  0.606E-01  0.753E-02           E265100400399 
        70.       150.     35.500  0.575E-01  0.750E-02           E265100400400 
        70.       150.     36.500  0.666E-01  0.810E-02           E265100400401 
        70.       150.     37.500  0.647E-01  0.781E-02           E265100400402 
        70.       150.     38.500  0.421E-01  0.607E-02           E265100400403 
        70.       150.     39.500  0.338E-01  0.572E-02           E265100400404 
        70.       150.     40.500  0.362E-01  0.610E-02           E265100400405 
        70.       150.     41.500  0.269E-01  0.504E-02           E265100400406 
        70.       150.     42.500  0.237E-01  0.488E-02           E265100400407 
        70.       150.     43.500  0.249E-01  0.501E-02           E265100400408 
        70.       150.     44.500  0.166E-01  0.394E-02           E265100400409 
        70.       150.     45.500  0.160E-01  0.410E-02           E265100400410 
        70.       150.     46.500  0.149E-01  0.391E-02           E265100400411 
        70.       150.     47.500  0.149E-01  0.394E-02           E265100400412 
        70.       150.     48.500  0.484E-02  0.181E-02           E265100400413 
        70.       150.     49.500  0.803E-02  0.306E-02           E265100400414 
        70.       150.     50.500  0.506E-02  0.219E-02           E265100400415 
        70.       150.     51.500  0.818E-02  0.306E-02           E265100400416 
        70.       150.     52.500  0.506E-02  0.219E-02           E265100400417 
        70.       150.     53.500  0.446E-02  0.218E-02           E265100400418 
        70.       150.     54.500  0.566E-02  0.251E-02           E265100400419 
        70.       150.     55.500  0.337E-02  0.179E-02           E265100400420 
        70.       150.     56.500  0.294E-02  0.178E-02           E265100400421 
        70.       150.     57.500  0.171E-02  0.129E-02           E265100400422 
        70.       150.     58.500  0.401E-02  0.221E-02           E265100400423 
        70.       150.     59.500  0.593E-03  0.244E-03           E265100400424 
        70.       150.     60.500  0.210E-04  0.579E-05           E265100400425 
        70.       150.     61.500  0.297E-06  0.787E-07           E265100400426 
        70.       150.     62.500  0.174E-08  0.625E-09           E265100400427 
        70.       150.     63.500  0.301E-11  0.174E-11           E265100400428 
        70.       150.     64.500  0.129E-02  0.129E-02           E265100400429 
        70.       150.     65.500  0.179E-03  0.131E-03           E265100400430 
        70.       150.     66.500  0.579E-05  0.281E-05           E265100400431 
        70.       150.     67.500  0.747E-07  0.347E-07           E265100400432 
        70.       150.     68.500  0.415E-09  0.262E-09           E265100400433 
        70.       150.     69.500  0.679E-12  0.679E-12           E265100400434 
        70.       150.     70.500  0.000E+00  0.000E+00           E265100400435 
ENDDATA            425          0                                 E265100400436 
ENDSUBENT          435          0                                 E265100499999 
SUBENT        E2651005   20200528                             E126E265100500001 
BIB                  3          5                                 E265100500002 
REACTION   (79-AU-197(P,X)1-H-1,,DA/DE)                           E265100500003 
EN-SEC     ANG is polar angle (lab.) between beam and proton      E265100500004 
           (E,P)                                                  E265100500005 
SAMPLE     - Chemical-form of target is element.                  E265100500006 
           - Target-thickness: 0.5 um thick                       E265100500007 
ENDBIB               5          0                                 E265100500008 
NOCOMMON             0          0                                 E265100500009 
DATA                 5        405                                 E265100500010 
EN         ANG        E          DATA       ERR-S                 E265100500011 
MEV        ADEG       MEV        MB/SR/MEV  MB/SR/MEV             E265100500012 
        40.        15.      4.750  0.887E+00  0.489E+00           E265100500013 
        40.        15.      5.250  0.109E+01  0.503E+00           E265100500014 
        40.        15.      5.750  0.107E+01  0.538E+00           E265100500015 
        40.        15.      6.250  0.108E+01  0.594E+00           E265100500016 
        40.        15.      6.750  0.276E+01  0.674E+00           E265100500017 
        40.        15.      9.500  0.113E+02  0.429E+00           E265100500018 
        40.        15.     10.500  0.144E+02  0.441E+00           E265100500019 
        40.        15.     11.500  0.171E+02  0.442E+00           E265100500020 
        40.        15.     12.500  0.201E+02  0.451E+00           E265100500021 
        40.        60.      0.250  0.000E+00  0.000E+00           E265100500022 
        40.        60.      0.750  0.000E+00  0.000E+00           E265100500023 
        40.        60.      1.250  0.000E+00  0.000E+00           E265100500024 
        40.        60.      1.750  0.000E+00  0.000E+00           E265100500025 
        40.        60.      2.250  0.000E+00  0.000E+00           E265100500026 
        40.        60.      2.750  0.000E+00  0.000E+00           E265100500027 
        40.        60.      3.250  0.000E+00  0.000E+00           E265100500028 
        40.        60.      3.750  0.000E+00  0.000E+00           E265100500029 
        40.        60.      4.250  0.000E+00  0.000E+00           E265100500030 
        40.        60.      4.750  0.827E-01  0.204E-01           E265100500031 
        40.        60.      5.250  0.126E+00  0.262E-01           E265100500032 
        40.        60.      5.750  0.184E+00  0.245E-01           E265100500033 
        40.        60.      6.250  0.255E+00  0.320E-01           E265100500034 
        40.        60.      6.750  0.342E+00  0.561E-01           E265100500035 
        40.        60.      7.250  0.539E+00  0.782E-01           E265100500036 
        40.        60.      7.750  0.651E+00  0.840E-01           E265100500037 
        40.        60.      9.500  0.960E+00  0.447E-01           E265100500038 
        40.        60.     10.500  0.138E+01  0.526E-01           E265100500039 
        40.        60.     11.500  0.151E+01  0.522E-01           E265100500040 
        40.        60.     12.500  0.165E+01  0.568E-01           E265100500041 
        40.        60.     13.500  0.172E+01  0.880E-01           E265100500042 
        40.        60.     14.500  0.176E+01  0.876E-01           E265100500043 
        40.        60.     15.500  0.183E+01  0.899E-01           E265100500044 
        40.        60.     16.500  0.200E+01  0.989E-01           E265100500045 
        40.        60.     17.500  0.236E+01  0.726E-01           E265100500046 
        40.        60.     18.500  0.222E+01  0.689E-01           E265100500047 
        40.        60.     19.500  0.234E+01  0.730E-01           E265100500048 
        40.        60.     20.500  0.219E+01  0.709E-01           E265100500049 
        40.        60.     21.500  0.230E+01  0.747E-01           E265100500050 
        40.        60.     22.500  0.228E+01  0.743E-01           E265100500051 
        40.        60.     23.500  0.231E+01  0.747E-01           E265100500052 
        40.        60.     24.500  0.230E+01  0.759E-01           E265100500053 
        40.        60.     25.500  0.236E+01  0.793E-01           E265100500054 
        40.        60.     26.500  0.224E+01  0.751E-01           E265100500055 
        40.        60.     27.500  0.204E+01  0.739E-01           E265100500056 
        40.        60.     28.500  0.188E+01  0.693E-01           E265100500057 
        40.        60.     29.500  0.187E+01  0.697E-01           E265100500058 
        40.        60.     30.500  0.179E+01  0.680E-01           E265100500059 
        40.        60.     31.500  0.176E+01  0.680E-01           E265100500060 
        40.        60.     32.500  0.176E+01  0.693E-01           E265100500061 
        40.        60.     33.500  0.186E+01  0.718E-01           E265100500062 
        40.        60.     34.500  0.178E+01  0.714E-01           E265100500063 
        40.        60.     35.500  0.156E+01  0.655E-01           E265100500064 
        40.        60.     36.500  0.159E+01  0.668E-01           E265100500065 
        40.        60.     37.500  0.335E+01  0.101E+00           E265100500066 
        40.        60.     38.500  0.701E+01  0.148E+00           E265100500067 
        40.        60.     39.500  0.126E+02  0.199E+00           E265100500068 
        40.        60.     40.500  0.931E+01  0.157E+00           E265100500069 
        40.        60.     41.500  0.175E+01  0.381E-01           E265100500070 
        40.        60.     42.500  0.122E+00  0.755E-02           E265100500071 
        40.        60.     43.500  0.522E-02  0.926E-03           E265100500072 
        40.        60.     44.500  0.128E-03  0.266E-04           E265100500073 
        40.        60.     45.500  0.150E-05  0.379E-06           E265100500074 
        40.        60.     46.500  0.772E-08  0.248E-08           E265100500075 
        40.        60.     47.500  0.139E-10  0.801E-11           E265100500076 
        40.        60.     48.500  0.000E+00  0.000E+00           E265100500077 
        40.       120.      3.250  0.176E-01  0.108E-01           E265100500078 
        40.       120.      3.750  0.221E-01  0.131E-01           E265100500079 
        40.       120.      4.250  0.327E-01  0.121E-01           E265100500080 
        40.       120.      4.750  0.377E-01  0.121E-01           E265100500081 
        40.       120.      5.250  0.667E-01  0.139E-01           E265100500082 
        40.       120.      5.750  0.853E-01  0.181E-01           E265100500083 
        40.       120.      6.250  0.110E+00  0.204E-01           E265100500084 
        40.       120.      6.750  0.139E+00  0.185E-01           E265100500085 
        40.       120.      7.250  0.251E+00  0.502E-01           E265100500086 
        40.       120.      8.500  0.596E+00  0.234E-01           E265100500087 
        40.       120.      9.500  0.856E+00  0.282E-01           E265100500088 
        40.       120.     10.500  0.865E+00  0.334E-01           E265100500089 
        40.       120.     11.500  0.888E+00  0.334E-01           E265100500090 
        40.       120.     12.500  0.809E+00  0.313E-01           E265100500091 
        40.       120.     13.500  0.772E+00  0.421E-01           E265100500092 
        40.       120.     14.500  0.681E+00  0.394E-01           E265100500093 
        40.       120.     15.500  0.664E+00  0.245E-01           E265100500094 
        40.       120.     16.500  0.611E+00  0.237E-01           E265100500095 
        40.       120.     17.500  0.558E+00  0.226E-01           E265100500096 
        40.       120.     18.500  0.509E+00  0.213E-01           E265100500097 
        40.       120.     19.500  0.472E+00  0.209E-01           E265100500098 
        40.       120.     20.500  0.448E+00  0.200E-01           E265100500099 
        40.       120.     21.500  0.363E+00  0.182E-01           E265100500100 
        40.       120.     22.500  0.385E+00  0.183E-01           E265100500101 
        40.       120.     23.500  0.337E+00  0.178E-01           E265100500102 
        40.       120.     24.500  0.328E+00  0.170E-01           E265100500103 
        40.       120.     25.500  0.270E+00  0.153E-01           E265100500104 
        40.       120.     26.500  0.278E+00  0.156E-01           E265100500105 
        40.       120.     27.500  0.235E+00  0.143E-01           E265100500106 
        40.       120.     28.500  0.196E+00  0.136E-01           E265100500107 
        40.       120.     29.500  0.164E+00  0.120E-01           E265100500108 
        40.       120.     30.500  0.135E+00  0.109E-01           E265100500109 
        40.       120.     31.500  0.159E+00  0.118E-01           E265100500110 
        40.       120.     32.500  0.130E+00  0.106E-01           E265100500111 
        40.       120.     33.500  0.130E+00  0.106E-01           E265100500112 
        40.       120.     34.500  0.113E+00  0.105E-01           E265100500113 
        40.       120.     35.500  0.984E-01  0.931E-02           E265100500114 
        40.       120.     36.500  0.674E-01  0.769E-02           E265100500115 
        40.       120.     37.500  0.574E-01  0.711E-02           E265100500116 
        40.       120.     38.500  0.144E+00  0.113E-01           E265100500117 
        40.       120.     39.500  0.374E+00  0.183E-01           E265100500118 
        40.       120.     40.500  0.222E-01  0.417E-02           E265100500119 
        40.       120.     41.500  0.136E-03  0.291E-04           E265100500120 
        40.       120.     42.500  0.000E+00  0.000E+00           E265100500121 
        40.       150.      3.250  0.431E-01  0.110E-01           E265100500122 
        40.       150.      3.750  0.393E-01  0.135E-01           E265100500123 
        40.       150.      4.250  0.380E-01  0.119E-01           E265100500124 
        40.       150.      4.750  0.276E-01  0.130E-01           E265100500125 
        40.       150.      5.250  0.556E-01  0.135E-01           E265100500126 
        40.       150.      5.750  0.836E-01  0.141E-01           E265100500127 
        40.       150.      6.250  0.112E+00  0.159E-01           E265100500128 
        40.       150.      6.750  0.197E+00  0.233E-01           E265100500129 
        40.       150.      7.250  0.219E+00  0.237E-01           E265100500130 
        40.       150.      7.750  0.357E+00  0.346E-01           E265100500131 
        40.       150.      8.500  0.639E+00  0.255E-01           E265100500132 
        40.       150.      9.500  0.833E+00  0.286E-01           E265100500133 
        40.       150.     10.500  0.721E+00  0.263E-01           E265100500134 
        40.       150.     11.500  0.644E+00  0.249E-01           E265100500135 
        40.       150.     12.500  0.639E+00  0.244E-01           E265100500136 
        40.       150.     13.500  0.563E+00  0.237E-01           E265100500137 
        40.       150.     14.500  0.551E+00  0.227E-01           E265100500138 
        40.       150.     15.500  0.485E+00  0.225E-01           E265100500139 
        40.       150.     16.500  0.445E+00  0.210E-01           E265100500140 
        40.       150.     17.500  0.429E+00  0.203E-01           E265100500141 
        40.       150.     18.500  0.373E+00  0.190E-01           E265100500142 
        40.       150.     19.500  0.350E+00  0.187E-01           E265100500143 
        40.       150.     20.500  0.305E+00  0.166E-01           E265100500144 
        40.       150.     21.500  0.247E+00  0.151E-01           E265100500145 
        40.       150.     22.500  0.275E+00  0.160E-01           E265100500146 
        40.       150.     23.500  0.219E+00  0.146E-01           E265100500147 
        40.       150.     24.500  0.194E+00  0.140E-01           E265100500148 
        40.       150.     25.500  0.182E+00  0.128E-01           E265100500149 
        40.       150.     26.500  0.135E+00  0.110E-01           E265100500150 
        40.       150.     27.500  0.170E+00  0.132E-01           E265100500151 
        40.       150.     28.500  0.119E+00  0.110E-01           E265100500152 
        40.       150.     29.500  0.963E-01  0.926E-02           E265100500153 
        40.       150.     30.500  0.892E-01  0.963E-02           E265100500154 
        40.       150.     31.500  0.753E-01  0.826E-02           E265100500155 
        40.       150.     32.500  0.689E-01  0.790E-02           E265100500156 
        40.       150.     33.500  0.624E-01  0.753E-02           E265100500157 
        40.       150.     34.500  0.605E-01  0.741E-02           E265100500158 
        40.       150.     35.500  0.478E-01  0.658E-02           E265100500159 
        40.       150.     36.500  0.385E-01  0.591E-02           E265100500160 
        40.       150.     37.500  0.358E-01  0.569E-02           E265100500161 
        40.       150.     38.500  0.796E-01  0.852E-02           E265100500162 
        40.       150.     39.500  0.219E+00  0.141E-01           E265100500163 
        40.       150.     40.500  0.118E-01  0.316E-02           E265100500164 
        40.       150.     41.500  0.437E-04  0.127E-04           E265100500165 
        40.       150.     42.500  0.000E+00  0.000E+00           E265100500166 
        70.        15.      4.250  0.130E+01  0.205E+00           E265100500167 
        70.        15.      4.750  0.101E+01  0.215E+00           E265100500168 
        70.        15.      5.250  0.144E+01  0.198E+00           E265100500169 
        70.        15.      5.750  0.171E+01  0.259E+00           E265100500170 
        70.        15.      6.250  0.171E+01  0.253E+00           E265100500171 
        70.        15.      6.750  0.145E+01  0.343E+00           E265100500172 
        70.        15.      7.250  0.186E+01  0.280E+00           E265100500173 
        70.        15.      7.750  0.250E+01  0.325E+00           E265100500174 
        70.        15.      9.500  0.170E+01  0.214E+00           E265100500175 
        70.        15.     10.500  0.237E+01  0.221E+00           E265100500176 
        70.        15.     11.500  0.328E+01  0.199E+00           E265100500177 
        70.        15.     12.500  0.338E+01  0.187E+00           E265100500178 
        70.        15.     13.500  0.380E+01  0.209E+00           E265100500179 
        70.        15.     14.500  0.415E+01  0.212E+00           E265100500180 
        70.        60.      0.250  0.000E+00  0.000E+00           E265100500181 
        70.        60.      0.750  0.000E+00  0.000E+00           E265100500182 
        70.        60.      1.250  0.000E+00  0.000E+00           E265100500183 
        70.        60.      1.750  0.000E+00  0.000E+00           E265100500184 
        70.        60.      2.250  0.000E+00  0.000E+00           E265100500185 
        70.        60.      2.750  0.232E+00  0.452E-01           E265100500186 
        70.        60.      3.250  0.306E+00  0.525E-01           E265100500187 
        70.        60.      3.750  0.289E+00  0.565E-01           E265100500188 
        70.        60.      4.250  0.260E+00  0.556E-01           E265100500189 
        70.        60.      4.750  0.301E+00  0.629E-01           E265100500190 
        70.        60.      5.250  0.399E+00  0.708E-01           E265100500191 
        70.        60.      5.750  0.388E+00  0.787E-01           E265100500192 
        70.        60.      6.250  0.658E+00  0.753E-01           E265100500193 
        70.        60.      6.750  0.674E+00  0.958E-01           E265100500194 
        70.        60.      7.250  0.573E+00  0.109E+00           E265100500195 
        70.        60.      7.750  0.708E+00  0.111E+00           E265100500196 
        70.        60.      9.500  0.101E+01  0.691E-01           E265100500197 
        70.        60.     10.500  0.134E+01  0.787E-01           E265100500198 
        70.        60.     11.500  0.157E+01  0.787E-01           E265100500199 
        70.        60.     12.500  0.137E+01  0.927E-01           E265100500200 
        70.        60.     13.500  0.155E+01  0.969E-01           E265100500201 
        70.        60.     14.500  0.164E+01  0.101E+00           E265100500202 
        70.        60.     15.500  0.195E+01  0.109E+00           E265100500203 
        70.        60.     16.500  0.189E+01  0.106E+00           E265100500204 
        70.        60.     17.500  0.199E+01  0.110E+00           E265100500205 
        70.        60.     18.500  0.219E+01  0.114E+00           E265100500206 
        70.        60.     19.500  0.219E+01  0.114E+00           E265100500207 
        70.        60.     20.500  0.224E+01  0.118E+00           E265100500208 
        70.        60.     21.500  0.242E+01  0.120E+00           E265100500209 
        70.        60.     22.500  0.259E+01  0.124E+00           E265100500210 
        70.        60.     23.500  0.238E+01  0.120E+00           E265100500211 
        70.        60.     24.500  0.257E+01  0.123E+00           E265100500212 
        70.        60.     25.500  0.268E+01  0.127E+00           E265100500213 
        70.        60.     26.500  0.278E+01  0.127E+00           E265100500214 
        70.        60.     27.500  0.239E+01  0.123E+00           E265100500215 
        70.        60.     28.500  0.256E+01  0.125E+00           E265100500216 
        70.        60.     29.500  0.262E+01  0.125E+00           E265100500217 
        70.        60.     30.500  0.264E+01  0.126E+00           E265100500218 
        70.        60.     31.500  0.260E+01  0.124E+00           E265100500219 
        70.        60.     32.500  0.261E+01  0.126E+00           E265100500220 
        70.        60.     33.500  0.256E+01  0.123E+00           E265100500221 
        70.        60.     34.500  0.240E+01  0.122E+00           E265100500222 
        70.        60.     35.500  0.280E+01  0.130E+00           E265100500223 
        70.        60.     36.500  0.239E+01  0.122E+00           E265100500224 
        70.        60.     37.500  0.230E+01  0.119E+00           E265100500225 
        70.        60.     38.500  0.224E+01  0.119E+00           E265100500226 
        70.        60.     39.500  0.234E+01  0.120E+00           E265100500227 
        70.        60.     40.500  0.221E+01  0.117E+00           E265100500228 
        70.        60.     41.500  0.230E+01  0.119E+00           E265100500229 
        70.        60.     42.500  0.219E+01  0.118E+00           E265100500230 
        70.        60.     43.500  0.199E+01  0.111E+00           E265100500231 
        70.        60.     44.500  0.213E+01  0.115E+00           E265100500232 
        70.        60.     45.500  0.213E+01  0.115E+00           E265100500233 
        70.        60.     46.500  0.170E+01  0.105E+00           E265100500234 
        70.        60.     47.500  0.189E+01  0.109E+00           E265100500235 
        70.        60.     48.500  0.192E+01  0.110E+00           E265100500236 
        70.        60.     49.500  0.168E+01  0.105E+00           E265100500237 
        70.        60.     50.500  0.191E+01  0.111E+00           E265100500238 
        70.        60.     51.500  0.159E+01  0.103E+00           E265100500239 
        70.        60.     52.500  0.149E+01  0.998E-01           E265100500240 
        70.        60.     53.500  0.171E+01  0.104E+00           E265100500241 
        70.        60.     54.500  0.137E+01  0.919E-01           E265100500242 
        70.        60.     55.500  0.133E+01  0.908E-01           E265100500243 
        70.        60.     56.500  0.126E+01  0.882E-01           E265100500244 
        70.        60.     57.500  0.106E+01  0.843E-01           E265100500245 
        70.        60.     58.500  0.106E+01  0.792E-01           E265100500246 
        70.        60.     59.500  0.955E+00  0.733E-01           E265100500247 
        70.        60.     60.500  0.100E+01  0.916E-01           E265100500248 
        70.        60.     61.500  0.865E+00  0.854E-01           E265100500249 
        70.        60.     62.500  0.801E+00  0.825E-01           E265100500250 
        70.        60.     63.500  0.783E+00  0.818E-01           E265100500251 
        70.        60.     64.500  0.769E+00  0.818E-01           E265100500252 
        70.        60.     65.500  0.720E+00  0.793E-01           E265100500253 
        70.        60.     66.500  0.576E+00  0.701E-01           E265100500254 
        70.        60.     67.500  0.751E+00  0.823E-01           E265100500255 
        70.        60.     68.500  0.141E+01  0.114E+00           E265100500256 
        70.        60.     69.500  0.288E+01  0.164E+00           E265100500257 
        70.        60.     70.500  0.185E+01  0.124E+00           E265100500258 
        70.        60.     71.500  0.335E+00  0.387E-01           E265100500259 
        70.        60.     72.500  0.222E-01  0.343E-02           E265100500260 
        70.        60.     73.500  0.507E-03  0.626E-04           E265100500261 
        70.        60.     74.500  0.481E-05  0.601E-06           E265100500262 
        70.        60.     75.500  0.185E-07  0.283E-08           E265100500263 
        70.        60.     76.500  0.246E-10  0.657E-11           E265100500264 
        70.        60.     77.500  0.000E+00  0.000E+00           E265100500265 
        70.       120.      2.100  0.466E-01  0.273E-01           E265100500266 
        70.       120.      3.750  0.517E-01  0.879E-02           E265100500267 
        70.       120.      4.250  0.570E-01  0.905E-02           E265100500268 
        70.       120.      4.750  0.677E-01  0.983E-02           E265100500269 
        70.       120.      5.250  0.788E-01  0.111E-01           E265100500270 
        70.       120.      5.750  0.847E-01  0.121E-01           E265100500271 
        70.       120.      6.250  0.171E+00  0.215E-01           E265100500272 
        70.       120.      6.750  0.188E+00  0.202E-01           E265100500273 
        70.       120.      7.250  0.246E+00  0.336E-01           E265100500274 
        70.       120.      7.750  0.374E+00  0.498E-01           E265100500275 
        70.       120.      8.250  0.429E+00  0.477E-01           E265100500276 
        70.       120.      8.500  0.563E+00  0.336E-01           E265100500277 
        70.       120.      9.500  0.815E+00  0.349E-01           E265100500278 
        70.       120.     10.500  0.821E+00  0.347E-01           E265100500279 
        70.       120.     11.500  0.720E+00  0.330E-01           E265100500280 
        70.       120.     12.500  0.708E+00  0.328E-01           E265100500281 
        70.       120.     13.500  0.720E+00  0.298E-01           E265100500282 
        70.       120.     14.500  0.720E+00  0.297E-01           E265100500283 
        70.       120.     15.500  0.673E+00  0.283E-01           E265100500284 
        70.       120.     16.500  0.564E+00  0.277E-01           E265100500285 
        70.       120.     17.500  0.569E+00  0.277E-01           E265100500286 
