ENTRY            E1986   20130309                             E074E198600000001 
SUBENT        E1986001   20130309                             E074E198600100001 
BIB                 15         42                                 E198600100002 
TITLE      Measurement of neutron emission spectra in Li(d,xn)    E198600100003 
           reaction with thick and thin targets for 40-MeV        E198600100004 
           deuterons                                              E198600100005 
AUTHOR     (M.Hagiwara, T.Itoga, N.Kawata, N.Hirabayashi, T.Oishi,E198600100006 
            T.Yamauchi, M.Baba, M.Sugimoto, T.Muroga)             E198600100007 
INSTITUTE  (2JPNTOH) Cyclotron and Radioisotope Center            E198600100008 
           (2JPNJAE)                                              E198600100009 
           (2JPNNIF)                                              E198600100010 
REFERENCE  (J,FST,48,(3),1320,200511)                             E198600100011 
PART-DET   (N)                                                    E198600100012 
INC-SOURCE Beam intensity is 0.1 to 20 nA.                        E198600100013 
SAMPLE     - Target is natural.                                   E198600100014 
           - Chemical-form of target is element.                  E198600100015 
           - Physical-form of target is solid.                    E198600100016 
           - Backing-thickness: 30-mm diameter x 21.4-mm          E198600100017 
             thickness (thick target) and 30-mm diameter x        E198600100018 
             0.86-mm thickness (thin target)                      E198600100019 
METHOD     (TOF) Flight path of 11/3.45 m for high/low energy     E198600100020 
                 region                                           E198600100021 
FACILITY   (ISOCY,2JPNTOH) AVF cyclotron at Cyclotron and         E198600100022 
                           Radioisotope Center                    E198600100023 
DETECTOR   Solid angle of detector is less than 0.17 msr.         E198600100024 
           (SCIN) To detect neutrons emitted from targets (NE213) E198600100025 
CORRECTION Correction were performed for the effects of (a)       E198600100026 
           neutron attenuation in target and (b) neutron          E198600100027 
           attenuation in the air and the wall of target chamber. E198600100028 
ERR-ANALYS (ERR-1) Uncertainty of detector efficiency with the    E198600100029 
                   SCINFUL-R code                                 E198600100030 
           (ERR-2,,10.) Maximum uncertainty of attenuation in     E198600100031 
                        target (larger at backward angles and     E198600100032 
                        ranged up to 20% at low energy (<8 MeV)   E198600100033 
                        and generally several percent for the air E198600100034 
                        and chamber wall.) (<10%)                 E198600100035 
           (ERR-S,,10.) Maximum statistical uncertainty (larger   E198600100036 
                        than 20% at the highest energy (>40 MeV)) E198600100037 
                        (<10%)                                    E198600100038 
ADD-RES    (N-SPC) Neutron energy spectra from thin lithium       E198600100039 
                   target (Fig.10, p1326 in reference)            E198600100040 
STATUS     (APRVD) Proofread by Masayuki Hagiwara (2006.05.31)    E198600100041 
HISTORY    (20060530R) On. Received by e-mail from M.Hagiwara     E198600100042 
           (20060531C) Kc + On                                    E198600100043 
           (20130205A) MA. 004: REL-REF corrected                 E198600100044 
ENDBIB              42          0                                 E198600100045 
COMMON               1          3                                 E198600100046 
ERR-1                                                             E198600100047 
PER-CENT                                                          E198600100048 
 6.                                                               E198600100049 
ENDCOMMON            3          0                                 E198600100050 
ENDSUBENT           49          0                                 E198600199999 
SUBENT        E1986002   20070208                             E042E198600200001 
BIB                  5         13                                 E198600200002 
REL-REF    (A,,M.J.Saltmarsh+,J,NIM,145,81,1977)                  E198600200003 
           Good agreement with the present data on the whole up   E198600200004 
           to 40 MeV, but their data at 0 deg are rather smaller  E198600200005 
           than the present data and a little bit larger at other E198600200006 
           angles except for the data at 45 deg.                  E198600200007 
REACTION   (3-LI-0(D,X)0-NN-1,,TTY/PY/DA/DE)                      E198600200008 
EN-SEC     ANG is polar angle between beam and neutron in         E198600200009 
           laboratory system                                      E198600200010 
           (E,N)                                                  E198600200011 
ADD-RES    (COMP) Monte-Carlo method (Monte Carlo codes McDeLi,   E198600200012 
                  McDeLicious and MCNPX)                          E198600200013 
STATUS     (TABLE) Data (Fig.5, p1324 in reference) received by   E198600200014 
                   e-mail from M.Hagiwara (2006.05.30)            E198600200015 
ENDBIB              13          0                                 E198600200016 
COMMON               2          3                                 E198600200017 
EN         ANG-RSL                                                E198600200018 
MEV        ADEG                                                   E198600200019 
 40.        0.5                                                   E198600200020 
ENDCOMMON            3          0                                 E198600200021 
DATA                 5        769                                 E198600200022 
ANG        E          E-ERR      DATA       ERR-T                 E198600200023 
 10.        4.          9.465E-02  6.636E+00  6.752E-01           E198600500141 
 10.        4.1         9.811E-02  6.503E+00  6.606E-01           E198600500142 
 10.        4.2         1.016E-01  6.518E+00  6.597E-01           E198600500143 
 10.        4.3         1.052E-01  6.666E+00  6.710E-01           E198600500144 
 10.        4.4         1.087E-01  6.197E+00  6.253E-01           E198600500145 
 10.        4.5         1.124E-01  5.930E+00  5.986E-01           E198600500146 
 10.        4.6         1.160E-01  5.987E+00  6.028E-01           E198600500147 
 10.        4.7         1.197E-01  5.907E+00  5.944E-01           E198600500148 
 10.        4.8         1.235E-01  5.876E+00  5.910E-01           E198600500149 
 10.        4.9         1.273E-01  5.924E+00  5.954E-01           E198600500150 
 10.        5.          1.311E-01  4.870E+00  4.545E-01           E198600500151 
 10.        6.          1.713E-01  4.915E+00  4.593E-01           E198600500152 
 10.        7.          9.243E-02  5.202E+00  4.863E-01           E198600500153 
 10.        8.          1.122E-01  5.975E+00  5.573E-01           E198600500154 
 10.        9.          1.332E-01  6.652E+00  6.187E-01           E198600500155 
 10.        10.         1.553E-01  7.593E+00  7.022E-01           E198600500156 
 10.        11.         1.786E-01  9.110E+00  8.388E-01           E198600500157 
 10.        12.         2.030E-01  1.063E+01  9.741E-01           E198600500158 
 10.        13.         2.284E-01  1.156E+01  1.054E+00           E198600500159 
 10.        14.         2.549E-01  1.347E+01  1.224E+00           E198600500160 
 10.        15.         2.823E-01  1.579E+01  1.428E+00           E198600500161 
 10.        16.         3.107E-01  1.766E+01  1.593E+00           E198600500162 
 10.        17.         3.399E-01  1.857E+01  1.671E+00           E198600500163 
 10.        18.         3.701E-01  1.850E+01  1.661E+00           E198600500164 
 10.        19.         4.012E-01  1.868E+01  1.674E+00           E198600500165 
 10.        20.         4.331E-01  1.763E+01  1.577E+00           E198600500166 
 10.        21.         4.658E-01  1.676E+01  1.497E+00           E198600500167 
 10.        22.         4.994E-01  1.467E+01  1.310E+00           E198600500168 
 10.        23.         5.338E-01  1.360E+01  1.214E+00           E198600500169 
 10.        24.         5.689E-01  1.259E+01  1.123E+00           E198600500170 
 10.        25.         6.049E-01  1.140E+01  1.018E+00           E198600500171 
 10.        26.         6.416E-01  1.093E+01  9.764E-01           E198600500172 
 10.        27.         6.790E-01  1.019E+01  9.109E-01           E198600500173 
 10.        28.         7.172E-01  9.393E+00  8.418E-01           E198600500174 
 10.        29.         7.562E-01  9.131E+00  8.196E-01           E198600500175 
 10.        30.         7.958E-01  7.924E+00  7.151E-01           E198600500176 
 10.        31.         8.362E-01  7.138E+00  6.470E-01           E198600500177 
 10.        32.         8.772E-01  5.870E+00  5.384E-01           E198600500178 
 10.        33.         9.190E-01  4.642E+00  4.346E-01           E198600500179 
 10.        34.         9.614E-01  3.591E+00  3.465E-01           E198600500180 
 10.        35.         1.005E+00  2.777E+00  2.792E-01           E198600500181 
 10.        36.         1.048E+00  2.182E+00  2.316E-01           E198600500182 
 10.        37.         1.093E+00  1.714E+00  1.958E-01           E198600500183 
 10.        38.         1.138E+00  1.064E+00  1.460E-01           E198600500184 
 10.        39.         1.184E+00  5.989E-01  1.160E-01           E198600500185 
 15.        1.1         1.341E-02  1.420E+01  1.682E+00           E198600500186 
 15.        1.1         1.526E-02  1.362E+01  1.664E+00           E198600500187 
 15.        1.2         1.719E-02  1.304E+01  1.655E+00           E198600500188 
 15.        1.3         1.918E-02  1.194E+01  1.597E+00           E198600500189 
 15.        1.4         2.125E-02  1.164E+01  1.493E+00           E198600500190 
 15.        1.5         2.338E-02  1.127E+01  1.416E+00           E198600500191 
 15.        1.6         2.558E-02  1.037E+01  1.272E+00           E198600500192 
 15.        1.7         2.784E-02  1.023E+01  1.236E+00           E198600500193 
 15.        1.8         3.017E-02  1.028E+01  1.224E+00           E198600500194 
 15.        1.9         3.255E-02  9.728E+00  1.146E+00           E198600500195 
 15.        2.          3.499E-02  9.010E+00  1.055E+00           E198600500196 
 15.        2.1         3.750E-02  8.988E+00  1.044E+00           E198600500197 
 15.        2.2         4.005E-02  8.428E+00  9.724E-01           E198600500198 
 15.        2.3         4.267E-02  8.542E+00  9.729E-01           E198600500199 
 15.        2.4         4.533E-02  8.261E+00  9.351E-01           E198600500200 
 15.        2.5         4.805E-02  7.767E+00  8.765E-01           E198600500201 
 15.        2.6         5.082E-02  7.970E+00  8.898E-01           E198600500202 
 15.        2.7         5.365E-02  7.438E+00  8.296E-01           E198600500203 
 15.        2.8         5.652E-02  7.356E+00  8.164E-01           E198600500204 
 15.        2.9         5.944E-02  7.753E+00  8.503E-01           E198600500205 
 15.        3.          6.241E-02  7.761E+00  8.437E-01           E198600500206 
 15.        3.1         6.543E-02  7.568E+00  8.200E-01           E198600500207 
 15.        3.2         6.850E-02  7.345E+00  7.943E-01           E198600500208 
 15.        3.3         7.161E-02  7.435E+00  7.985E-01           E198600500209 
 15.        3.4         7.477E-02  7.058E+00  7.582E-01           E198600500210 
 15.        3.5         7.797E-02  7.010E+00  7.498E-01           E198600500211 
 15.        3.6         8.122E-02  6.494E+00  6.968E-01           E198600500212 
 15.        3.7         8.451E-02  6.949E+00  7.373E-01           E198600500213 
 15.        3.8         8.785E-02  7.010E+00  7.402E-01           E198600500214 
 15.        3.9         9.123E-02  7.148E+00  7.503E-01           E198600500215 
 15.        4.          9.465E-02  6.941E+00  7.276E-01           E198600500216 
 15.        4.1         9.811E-02  6.762E+00  7.086E-01           E198600500217 
 15.        4.2         1.016E-01  6.793E+00  7.092E-01           E198600500218 
 15.        4.3         1.052E-01  6.431E+00  6.729E-01           E198600500219 
 15.        4.4         1.087E-01  6.124E+00  6.423E-01           E198600500220 
 15.        4.5         1.124E-01  5.721E+00  6.032E-01           E198600500221 
 15.        4.6         1.160E-01  5.902E+00  6.191E-01           E198600500222 
 15.        4.7         1.197E-01  5.881E+00  6.165E-01           E198600500223 
 15.        4.8         1.235E-01  5.982E+00  6.258E-01           E198600500224 
 15.        4.9         1.273E-01  5.565E+00  5.887E-01           E198600500225 
 15.        5.          1.311E-01  4.974E+00  4.683E-01           E198600500226 
 15.        6.          1.713E-01  6.518E+00  6.031E-01           E198600500227 
 15.        7.          9.243E-02  5.678E+00  5.236E-01           E198600500228 
 15.        8.          1.122E-01  6.229E+00  5.727E-01           E198600500229 
 15.        9.          1.332E-01  6.218E+00  5.701E-01           E198600500230 
 15.        10.         1.553E-01  6.694E+00  6.118E-01           E198600500231 
 15.        11.         1.786E-01  6.907E+00  6.293E-01           E198600500232 
 15.        12.         2.030E-01  7.332E+00  6.666E-01           E198600500233 
 15.        13.         2.284E-01  7.995E+00  7.247E-01           E198600500234 
 15.        14.         2.549E-01  8.538E+00  7.720E-01           E198600500235 
 15.        15.         2.823E-01  9.001E+00  8.117E-01           E198600500236 
 15.        16.         3.107E-01  9.511E+00  8.557E-01           E198600500237 
 15.        17.         3.399E-01  1.003E+01  9.001E-01           E198600500238 
 15.        18.         3.701E-01  1.066E+01  9.552E-01           E198600500239 
 15.        19.         4.012E-01  1.108E+01  9.905E-01           E198600500240 
 15.        20.         4.331E-01  1.140E+01  1.017E+00           E198600500241 
 15.        21.         4.658E-01  1.155E+01  1.027E+00           E198600500242 
 15.        22.         4.994E-01  1.145E+01  1.017E+00           E198600500243 
 15.        23.         5.338E-01  1.116E+01  9.888E-01           E198600500244 
 15.        24.         5.689E-01  1.042E+01  9.217E-01           E198600500245 
 15.        25.         6.049E-01  9.697E+00  8.562E-01           E198600500246 
 15.        26.         6.416E-01  8.949E+00  7.888E-01           E198600500247 
 15.        27.         6.790E-01  8.461E+00  7.445E-01           E198600500248 
 15.        28.         7.172E-01  8.149E+00  7.160E-01           E198600500249 
 15.        29.         7.562E-01  8.136E+00  7.136E-01           E198600500250 
 15.        30.         7.958E-01  7.672E+00  6.719E-01           E198600500251 
 15.        31.         8.362E-01  6.419E+00  5.615E-01           E198600500252 
 15.        32.         8.772E-01  5.161E+00  4.512E-01           E198600500253 
 15.        33.         9.190E-01  4.051E+00  3.541E-01           E198600500254 
 15.        34.         9.614E-01  3.444E+00  3.009E-01           E198600500255 
 15.        35.         1.005E+00  3.041E+00  2.655E-01           E198600500256 
 15.        36.         1.048E+00  2.306E+00  2.016E-01           E198600500257 
 15.        37.         1.093E+00  1.300E+00  1.144E-01           E198600500258 
 15.        38.         1.138E+00  4.563E-01  4.148E-02           E198600500259 
 15.        39.         1.184E+00  2.447E-01  2.327E-02           E198600500260 
 15.        40.         1.230E+00  3.095E-01  2.882E-02           E198600500261 
 15.        41.         1.277E+00  3.123E-01  2.906E-02           E198600500262 
 15.        42.         1.325E+00  2.598E-01  2.456E-02           E198600500263 
 15.        43.         1.373E+00  1.946E-01  1.898E-02           E198600500264 
 15.        44.         1.422E+00  1.832E-01  1.800E-02           E198600500265 
 15.        45.         1.472E+00  2.089E-01  2.020E-02           E198600500266 
 15.        46.         1.522E+00  3.447E-01  3.176E-02           E198600500267 
 15.        47.         1.573E+00  5.251E-01  4.715E-02           E198600500268 
 15.        48.         1.624E+00  8.163E-01  7.194E-02           E198600500269 
 15.        49.         1.676E+00  1.127E+00  9.832E-02           E198600500270 
 15.        50.         1.729E+00  1.317E+00  1.144E-01           E198600500271 
 15.        51.         1.782E+00  1.206E+00  1.049E-01           E198600500272 
 15.        52.         1.835E+00  1.070E+00  9.330E-02           E198600500273 
 15.        53.         1.890E+00  7.928E-01  6.975E-02           E198600500274 
 15.        54.         1.945E+00  4.948E-01  4.445E-02           E198600500275 
 15.        55.         2.000E+00  2.964E-01  2.764E-02           E198600500276 
 20.        1.1         1.341E-02  1.436E+01  1.702E+00           E198600500277 
 20.        1.1         1.526E-02  1.297E+01  1.600E+00           E198600500278 
 20.        1.2         1.719E-02  1.164E+01  1.503E+00           E198600500279 
 20.        1.3         1.918E-02  1.164E+01  1.585E+00           E198600500280 
 20.        1.4         2.125E-02  1.153E+01  1.500E+00           E198600500281 
 20.        1.5         2.338E-02  1.075E+01  1.369E+00           E198600500282 
 20.        1.6         2.558E-02  1.018E+01  1.259E+00           E198600500283 
 20.        1.7         2.784E-02  1.019E+01  1.240E+00           E198600500284 
 20.        1.8         3.017E-02  9.881E+00  1.186E+00           E198600500285 
 20.        1.9         3.255E-02  9.532E+00  1.129E+00           E198600500286 
 20.        2.          3.499E-02  8.892E+00  1.043E+00           E198600500287 
 20.        2.1         3.750E-02  8.820E+00  1.025E+00           E198600500288 
 20.        2.2         4.005E-02  9.020E+00  1.035E+00           E198600500289 
 20.        2.3         4.267E-02  8.456E+00  9.604E-01           E198600500290 
 20.        2.4         4.533E-02  7.972E+00  8.989E-01           E198600500291 
 20.        2.5         4.805E-02  7.981E+00  8.917E-01           E198600500292 
 20.        2.6         5.082E-02  8.129E+00  8.994E-01           E198600500293 
 20.        2.7         5.365E-02  7.608E+00  8.375E-01           E198600500294 
 20.        2.8         5.652E-02  7.559E+00  8.269E-01           E198600500295 
 20.        2.9         5.944E-02  7.524E+00  8.161E-01           E198600500296 
 20.        3.          6.241E-02  7.566E+00  8.136E-01           E198600500297 
 20.        3.1         6.543E-02  7.316E+00  7.825E-01           E198600500298 
 20.        3.2         6.850E-02  7.344E+00  7.807E-01           E198600500299 
 20.        3.3         7.161E-02  7.063E+00  7.476E-01           E198600500300 
 20.        3.4         7.477E-02  7.128E+00  7.499E-01           E198600500301 
 20.        3.5         7.797E-02  7.157E+00  7.484E-01           E198600500302 
 20.        3.6         8.122E-02  6.832E+00  7.124E-01           E198600500303 
 20.        3.7         8.451E-02  6.628E+00  6.889E-01           E198600500304 
 20.        3.8         8.785E-02  6.807E+00  7.033E-01           E198600500305 
 20.        3.9         9.123E-02  6.710E+00  6.906E-01           E198600500306 
 20.        4.          9.465E-02  6.692E+00  6.855E-01           E198600500307 
 20.        4.1         9.811E-02  6.282E+00  6.434E-01           E198600500308 
 20.        4.2         1.016E-01  6.421E+00  6.542E-01           E198600500309 
 20.        4.3         1.052E-01  6.452E+00  6.544E-01           E198600500310 
 20.        4.4         1.087E-01  6.002E+00  6.091E-01           E198600500311 
 20.        4.5         1.124E-01  6.216E+00  6.272E-01           E198600500312 
 20.        4.6         1.160E-01  6.067E+00  6.114E-01           E198600500313 
 20.        4.7         1.197E-01  6.013E+00  6.047E-01           E198600500314 
 20.        4.8         1.235E-01  5.489E+00  5.545E-01           E198600500315 
 20.        4.9         1.273E-01  5.652E+00  5.693E-01           E198600500316 
 20.        5.          1.311E-01  4.877E+00  4.631E-01           E198600500317 
 20.        6.          1.713E-01  4.793E+00  4.552E-01           E198600500318 
 20.        7.          9.243E-02  4.994E+00  4.740E-01           E198600500319 
 20.        8.          1.122E-01  5.314E+00  5.037E-01           E198600500320 
 20.        9.          1.332E-01  5.936E+00  5.609E-01           E198600500321 
 20.        10.         1.553E-01  6.112E+00  5.754E-01           E198600500322 
 20.        11.         1.786E-01  7.139E+00  6.694E-01           E198600500323 
 20.        12.         2.030E-01  7.350E+00  6.871E-01           E198600500324 
 20.        13.         2.284E-01  7.270E+00  6.774E-01           E198600500325 
 20.        14.         2.549E-01  7.349E+00  6.824E-01           E198600500326 
 20.        15.         2.823E-01  8.111E+00  7.497E-01           E198600500327 
 20.        16.         3.107E-01  8.343E+00  7.690E-01           E198600500328 
 20.        17.         3.399E-01  8.375E+00  7.701E-01           E198600500329 
 20.        18.         3.701E-01  8.050E+00  7.388E-01           E198600500330 
 20.        19.         4.012E-01  7.862E+00  7.207E-01           E198600500331 
 20.        20.         4.331E-01  7.379E+00  6.754E-01           E198600500332 
 20.        21.         4.658E-01  6.586E+00  6.026E-01           E198600500333 
 20.        22.         4.994E-01  5.892E+00  5.393E-01           E198600500334 
 20.        23.         5.338E-01  5.195E+00  4.764E-01           E198600500335 
 20.        24.         5.689E-01  4.868E+00  4.469E-01           E198600500336 
 20.        25.         6.049E-01  4.430E+00  4.079E-01           E198600500337 
 20.        26.         6.416E-01  4.162E+00  3.847E-01           E198600500338 
 20.        27.         6.790E-01  4.053E+00  3.754E-01           E198600500339 
 20.        28.         7.172E-01  3.867E+00  3.597E-01           E198600500340 
 20.        29.         7.562E-01  3.617E+00  3.387E-01           E198600500341 
 20.        30.         7.958E-01  3.152E+00  2.989E-01           E198600500342 
 20.        31.         8.362E-01  3.013E+00  2.872E-01           E198600500343 
 20.        32.         8.772E-01  2.429E+00  2.378E-01           E198600500344 
 20.        33.         9.190E-01  2.043E+00  2.066E-01           E198600500345 
 20.        34.         9.614E-01  1.697E+00  1.788E-01           E198600500346 
 20.        35.         1.005E+00  1.428E+00  1.579E-01           E198600500347 
 20.        36.         1.048E+00  1.153E+00  1.372E-01           E198600500348 
 20.        37.         1.093E+00  8.434E-01  1.150E-01           E198600500349 
 20.        38.         1.138E+00  5.347E-01  9.328E-02           E198600500350 
 20.        39.         1.184E+00  5.296E-01  9.588E-02           E198600500351 
 20.        40.         1.230E+00  3.871E-01  8.935E-02           E198600500352 
 30.        1.1         1.341E-02  1.374E+01  1.766E+00           E198600500353 
 30.        1.1         1.526E-02  1.269E+01  1.703E+00           E198600500354 
 30.        1.2         1.719E-02  1.149E+01  1.622E+00           E198600500355 
 30.        1.3         1.918E-02  1.118E+01  1.676E+00           E198600500356 
 30.        1.4         2.125E-02  1.074E+01  1.532E+00           E198600500357 
 30.        1.5         2.338E-02  1.031E+01  1.435E+00           E198600500358 
 30.        1.6         2.558E-02  1.005E+01  1.352E+00           E198600500359 
 30.        1.7         2.784E-02  9.652E+00  1.277E+00           E198600500360 
 30.        1.8         3.017E-02  9.652E+00  1.257E+00           E198600500361 
 30.        1.9         3.255E-02  9.364E+00  1.200E+00           E198600500362 
 30.        2.          3.499E-02  8.591E+00  1.091E+00           E198600500363 
 30.        2.1         3.750E-02  8.771E+00  1.101E+00           E198600500364 
 30.        2.2         4.005E-02  8.535E+00  1.058E+00           E198600500365 
 30.        2.3         4.267E-02  8.244E+00  1.010E+00           E198600500366 
 30.        2.4         4.533E-02  8.069E+00  9.786E-01           E198600500367 
 30.        2.5         4.805E-02  7.877E+00  9.469E-01           E198600500368 
 30.        2.6         5.082E-02  7.872E+00  9.366E-01           E198600500369 
 30.        2.7         5.365E-02  7.503E+00  8.874E-01           E198600500370 
 30.        2.8         5.652E-02  7.359E+00  8.650E-01           E198600500371 
 30.        2.9         5.944E-02  7.472E+00  8.690E-01           E198600500372 
 30.        3.          6.241E-02  7.442E+00  8.573E-01           E198600500373 
 30.        3.1         6.543E-02  7.181E+00  8.228E-01           E198600500374 
 30.        3.2         6.850E-02  6.997E+00  7.979E-01           E198600500375 
 30.        3.3         7.161E-02  7.204E+00  8.141E-01           E198600500376 
 30.        3.4         7.477E-02  7.292E+00  8.182E-01           E198600500377 
 30.        3.5         7.797E-02  7.086E+00  7.914E-01           E198600500378 
 30.        3.6         8.122E-02  6.718E+00  7.486E-01           E198600500379 
 30.        3.7         8.451E-02  6.754E+00  7.482E-01           E198600500380 
 30.        3.8         8.785E-02  6.765E+00  7.455E-01           E198600500381 
 30.        3.9         9.123E-02  6.596E+00  7.244E-01           E198600500382 
 30.        4.          9.465E-02  6.457E+00  7.063E-01           E198600500383 
 30.        4.1         9.811E-02  6.426E+00  7.004E-01           E198600500384 
 30.        4.2         1.016E-01  6.441E+00  6.988E-01           E198600500385 
 30.        4.3         1.052E-01  6.322E+00  6.836E-01           E198600500386 
 30.        4.4         1.087E-01  5.831E+00  6.321E-01           E198600500387 
 30.        4.5         1.124E-01  5.899E+00  6.363E-01           E198600500388 
 30.        4.6         1.160E-01  5.907E+00  6.353E-01           E198600500389 
 30.        4.7         1.197E-01  6.015E+00  6.441E-01           E198600500390 
 30.        4.8         1.235E-01  5.769E+00  6.191E-01           E198600500391 
 30.        4.9         1.273E-01  5.779E+00  6.197E-01           E198600500392 
 30.        5.          1.311E-01  4.777E+00  4.728E-01           E198600500393 
 30.        6.          1.713E-01  6.035E+00  5.887E-01           E198600500394 
 30.        7.          9.243E-02  5.203E+00  5.053E-01           E198600500395 
 30.        8.          1.122E-01  5.657E+00  5.475E-01           E198600500396 
 30.        9.          1.332E-01  5.526E+00  5.328E-01           E198600500397 
 30.        10.         1.553E-01  5.798E+00  5.569E-01           E198600500398 
 30.        11.         1.786E-01  5.960E+00  5.702E-01           E198600500399 
 30.        12.         2.030E-01  6.330E+00  6.039E-01           E198600500400 
 30.        13.         2.284E-01  6.730E+00  6.397E-01           E198600500401 
 30.        14.         2.549E-01  7.002E+00  6.634E-01           E198600500402 
 30.        15.         2.823E-01  7.214E+00  6.812E-01           E198600500403 
 30.        16.         3.107E-01  7.134E+00  6.716E-01           E198600500404 
 30.        17.         3.399E-01  7.177E+00  6.739E-01           E198600500405 
 30.        18.         3.701E-01  7.014E+00  6.567E-01           E198600500406 
 30.        19.         4.012E-01  6.744E+00  6.299E-01           E198600500407 
 30.        20.         4.331E-01  6.278E+00  5.848E-01           E198600500408 
 30.        21.         4.658E-01  5.710E+00  5.302E-01           E198600500409 
 30.        22.         4.994E-01  5.124E+00  4.748E-01           E198600500410 
 30.        23.         5.338E-01  4.539E+00  4.196E-01           E198600500411 
 30.        24.         5.689E-01  3.913E+00  3.609E-01           E198600500412 
 30.        25.         6.049E-01  3.341E+00  3.075E-01           E198600500413 
 30.        26.         6.416E-01  2.848E+00  2.617E-01           E198600500414 
 30.        27.         6.790E-01  2.529E+00  2.319E-01           E198600500415 
 30.        28.         7.172E-01  2.287E+00  2.094E-01           E198600500416 
 30.        29.         7.562E-01  2.019E+00  1.846E-01           E198600500417 
 30.        30.         7.958E-01  1.685E+00  1.539E-01           E198600500418 
 30.        31.         8.362E-01  1.414E+00  1.290E-01           E198600500419 
 30.        32.         8.772E-01  1.199E+00  1.094E-01           E198600500420 
 30.        33.         9.190E-01  9.555E-01  8.723E-02           E198600500421 
 30.        34.         9.614E-01  8.625E-01  7.870E-02           E198600500422 
 30.        35.         1.005E+00  6.782E-01  6.201E-02           E198600500423 
 30.        36.         1.048E+00  3.758E-01  3.485E-02           E198600500424 
 30.        37.         1.093E+00  1.662E-01  1.612E-02           E198600500425 
 30.        38.         1.138E+00  1.450E-01  1.421E-02           E198600500426 
 30.        39.         1.184E+00  1.720E-01  1.659E-02           E198600500427 
 30.        40.         1.230E+00  1.747E-01  1.682E-02           E198600500428 
 30.        41.         1.277E+00  1.468E-01  1.435E-02           E198600500429 
 30.        42.         1.325E+00  1.226E-01  1.221E-02           E198600500430 
 30.        43.         1.373E+00  1.016E-01  1.036E-02           E198600500431 
 30.        44.         1.422E+00  1.085E-01  1.096E-02           E198600500432 
 30.        45.         1.472E+00  1.370E-01  1.344E-02           E198600500433 
 30.        46.         1.522E+00  1.912E-01  1.818E-02           E198600500434 
 30.        47.         1.573E+00  2.849E-01  2.640E-02           E198600500435 
 30.        48.         1.624E+00  3.829E-01  3.498E-02           E198600500436 
 30.        49.         1.676E+00  4.532E-01  4.109E-02           E198600500437 
 30.        50.         1.729E+00  4.423E-01  4.011E-02           E198600500438 
 30.        51.         1.782E+00  3.658E-01  3.339E-02           E198600500439 
 30.        52.         1.835E+00  2.578E-01  2.393E-02           E198600500440 
 30.        53.         1.890E+00  1.703E-01  1.630E-02           E198600500441 
 45.        1.1         1.341E-02  9.629E+00  1.245E+00           E198600500442 
 45.        1.1         1.526E-02  8.459E+00  1.142E+00           E198600500443 
 45.        1.2         1.719E-02  8.360E+00  1.181E+00           E198600500444 
 45.        1.3         1.918E-02  8.060E+00  1.209E+00           E198600500445 
 45.        1.4         2.125E-02  7.527E+00  1.076E+00           E198600500446 
 45.        1.5         2.338E-02  7.034E+00  9.825E-01           E198600500447 
 45.        1.6         2.558E-02  7.309E+00  9.838E-01           E198600500448 
 45.        1.7         2.784E-02  6.917E+00  9.164E-01           E198600500449 
 45.        1.8         3.017E-02  6.390E+00  8.362E-01           E198600500450 
 45.        1.9         3.255E-02  6.486E+00  8.337E-01           E198600500451 
 45.        2.          3.499E-02  5.878E+00  7.492E-01           E198600500452 
 45.        2.1         3.750E-02  6.048E+00  7.616E-01           E198600500453 
 45.        2.2         4.005E-02  5.628E+00  7.017E-01           E198600500454 
 45.        2.3         4.267E-02  5.571E+00  6.851E-01           E198600500455 
 45.        2.4         4.533E-02  5.777E+00  7.012E-01           E198600500456 
 45.        2.5         4.805E-02  5.766E+00  6.926E-01           E198600500457 
 45.        2.6         5.082E-02  5.227E+00  6.252E-01           E198600500458 
 45.        2.7         5.365E-02  5.152E+00  6.113E-01           E198600500459 
 45.        2.8         5.652E-02  4.872E+00  5.760E-01           E198600500460 
 45.        2.9         5.944E-02  5.160E+00  6.018E-01           E198600500461 
 45.        3.          6.241E-02  4.945E+00  5.725E-01           E198600500462 
 45.        3.1         6.543E-02  5.073E+00  5.819E-01           E198600500463 
 45.        3.2         6.850E-02  5.149E+00  5.862E-01           E198600500464 
 45.        3.3         7.161E-02  4.696E+00  5.343E-01           E198600500465 
 45.        3.4         7.477E-02  4.920E+00  5.543E-01           E198600500466 
 45.        3.5         7.797E-02  4.795E+00  5.377E-01           E198600500467 
 45.        3.6         8.122E-02  4.438E+00  4.977E-01           E198600500468 
 45.        3.7         8.451E-02  4.358E+00  4.866E-01           E198600500469 
 45.        3.8         8.785E-02  4.592E+00  5.079E-01           E198600500470 
 45.        3.9         9.123E-02  4.482E+00  4.941E-01           E198600500471 
 45.        4.          9.465E-02  4.113E+00  4.541E-01           E198600500472 
 45.        4.1         9.811E-02  4.236E+00  4.645E-01           E198600500473 
 45.        4.2         1.016E-01  4.143E+00  4.532E-01           E198600500474 
 45.        4.3         1.052E-01  4.299E+00  4.664E-01           E198600500475 
 45.        4.4         1.087E-01  4.111E+00  4.458E-01           E198600500476 
 45.        4.5         1.124E-01  4.022E+00  4.353E-01           E198600500477 
 45.        4.6         1.160E-01  3.937E+00  4.258E-01           E198600500478 
