ENTRY            O1983   20100924                             O049O198300000001 
SUBENT        O1983001   20100924                             O049O198300100001 
BIB                 12         34                                 O198300100002 
TITLE      Quasi-stellar neutrons from the Li-7(p,n)Be-7 reaction O198300100003 
           with an energy-broadened proton beam.                  O198300100004 
AUTHOR     (G.Feinberg, M.Friedman, A.Krasa, A.Shor, Y.Eisen,     O198300100005 
           D.Berkovits, D.Cohen, G.Giorginis, T.Hirsh, M.Paul,    O198300100006 
           A.J.M.Plompen, E.Tsuk)                                 O198300100007 
INSTITUTE  (3ISLSOR)                                              O198300100008 
           (3ISLHEB)                                              O198300100009 
           (2ZZZGEL)                                              O198300100010 
REFERENCE  (J,PR/C,85,055810,2012)                                O198300100011 
           (J,JP/CS,337,012044,2012) prelim.results               O198300100012 
REL-REF    (I,23114001,C.Sage+,J,PR/C,81,064604,2010)             O198300100013 
FACILITY   (VDGT,2ZZZGEL) 7-MV Van de Graaff accelerator at IRMM  O198300100014 
DETECTOR   (GLASD) Schematic of the 6Li-glass detector -          O198300100015 
           aluminum can-0.6-mm thick, Si rubber-1 mm,             O198300100016 
           Teflon layer- 0.25 mm,  6Li glass- 25.4 mm             O198300100017 
METHOD     (TOF)                                                  O198300100018 
SAMPLE     LiF targets of 6-mm diameter were prepared by          O198300100019 
           evaporation on a 1-mm thick Cu disk, 40.7 mm in        O198300100020 
           diameter. The LiF layer thickness was determined by    O198300100021 
           weighing to be in the range of 1 to 2 mg/cm**2. A      O198300100022 
           gold foil nominally 2-mum thick was used as an energy  O198300100023 
           degrader. The foil was glued on a copper ring placing  O198300100024 
           it 1 mm upstream of the LiF layer to minimize          O198300100025 
           transverse beam growth by the scattering in the gold   O198300100026 
           foil.                                                  O198300100027 
ANALYSIS    Authors use the term "broad-energy proton beam" for   O198300100028 
           protons that impinge on the LiF target after a gold    O198300100029 
           degrader foil in case of an incident energy of         O198300100030 
           2096.5 keV before the degrader and use the term        O198300100031 
            "narrow-energy proton beam" for a proton beam of      O198300100032 
           1912 keV directly from the Van de Graaff accelerator.  O198300100033 
STATUS     (TABLE).Table data were received from Dr.G.Feinberg    O198300100034 
           26.07.2012.                                            O198300100035 
HISTORY    (20120731C) s.b.                                       O198300100036 
ENDBIB              34          0                                 O198300100037 
NOCOMMON             0          0                                 O198300100038 
ENDSUBENT           37          0                                 O198300199999 
SUBENT        O1983002   20120821                             O049O198300200001 
BIB                  2          3                                 O198300200002 
REACTION   (3-LI-7(P,N)4-BE-7,,DA/DE,,REL)                        O198300200003 
           broad-energy proton beam                               O198300200004 
EN-SEC     (E,N)                                                  O198300200005 
ENDBIB               3          0                                 O198300200006 
COMMON               1          3                                 O198300200007 
EN                                                                O198300200008 
KEV                                                               O198300200009 
2096.5                                                            O198300200010 
ENDCOMMON            3          0                                 O198300200011 
DATA                 5       1419                                 O198300200012 
ANG        E          E-ERR      DATA       DATA-ERR              O198300200013 
    50.0000    142.000   11.64650    0.00195    0.00147           O198300201043 
    50.0000    144.000   11.82410    0.00058    0.00058           O198300201044 
    50.0000    148.000   12.18050    0.00516    0.00369           O198300201045 
    50.0000    152.000   12.53840    0.00043    0.00038           O198300201046 
    50.0000    156.000   12.89800    0.00600    0.00484           O198300201047 
    50.0000    158.000   13.07840    0.02270    0.02003           O198300201048 
    50.0000    162.000   13.44050    0.01482    0.01194           O198300201049 
    50.0000    170.000   14.16920    0.04544    0.03129           O198300201050 
    50.0000    172.000   14.35240    0.03419    0.02161           O198300201051 
    50.0000    176.000   14.72000    0.05479    0.05473           O198300201052 
    50.0000    184.000   15.45970    0.11864    0.07593           O198300201053 
    50.0000    186.000   15.64560    0.01379    0.01200           O198300201054 
    50.0000    192.000   16.20570    0.00273    0.00291           O198300201055 
    55.0000      2.000    1.01095    7.01821    0.46168           O198300201056 
    55.0000      4.000    1.04322    10.9087    0.67923           O198300201057 
    55.0000      6.000    1.09511    12.8874    0.83590           O198300201058 
    55.0000      8.000    1.16418    14.2247    1.74807           O198300201059 
    55.0000     10.000    1.24774    16.2693    1.31804           O198300201060 
    55.0000     12.000    1.34322    15.0586    0.89837           O198300201061 
    55.0000     14.000    1.44842    15.7967    1.13315           O198300201062 
    55.0000     16.000    1.56149    16.1377    1.08523           O198300201063 
    55.0000     18.000    1.68098    17.4136    1.82084           O198300201064 
    55.0000     20.000    1.80571    16.6528    1.03910           O198300201065 
    55.0000     22.000    1.93478    17.0836    1.02517           O198300201066 
    55.0000     24.000    2.06747    15.7020    0.95589           O198300201067 
    55.0000     26.000    2.20321    16.5864    1.50752           O198300201068 
    55.0000     28.000    2.34157    15.7011    0.96779           O198300201069 
    55.0000     30.000    2.48219    14.7817    1.29829           O198300201070 
    55.0000     32.000    2.62477    15.5589    0.95274           O198300201071 
    55.0000     34.000    2.76909    14.3657    1.01351           O198300201072 
    55.0000     36.000    2.91496    14.0820    0.90879           O198300201073 
    55.0000     38.000    3.06222    13.6214    0.86077           O198300201074 
    55.0000     40.000    3.21075    11.6649    0.78630           O198300201075 
    55.0000     42.000    3.36043    10.8245    0.70924           O198300201076 
    55.0000     44.000    3.51118    9.73907    0.64941           O198300201077 
    55.0000     46.000    3.66291    8.74180    0.59548           O198300201078 
    55.0000     48.000    3.81557    8.38126    0.58298           O198300201079 
    55.0000     50.000    3.96909    8.49914    0.58493           O198300201080 
    55.0000     52.000    4.12344    6.79874    0.52963           O198300201081 
    55.0000     54.000    4.27856    5.94525    0.49741           O198300201082 
    55.0000     56.000    4.43442    5.45804    0.42639           O198300201083 
    55.0000     58.000    4.59099    4.83755    0.42868           O198300201084 
    55.0000     60.000    4.74824    4.42404    0.40454           O198300201085 
    55.0000     62.000    4.90615    4.45706    0.42783           O198300201086 
    55.0000     64.000    5.06469    3.40419    0.45884           O198300201087 
    55.0000     66.000    5.22384    2.59137    0.37904           O198300201088 
    55.0000     68.000    5.38360    2.28070    0.34201           O198300201089 
    55.0000     70.000    5.54394    1.85805    0.28495           O198300201090 
    55.0000     72.000    5.70484    1.55310    0.40332           O198300201091 
    55.0000     74.000    5.86630    1.27350    0.33351           O198300201092 
    55.0000     76.000    6.02831    0.93963    0.24105           O198300201093 
    55.0000     78.000    6.19085    0.65304    0.19259           O198300201094 
    55.0000     80.000    6.35392    0.50827    0.18178           O198300201095 
    55.0000     82.000    6.51750    0.49327    0.18152           O198300201096 
    55.0000     84.000    6.68159    0.33638    0.12918           O198300201097 
    55.0000     86.000    6.84618    0.27049    0.11115           O198300201098 
    55.0000     88.000    7.01126    0.18726    0.08181           O198300201099 
    55.0000     90.000    7.17684    0.14776    0.06972           O198300201100 
    55.0000     92.000    7.34289    0.10971    0.05291           O198300201101 
    55.0000     94.000    7.50942    0.02946    0.01638           O198300201102 
    55.0000     96.000    7.67643    0.03054    0.01702           O198300201103 
    55.0000     98.000    7.84390    0.03969    0.02122           O198300201104 
    55.0000    100.000    8.01183    0.02058    0.01137           O198300201105 
    55.0000    102.000    8.18023    0.00592    0.00388           O198300201106 
    55.0000    104.000    8.34908    0.00774    0.00523           O198300201107 
    55.0000    106.000    8.51838    0.00360    0.00226           O198300201108 
    55.0000    108.000    8.68813    0.00536    0.00309           O198300201109 
    55.0000    110.000    8.85833    0.00279    0.00178           O198300201110 
    55.0000    112.000    9.02897    0.00172    0.00112           O198300201111 
    55.0000    114.000    9.20005    0.00167    0.00110           O198300201112 
    55.0000    118.000    9.54351    0.00053    0.00034           O198300201113 
    55.0000    120.000    9.71589    0.00044    0.00027           O198300201114 
    55.0000    122.000    9.88871    0.00038    0.00026           O198300201115 
    55.0000    124.000   10.06190    0.00004    0.00003           O198300201116 
    55.0000    126.000   10.23560    0.00011    0.00008           O198300201117 
    55.0000    130.000   10.58420    0.00001    0.00001           O198300201118 
    55.0000    140.000   11.46300    0.00000    0.00000           O198300201119 
    55.0000    142.000   11.64000    0.00012    0.00010           O198300201120 
    55.0000    160.000   13.25130    0.00990    0.00820           O198300201121 
    55.0000    162.000   13.43230    0.04060    0.02809           O198300201122 
    55.0000    168.000   13.97780    0.01153    0.01058           O198300201123 
    55.0000    170.000   14.16040    0.06066    0.04654           O198300201124 
    55.0000    194.000   16.38210    0.06204    0.03182           O198300201125 
    55.0000    196.000   16.56970    0.06078    0.04719           O198300201126 
    55.0000    198.000   16.75780    0.09249    0.06744           O198300201127 
    60.0000      2.000    1.01094    5.87589    0.40166           O198300201128 
    60.0000      4.000    1.04322    9.68033    0.62364           O198300201129 
    60.0000      6.000    1.09515   10.97930    0.73859           O198300201130 
    60.0000      8.000    1.16428   13.04200    1.64291           O198300201131 
    60.0000     10.000    1.24793   13.94390    1.13435           O198300201132 
    60.0000     12.000    1.34356   13.74420    0.82907           O198300201133 
    60.0000     14.000    1.44894   13.71490    1.01628           O198300201134 
    60.0000     16.000    1.56225   13.65360    0.92729           O198300201135 
    60.0000     18.000    1.68201   13.67790    1.42443           O198300201136 
    60.0000     20.000    1.80707   12.92510    0.82015           O198300201137 
    60.0000     22.000    1.93650   12.70430    0.77966           O198300201138 
    60.0000     24.000    2.06960   12.30740    0.76458           O198300201139 
    60.0000     26.000    2.20581   12.53260    1.07220           O198300201140 
    60.0000     28.000    2.34467   11.83730    0.75028           O198300201141 
    60.0000     30.000    2.48582   10.89220    0.91235           O198300201142 
    60.0000     32.000    2.62899   10.21710    0.66664           O198300201143 
    60.0000     34.000    2.77394    9.33293    0.63855           O198300201144 
    60.0000     36.000    2.92048    8.31826    0.57691           O198300201145 
    60.0000     38.000    3.06846    7.98083    0.55810           O198300201146 
    60.0000     40.000    3.21774    7.50822    0.53012           O198300201147 
    60.0000     42.000    3.36822    6.58520    0.54460           O198300201148 
    60.0000     44.000    3.51980    5.89918    0.49313           O198300201149 
    60.0000     46.000    3.67242    5.46272    0.48303           O198300201150 
    60.0000     48.000    3.82599    5.06836    0.43410           O198300201151 
    60.0000     50.000    3.98048    4.18532    0.44547           O198300201152 
    60.0000     52.000    4.13582    3.36410    0.46031           O198300201153 
    60.0000     54.000    4.29199    3.22919    0.61750           O198300201154 
    60.0000     56.000    4.44893    2.08813    0.38025           O198300201155 
    60.0000     58.000    4.60662    2.16619    0.42560           O198300201156 
    60.0000     60.000    4.76503    1.88573    0.36643           O198300201157 
    60.0000     62.000    4.92414    1.25718    0.28341           O198300201158 
    60.0000     64.000    5.08393    1.00266    0.30363           O198300201159 
    60.0000     66.000    5.24436    0.62609    0.21123           O198300201160 
    60.0000     68.000    5.40544    0.46436    0.16139           O198300201161 
    60.0000    70.0000    5.56713    0.40250    0.14765           O198300201162 
    60.0000     72.000    5.72944    0.35137    0.15587           O198300201163 
    60.0000     74.000    5.89234    0.26920    0.12383           O198300201164 
    60.0000     76.000    6.05582    0.16344    0.07454           O198300201165 
    60.0000     78.000    6.21987    0.12633    0.06019           O198300201166 
    60.0000     80.000    6.38449    0.06112    0.03214           O198300201167 
    60.0000     82.000    6.54966    0.03713    0.02054           O198300201168 
    60.0000     84.000    6.71538    0.03902    0.02063           O198300201169 
    60.0000     86.000    6.88163    0.02825    0.01504           O198300201170 
    60.0000     88.000    7.04842    0.01825    0.01004           O198300201171 
    60.0000     90.000    7.21573    0.00842    0.00489           O198300201172 
    60.0000     92.000    7.38357    0.00527    0.00313           O198300201173 
    60.0000     94.000    7.55191    0.00100    0.00064           O198300201174 
    60.0000     96.000    7.72077    0.00243    0.00147           O198300201175 
    60.0000    100.000    8.05999    0.00055    0.00036           O198300201176 
    60.0000    102.000    8.23035    0.00055    0.00037           O198300201177 
    60.0000    106.000    8.57253    0.00020    0.00012           O198300201178 
    60.0000    110.000    8.91665    0.00003    0.00002           O198300201179 
    60.0000    112.000    9.08943    0.00001   0.000001           O198300201180 
    60.0000    116.000    9.43642    0.00001    0.00001           O198300201181 
    60.0000    118.000    9.61062    0.00001   0.000001           O198300201182 
    60.0000    122.000    9.96041    0.00001   0.000001           O198300201183 
    60.0000    128.000   10.48860    0.00001   0.000001           O198300201184 
    60.0000    130.000   10.66550    0.00001   0.000001           O198300201185 
    60.0000    132.000   10.84300    0.00001   0.000001           O198300201186 
    60.0000    136.000   11.19910    0.00002    0.00002           O198300201187 
    60.0000    140.000   11.55710    0.00002    0.00001           O198300201188 
    60.0000    146.000   12.09740    0.00050    0.00039           O198300201189 
    60.0000    148.000   12.27840    0.00093    0.00077           O198300201190 
    60.0000    150.000   12.45990    0.00017    0.00014           O198300201191 
    60.0000    156.000   13.00670    0.00712    0.00578           O198300201192 
    60.0000    160.000   13.37350    0.01261    0.01275           O198300201193 
    60.0000    162.000   13.55750    0.00486    0.00395           O198300201194 
    60.0000    170.000   14.29790    0.01614    0.01383           O198300201195 
    60.0000    174.000   14.67060    0.05043    0.04431           O198300201196 
    60.0000    176.000   14.85760    0.00980    0.00590           O198300201197 
    60.0000    180.000   15.23290    0.02188    0.01399           O198300201198 
    60.0000    192.000   16.36870    0.02117    0.01171           O198300201199 
    65.0000      2.000    1.01095    3.92253    0.27105           O198300201200 
    65.0000      4.000    1.04325    9.20859    0.61184           O198300201201 
    65.0000      6.000    1.09523   10.27470    0.71960           O198300201202 
    65.0000      8.000    1.16447   12.27010    1.62269           O198300201203 
    65.0000     10.000    1.24828   12.23790    1.01079           O198300201204 
    65.0000     12.000    1.34413   10.98390    0.69244           O198300201205 
    65.0000     14.000    1.44980   11.38160    0.87026           O198300201206 
