ENTRY            O0532   20010115                             0000O053200000001 
SUBENT        O0532001   20010115                             0000O053200100001 
BIB                 13         33                                 O053200100002 
TITLE      Precompound Emission in the Reaction 65-Cu(P,XN) And   O053200100003 
           The Nucleon-Nucleon Scattering Mechanism.              O053200100004 
AUTHOR     (Y.HOLLER, A.KAMINSKY, R.LANGKAU, W.SCOBEL, M.TRABANDT,O053200100005 
           R.BONETTI)                                             O053200100006 
INSTITUTE  (2GERHAM) 1. Institut Fuer Experimentalphysik,         O053200100007 
           Zyklotron                                              O053200100008 
           (2ITYMIL) Istituto Di Fisica Generale Applicata.       O053200100009 
REFERENCE  (J,NP/A,442,79,1985)                                   O053200100010 
           (W,SCOBEL,19870116) Data Tables For Double DifferentialO053200100011 
           Cross Sections.                                        O053200100012 
REL-REF    (N,,Y.HOLLER+,J,NIM/A,235,123,1985) Hycalc Code to     O053200100013 
           Calculate Detector Efficiency and the Neutron          O053200100014 
           Time-Of-Flight Facility at the Hamburg Isochronus      O053200100015 
           Cyclotron.                                             O053200100016 
SAMPLE     Isotopically Enriched (>99.7%) Metallic 65-Cu Foils of O053200100017 
           13.6 milligramm/cm-sq and 5.0 milligramm/cm-sq.        O053200100018 
FACILITY   (ISOCY,2GERHAM)                                        O053200100019 
METHOD     (EXTB)                                                 O053200100020 
           (TOF)  Flight Paths Between 7 and 8 Meters Lenght.     O053200100021 
           (BCINT)                                                O053200100022 
PART-DET   (N)                                                    O053200100023 
DETECTOR   (SCIN) Liquid Scintillator Ne213.                      O053200100024 
ADD-RES    (COMP) Preequilibrium Model.                           O053200100025 
COMMENT    - By Authors - Neutron Energy Spectra in the C.M.      O053200100026 
           System were Obtained by Application of Detector        O053200100027 
           Efficiencies As Calculated with the Code Hycalc and    O053200100028 
           Kinematic Transformations Assuming Single-Particle     O053200100029 
           Emission.                                              O053200100030 
HISTORY    (19990730C) By F.C.                                    O053200100031 
           (19991117A) Date is Corrected                          O053200100032 
           (20001125A) Subentry O0532002 has Been Corrected       O053200100033 
           According to O.Schwerer'S Remarks.                     O053200100034 
           (20010115U) Last checking has been done.               O053200100035 
ENDBIB              33          0                                 O053200100036 
COMMON               1          3                                 O053200100037 
EN                                                                O053200100038 
MEV                                                               O053200100039 
       26.7                                                       O053200100040 
ENDCOMMON            3          0                                 O053200100041 
ENDSUBENT           40          0                                 O053200199999 
SUBENT        O0532002   20010115                             0000O053200200001 
BIB                  5         18                                 O053200200002 
REACTION   (29-CU-65(P,X)0-NN-1,,DA/DE)                           O053200200003 
EN-SEC     (E-CM,N)                                               O053200200004 
ERR-ANALYS (ERR-S) High Limit of Statistical Error.               O053200200005 
           (ERR-1) Relative Uncertainty Between Neutron Spectra   O053200200006 
           Obtained Under Different Angles Due to Target          O053200200007 
           Inhomogenetieties.                                     O053200200008 
           (ERR-2) Relative Uncertainty Between Neutron Spectra   O053200200009 
           Obtained Under Different Angles Due to TinconsistenciesO053200200010 
           In the Background Treatment.                           O053200200011 
           (ERR-3)  Relative  Uncertainty  Between Neutron SpectraO053200200012 
           Obtained Under Different Angles Due to Incomplete Beam O053200200013 
           Current Integration.                                   O053200200014 
           (ERR-4) The Estimated Error Margin For All Angles and  O053200200015 
           All But the Highest Neutron Energies.                  O053200200016 
           (ERR-T) High Limit of Absolute Uncertainty For Most of O053200200017 
           The Double Differential Cross Section.                 O053200200018 
STATUS     (TABLE) From W. Scobel.                                O053200200019 
MISC-COL   (MISC) Precompound Cross Section                       O053200200020 
ENDBIB              18          0                                 O053200200021 
COMMON               5          3                                 O053200200022 
ERR-1      ERR-2      ERR-3      ERR-4      ERR-T                 O053200200023 
        8.9       14.6      0.924     0.0158         4.           O053200200404 
        8.9       14.7      0.932     0.0184         4.           O053200200405 
        8.9       14.8      0.924     0.0202         4.           O053200200406 
        8.9       14.9      0.913     0.0167         4.           O053200200407 
        8.9        15.      0.906     0.0215         4.           O053200200408 
        8.9       15.1      0.899     0.0237         4.           O053200200409 
        8.9       15.2      0.857     0.0192        10.           O053200200410 
        8.9       15.3      0.825     0.0239        10.           O053200200411 
        8.9       15.4      0.818      0.021        10.           O053200200412 
        8.9       15.5      0.809     0.0151        10.           O053200200413 
        8.9       15.6      0.825     0.0169        10.           O053200200414 
        8.9       15.7      0.984     0.0179        10.           O053200200415 
        8.9       15.8       1.37     0.0191        10.           O053200200416 
        8.9       15.9       1.95     0.0257        10.           O053200200417 
        8.9        16.       3.22     0.0438        10.           O053200200418 
        8.9       16.1        5.1     0.0488        10.           O053200200419 
        8.9       16.2       5.21     0.0386        10.           O053200200420 
        8.9       16.3        4.9     0.0394        10.           O053200200421 
        8.9       16.4       3.96     0.0354        10.           O053200200422 
        8.9       16.5       2.98     0.0319        10.           O053200200423 
        8.9       16.6       2.25     0.0319        10.           O053200200424 
        8.9       16.7       1.48     0.0249        10.           O053200200425 
        8.9       16.8      0.991     0.0146        10.           O053200200426 
        8.9       16.9      0.725     0.0135        10.           O053200200427 
        8.9        17.      0.591     0.0167        10.           O053200200428 
        8.9       17.1      0.543     0.0158        10.           O053200200429 
        8.9       17.2      0.342     0.0117        10.           O053200200430 
        8.9       17.3      0.538     0.0119        10.           O053200200431 
        8.9       17.4      0.532     0.0166        10.           O053200200432 
        8.9       17.5      0.509     0.0158        10.           O053200200433 
        8.9       17.6      0.488     0.0124        10.           O053200200434 
        8.9       17.7      0.481      0.014        10.           O053200200435 
        8.9       17.8        0.5      0.019        10.           O053200200436 
        8.9       17.9      0.518      0.015        10.           O053200200437 
        8.9        18.      0.525     0.0113        10.           O053200200438 
        8.9       18.1       0.53     0.0157        10.           O053200200439 
        8.9       18.2      0.526     0.0172        10.           O053200200440 
        8.9       18.3      0.517     0.0124        10.           O053200200441 
        8.9       18.4      0.507     0.0113        10.           O053200200442 
        8.9       18.5      0.494     0.0158        10.           O053200200443 
        8.9       18.6      0.461     0.0129        10.           O053200200444 
        8.9       18.7      0.428     0.0137        10.           O053200200445 
        8.9       18.8      0.398     0.0115        10.           O053200200446 
        8.9       18.9      0.373       0.01        10.           O053200200447 
        8.9        19.      0.357     0.0127        10.           O053200200448 
        8.9       19.1      0.367     0.0137        10.           O053200200449 
        8.9       19.2      0.366    0.00902        10.           O053200200450 
        8.9       19.3      0.362     0.0102        10.           O053200200451 
        8.9       19.4      0.357      0.014        10.           O053200200452 
        8.9       19.5      0.369     0.0102        10.           O053200200453 
        8.9       19.6      0.389      0.013        10.           O053200200454 
        8.9       19.7      0.403    0.00961        10.           O053200200455 
        8.9       19.8      0.411     0.0094        10.           O053200200456 
        8.9       19.9      0.429     0.0155        10.           O053200200457 
        8.9        20.       0.45     0.0103        10.           O053200200458 
        8.9       20.1      0.465     0.0132        10.           O053200200459 
        8.9       20.2      0.479     0.0115        10.           O053200200460 
        8.9       20.3      0.486     0.0107        10.           O053200200461 
        8.9       20.4      0.497     0.0159        10.           O053200200462 
        8.9       20.5      0.481     0.0104        10.           O053200200463 
        8.9       20.6      0.465     0.0122        10.           O053200200464 
        8.9       20.7      0.434      0.011        10.           O053200200465 
        8.9       20.8      0.403     0.0115        10.           O053200200466 
        8.9       20.9      0.331     0.0128        10.           O053200200467 
        8.9        21.      0.327    0.00951        10.           O053200200468 
        8.9       21.1       0.32    0.00954        10.           O053200200469 
        8.9       21.2       0.31    0.00871        10.           O053200200470 
        8.9       21.3      0.287     0.0108        10.           O053200200471 
        8.9       21.4      0.236    0.00999        10.           O053200200472 
        8.9       21.5      0.207     0.0101        10.           O053200200473 
        8.9       21.6      0.166    0.00668        10.           O053200200474 
        8.9       21.7      0.153    0.00687        10.           O053200200475 
        8.9       21.8      0.135    0.00759        10.           O053200200476 
        8.9       21.9      0.143    0.00773        10.           O053200200477 
        8.9        22.      0.149    0.00859        10.           O053200200478 
        8.9       22.1      0.138    0.00664        10.           O053200200479 
        8.9       22.2      0.127    0.00613        10.           O053200200480 
        8.9       22.3      0.119    0.00682        10.           O053200200481 
        8.9       22.4      0.117    0.00763        10.           O053200200482 
        8.9       22.5      0.124    0.00754        10.           O053200200483 
        8.9       22.6      0.124    0.00722        10.           O053200200484 
        8.9       22.7      0.118    0.00571        10.           O053200200485 
        8.9       22.8      0.112    0.00577        10.           O053200200486 
        8.9       22.9      0.106    0.00696        10.           O053200200487 
        8.9        23.        0.1    0.00685        10.           O053200200488 
        8.9       23.1     0.0943    0.00668        10.           O053200200489 
        8.9       23.2     0.0935     0.0059        10.           O053200200490 
        8.9       23.3     0.0961    0.00525        10.           O053200200491 
        8.9       23.4     0.0989     0.0051        10.           O053200200492 
        8.9       23.5      0.102    0.00686        10.           O053200200493 
        8.9       23.6     0.0892    0.00656        10.           O053200200494 
        8.9       23.7     0.0513    0.00532        10.           O053200200495 
        8.9       23.8     0.0346    0.00447        10.           O053200200496 
        8.9       23.9       0.03    0.00412        10.           O053200200497 
        8.9        24.     0.0281    0.00395        10.           O053200200498 
        8.9       24.1     0.0273     0.0053        10.           O053200200499 
        8.9       24.2     0.0269    0.00585        10.           O053200200500 
        8.9       24.3     0.0268     0.0046        10.           O053200200501 
        8.9       24.4     0.0266    0.00456        10.           O053200200502 
        8.9       24.5     0.0222    0.00341        10.           O053200200503 
        8.9       24.6     0.0187    0.00375        10.           O053200200504 
        8.9       24.7     0.0119    0.00311        10.           O053200200505 
        8.9       24.8    0.00194    0.00411        10.           O053200200506 
        8.9       24.9   -0.00055     0.0038        10.           O053200200507 
        8.9        25.   -0.00453    0.00323        10.           O053200200508 
        8.9       25.1   -0.00515    0.00315        10.           O053200200509 
        8.9       25.2   -0.00464    0.00267        10.           O053200200510 
        8.9       25.3   -0.00448    0.00295        10.           O053200200511 
        8.9       25.4   -0.00154    0.00247        10.           O053200200512 
        8.9       25.5    0.00142    0.00365        10.           O053200200513 
        8.9       25.6    0.00126     0.0032        10.           O053200200514 
        8.9       25.7   -0.00068    0.00303        10.           O053200200515 
       14.9        1.4       12.2       1.63         1.           O053200200516 
       14.9        1.5        14.       1.17         1.           O053200200517 
       14.9        1.6       14.4      0.809         1.           O053200200518 
       14.9        1.7       14.7       0.65         1.           O053200200519 
       14.9        1.8       14.6      0.523         1.           O053200200520 
       14.9        1.9       14.7      0.414         1.           O053200200521 
       14.9         2.       14.6      0.329         1.           O053200200522 
       14.9        2.1       14.1      0.267         1.           O053200200523 
       14.9        2.2        14.      0.225         1.           O053200200524 
       14.9        2.3       13.4      0.187         1.           O053200200525 
       14.9        2.4       13.2      0.165         1.           O053200200526 
       14.9        2.5       12.7      0.147         1.           O053200200527 
       14.9        2.6       12.2       0.13         1.           O053200200528 
       14.9        2.7       11.8      0.118         1.           O053200200529 
       14.9        2.8       11.5      0.108         1.           O053200200530 
       14.9        2.9        11.        0.1         1.           O053200200531 
       14.9         3.       10.6     0.0933         1.           O053200200532 
       14.9        3.1       10.3     0.0878         1.           O053200200533 
       14.9        3.2       9.79     0.0808         1.           O053200200534 
       14.9        3.3       9.47     0.0765         1.           O053200200535 
       14.9        3.4       9.03     0.0717         1.           O053200200536 
       14.9        3.5       8.83     0.0684         1.           O053200200537 
       14.9        3.6       8.52     0.0672         1.           O053200200538 
       14.9        3.7       8.07     0.0624         1.           O053200200539 
       14.9        3.8       7.81     0.0604         1.           O053200200540 
       14.9        3.9       7.48     0.0577         1.           O053200200541 
       14.9         4.       7.25     0.0568         1.           O053200200542 
       14.9        4.1       7.03     0.0545         1.           O053200200543 
       14.9        4.2        6.7     0.0523         1.           O053200200544 
       14.9        4.3       6.44     0.0506         1.           O053200200545 
       14.9        4.4       6.19     0.0491         1.           O053200200546 
       14.9        4.5         6.     0.0483         1.           O053200200547 
       14.9        4.6       5.74     0.0458         1.           O053200200548 
       14.9        4.7       5.47     0.0445         1.           O053200200549 
       14.9        4.8       5.13     0.0438         1.           O053200200550 
       14.9        4.9         5.     0.0426         1.           O053200200551 
       14.9         5.       4.81     0.0415         1.           O053200200552 
       14.9        5.1        4.6     0.0407         1.           O053200200553 
       14.9        5.2       4.47     0.0397         1.           O053200200554 
       14.9        5.3       4.28     0.0397         1.           O053200200555 
       14.9        5.4       4.11     0.0401         1.           O053200200556 
       14.9        5.5       3.93     0.0382         1.           O053200200557 
       14.9        5.6       3.74     0.0377         1.           O053200200558 
       14.9        5.7       3.64     0.0368         1.           O053200200559 
       14.9        5.8       3.53     0.0355         1.           O053200200560 
       14.9        5.9       3.35     0.0348         1.           O053200200561 
       14.9         6.        3.3     0.0353         1.           O053200200562 
       14.9        6.1       3.17     0.0345         4.           O053200200563 
       14.9        6.2       3.05     0.0333         4.           O053200200564 
       14.9        6.3       2.99     0.0332         4.           O053200200565 
       14.9        6.4       2.97     0.0331         4.           O053200200566 
       14.9        6.5       2.76     0.0309         4.           O053200200567 
       14.9        6.6       2.65     0.0307         4.           O053200200568 
       14.9        6.7       2.63     0.0307         4.           O053200200569 
       14.9        6.8       2.57     0.0306         4.           O053200200570 
       14.9        6.9       2.47     0.0295         4.           O053200200571 
       14.9         7.       2.35     0.0284         4.           O053200200572 
       14.9        7.1       2.28     0.0283         4.           O053200200573 
       14.9        7.2       2.18     0.0286         4.           O053200200574 
       14.9        7.3       2.09     0.0277         4.           O053200200575 
       14.9        7.4       2.02     0.0261         4.           O053200200576 
       14.9        7.5       1.97     0.0264         4.           O053200200577 
       14.9        7.6       1.89     0.0261         4.           O053200200578 
