ENTRY            O1146   20140205                             O052O114600000001 
SUBENT        O1146001   20140205                             O052O114600100001 
BIB                 10         26                                 O114600100002 
TITLE      Neutron and light charged particle productions in      O114600100003 
           proton induced reactions on Pb-208 at 62.9-MeV.        O114600100004 
AUTHOR     (A.Guertin, N.Marie, S.Auduc, V.Blideanu, Th.Delbar,   O114600100005 
           P.Eudes, Y.Foucher, F.Haddad, T.Kirchner, Ch.Le Brun,  O114600100006 
           C.Lebrun, F.R.Lecolley, J.F.Lecolley, X.Ledoux,        O114600100007 
           F.Lefebvres, T.Lefort, M.Louvel, A.Ninane, Y.Patin,    O114600100008 
           Ph.Pras, G.Riviere, C.Varignon)                        O114600100009 
INSTITUTE  (2FR NTE) Nantes CEDEX, Laboratoire Subatech           O114600100010 
           (2FR CAE)                                              O114600100011 
           (2FR BRC)                                              O114600100012 
           (2BLGLVN)                                              O114600100013 
           (2NEDRCN)                                              O114600100014 
REFERENCE  (J,EPJ/A,23,49,2005)                                   O114600100015 
           (W,MARIE,20040315) All data were taken from it.        O114600100016 
SAMPLE     An enriched Pb-208 target, of 10.7 mg/cm**2 thick,     O114600100017 
           was used.                                              O114600100018 
ADD-RES    (COMP) Theoretical calculations MCNPX, FLUKA, TALYS.   O114600100019 
FACILITY   (CYCLO,2BLGLVN)                                        O114600100020 
STATUS     (TABLE) Tables were received from M.Kellett.           O114600100021 
COMMENT    - By compiler. Zeros values were excluded from         O114600100022 
           authors' tables.                                       O114600100023 
HISTORY    (20040318C)                                            O114600100024 
           (20050311A) Reference and authors' list are corrected. O114600100025 
           (20050523U) Last checking has been done.               O114600100026 
           (20140205A) SD: Authors' name corrected. Subents  20-25O114600100027 
           were added.                                            O114600100028 
ENDBIB              26          0                                 O114600100029 
COMMON               1          3                                 O114600100030 
EN                                                                O114600100031 
MEV                                                               O114600100032 
       62.9                                                       O114600100033 
ENDCOMMON            3          0                                 O114600100034 
ENDSUBENT           33          0                                 O114600199999 
SUBENT        O1146002   20040411                             0000O114600200001 
BIB                  5         13                                 O114600200002 
REACTION   (82-PB-208(P,X)1-H-1,EM,DA/DE)                         O114600200003 
EN-SEC     (E,P)                                                  O114600200004 
METHOD     (EDE)                                                  O114600200005 
DETECTOR   (TELES,SOLST,SOLST,CSICR) Seven triple telescopes.     O114600200006 
           Each telescope consisted of two silicon detectors,     O114600200007 
           80-mum thick and 300 or 500-mum thick, backed by a one O114600200008 
           inch diameter and 80-mm thick CsI(Tl) crystal.         O114600200009 
ERR-ANALYS (ERR-1) The systematic error is derived                O114600200010 
           from:                                                  O114600200011 
           (ERR-2) Beam monitoring-5%,                            O114600200012 
           (ERR-3) Solid angle corrections-1%,                    O114600200013 
           (ERR-4) Number of target nuclei-3%.                    O114600200014 
           (ERR-S) The statistical error is given by authors.     O114600200015 
ENDBIB              13          0                                 O114600200016 
COMMON               4          3                                 O114600200017 
        25.       7.94   1.26E-02                                 O114601000012 
        35.       5.87   9.72E-03                                 O114601000013 
        45.       4.82   9.82E-03                                 O114601000014 
        55.       3.54   7.59E-03                                 O114601000015 
        65.       2.54   7.07E-03                                 O114601000016 
        75.       1.84    5.4E-03                                 O114601000017 
        85.       1.46   5.33E-03                                 O114601000018 
        95.       1.07   3.79E-03                                 O114601000019 
       115.   6.95E-01   7.12E-03                                 O114601000020 
       135.   4.04E-01   1.77E-03                                 O114601000021 
       155.   3.37E-01   1.61E-03                                 O114601000022 
ENDDATA             13          0                                 O114601000023 
ENDSUBENT           22          0                                 O114601099999 
SUBENT        O1146011   20040411                             0000O114601100001 
BIB                  4          4                                 O114601100002 
REACTION   (82-PB-208(P,X)2-HE-3,,DA)                             O114601100003 
STATUS     (DEP,O1146005)                                         O114601100004 
ANALYSIS   (INTED)                                                O114601100005 
ERR-ANALYS (ERR-S) The statistical error is given by authors.     O114601100006 
ENDBIB               4          0                                 O114601100007 
NOCOMMON             0          0                                 O114601100008 
DATA                 3         11                                 O114601100009 
ANG        DATA       ERR-S                                       O114601100010 
ADEG       MB/SR      MB/SR                                       O114601100011 
        25.   9.51E-01   4.36E-03                                 O114601100012 
        35.   6.95E-01   3.38E-03                                 O114601100013 
        45.   5.37E-01   3.25E-03                                 O114601100014 
        55.   3.73E-01   2.45E-03                                 O114601100015 
        65.    2.8E-01   2.34E-03                                 O114601100016 
        75.   1.96E-01   1.78E-03                                 O114601100017 
        85.   1.37E-01   1.65E-03                                 O114601100018 
        95.     1.E-01   1.13E-03                                 O114601100019 
       115.   7.39E-02   2.46E-03                                 O114601100020 
       135.   4.09E-02   5.71E-04                                 O114601100021 
       155.   3.76E-02    5.4E-04                                 O114601100022 
ENDDATA             13          0                                 O114601100023 
ENDSUBENT           22          0                                 O114601199999 
SUBENT        O1146012   20040411                             0000O114601200001 
BIB                  4          4                                 O114601200002 
REACTION   (82-PB-208(P,X)2-HE-4,,DA)                             O114601200003 
STATUS     (DEP,O1146006)                                         O114601200004 
ANALYSIS   (INTED)                                                O114601200005 
ERR-ANALYS (ERR-S) The statistical error is given by authors.     O114601200006 
ENDBIB               4          0                                 O114601200007 
NOCOMMON             0          0                                 O114601200008 
DATA                 3         11                                 O114601200009 
ANG        DATA       ERR-S                                       O114601200010 
ADEG       MB/SR      MB/SR                                       O114601200011 
        25.       6.74   1.16E-02                                 O114601200012 
        35.       5.37   9.34E-03                                 O114601200013 
        45.       4.74   9.65E-03                                 O114601200014 
        55.        3.6   7.63E-03                                 O114601200015 
        65.       2.65   7.26E-03                                 O114601200016 
        75.       1.99   5.68E-03                                 O114601200017 
        85.       1.64    5.7E-03                                 O114601200018 
        95.       1.29     4.E-03                                 O114601200019 
       115.   9.99E-01   8.63E-03                                 O114601200020 
       135.   7.05E-01   2.37E-03                                 O114601200021 
       155.   6.22E-01   2.24E-03                                 O114601200022 
ENDDATA             13          0                                 O114601200023 
ENDSUBENT           22          0                                 O114601299999 
SUBENT        O1146013   20040411                             0000O114601300001 
BIB                  4          4                                 O114601300002 
REACTION   (82-PB-208(P,X)0-NN-1,,DA)                             O114601300003 
STATUS     (DEP,O1146007)                                         O114601300004 
ANALYSIS   (INTED)                                                O114601300005 
ERR-ANALYS (ERR-S) The statistical error is given by authors.     O114601300006 
ENDBIB               4          0                                 O114601300007 
NOCOMMON             0          0                                 O114601300008 
DATA                 3          5                                 O114601300009 
ANG        DATA       ERR-S                                       O114601300010 
ADEG       MB/SR      MB/SR                                       O114601300011 
       120.    166.523    21.4356                                 O114601300012 
        80.    224.801    27.7704                                 O114601300013 
        55.    278.764    32.5931                                 O114601300014 
        35.    627.018    70.3339                                 O114601300015 
        24.    541.792     59.893                                 O114601300016 
ENDDATA              7          0                                 O114601300017 
ENDSUBENT           16          0                                 O114601399999 
SUBENT        O1146014   20040411                             0000O114601400001 
BIB                  4          4                                 O114601400002 
REACTION   (82-PB-208(P,X)1-H-1,EM,DE)                            O114601400003 
EN-SEC     (E,P)                                                  O114601400004 
STATUS     (DEP,O1146002)                                         O114601400005 
ANALYSIS   (INTAD)                                                O114601400006 
ENDBIB               4          0                                 O114601400007 
NOCOMMON             0          0                                 O114601400008 
DATA                 2         58                                 O114601400009 
E          DATA                                                   O114601400010 
MEV        MB/MEV                                                 O114601400011 
         4.    2.8E-02                                            O114601400012 
         5.       1.11                                            O114601400013 
         6.       1.75                                            O114601400014 
         7.       2.46                                            O114601400015 
         8.       3.49                                            O114601400016 
         9.       4.72                                            O114601400017 
        10.       6.85                                            O114601400018 
        11.   1.02E+01                                            O114601400019 
        12.   1.29E+01                                            O114601400020 
        13.    1.4E+01                                            O114601400021 
        14.   1.49E+01                                            O114601400022 
        15.   1.62E+01                                            O114601400023 
        16.   1.69E+01                                            O114601400024 
        17.   1.76E+01                                            O114601400025 
        18.   1.81E+01                                            O114601400026 
        19.   1.81E+01                                            O114601400027 
        20.   1.81E+01                                            O114601400028 
        21.    1.8E+01                                            O114601400029 
        22.   1.76E+01                                            O114601400030 
        23.   1.73E+01                                            O114601400031 
        24.    1.7E+01                                            O114601400032 
        25.    1.7E+01                                            O114601400033 
        26.   1.65E+01                                            O114601400034 
        27.   1.59E+01                                            O114601400035 
        28.    1.6E+01                                            O114601400036 
        29.   1.54E+01                                            O114601400037 
        30.   1.51E+01                                            O114601400038 
        31.   1.46E+01                                            O114601400039 
        32.   1.44E+01                                            O114601400040 
        33.   1.37E+01                                            O114601400041 
        34.   1.36E+01                                            O114601400042 
        35.   1.31E+01                                            O114601400043 
        36.   1.26E+01                                            O114601400044 
        37.   1.27E+01                                            O114601400045 
        38.   1.24E+01                                            O114601400046 
        39.   1.19E+01                                            O114601400047 
        40.   1.18E+01                                            O114601400048 
        41.    1.1E+01                                            O114601400049 
        42.   1.07E+01                                            O114601400050 
        43.   1.02E+01                                            O114601400051 
        44.   1.02E+01                                            O114601400052 
        45.   1.01E+01                                            O114601400053 
        46.     1.E+01                                            O114601400054 
        47.       9.51                                            O114601400055 
        48.        9.5                                            O114601400056 
        49.       9.37                                            O114601400057 
        50.       9.15                                            O114601400058 
        51.       8.69                                            O114601400059 
        52.       7.52                                            O114601400060 
        53.       7.36                                            O114601400061 
        54.       7.17                                            O114601400062 
        55.       7.32                                            O114601400063 
        56.       8.29                                            O114601400064 
        57.       8.79                                            O114601400065 
        58.        9.5                                            O114601400066 
        59.       5.45                                            O114601400067 
        60.       6.64                                            O114601400068 
        61.       3.11                                            O114601400069 
ENDDATA             60          0                                 O114601400070 
ENDSUBENT           69          0                                 O114601499999 
SUBENT        O1146015   20040411                             0000O114601500001 
BIB                  4          4                                 O114601500002 
REACTION   (82-PB-208(P,X)1-H-2,,DE)                              O114601500003 
EN-SEC     (E,D)                                                  O114601500004 
STATUS     (DEP,O1146003)                                         O114601500005 
ANALYSIS   (INTAD)                                                O114601500006 
ENDBIB               4          0                                 O114601500007 
NOCOMMON             0          0                                 O114601500008 
DATA                 2         51                                 O114601500009 
E          DATA                                                   O114601500010 
MEV        MB/MEV                                                 O114601500011 
         5.   5.22E-03                                            O114601500012 
         6.   1.48E-01                                            O114601500013 
         7.   2.43E-01                                            O114601500014 
         8.     4.E-01                                            O114601500015 
         9.   6.27E-01                                            O114601500016 
        10.   9.07E-01                                            O114601500017 
        11.       1.19                                            O114601500018 
        12.       1.55                                            O114601500019 
        13.       1.83                                            O114601500020 
        14.       2.05                                            O114601500021 
        15.       2.36                                            O114601500022 
        16.       2.52                                            O114601500023 
        17.       2.68                                            O114601500024 
        18.       2.73                                            O114601500025 
        19.       2.73                                            O114601500026 
        20.       2.75                                            O114601500027 
        21.       2.74                                            O114601500028 
        22.       2.64                                            O114601500029 
        23.       2.57                                            O114601500030 
        24.       2.45                                            O114601500031 
        25.        2.4                                            O114601500032 
        26.       2.31                                            O114601500033 
        27.       2.23                                            O114601500034 
        28.       2.12                                            O114601500035 
        29.         2.                                            O114601500036 
        30.       1.95                                            O114601500037 
        31.       1.82                                            O114601500038 
        32.       1.73                                            O114601500039 
        33.       1.69                                            O114601500040 
        34.       1.59                                            O114601500041 
        35.       1.56                                            O114601500042 
        36.       1.46                                            O114601500043 
        37.       1.42                                            O114601500044 
        38.       1.31                                            O114601500045 
        39.       1.33                                            O114601500046 
        40.       1.23                                            O114601500047 
        41.       1.23                                            O114601500048 
        42.       1.17                                            O114601500049 
        43.       1.13                                            O114601500050 
        44.        1.1                                            O114601500051 
        45.       1.06                                            O114601500052 
        46.       1.02                                            O114601500053 
        47.       1.02                                            O114601500054 
        48.       1.06                                            O114601500055 
        49.       1.06                                            O114601500056 
        50.   9.75E-01                                            O114601500057 
        51.       1.09                                            O114601500058 
        52.   9.24E-01                                            O114601500059 
        53.   6.66E-01                                            O114601500060 
        54.   9.78E-01                                            O114601500061 
        55.        1.9                                            O114601500062 
ENDDATA             53          0                                 O114601500063 
ENDSUBENT           62          0                                 O114601599999 
SUBENT        O1146016   20040411                             0000O114601600001 
BIB                  4          4                                 O114601600002 
REACTION   (82-PB-208(P,X)1-H-3,,DE)                              O114601600003 
EN-SEC     (E,T)                                                  O114601600004 
STATUS     (DEP,O1146004)                                         O114601600005 
ANALYSIS   (INTAD)                                                O114601600006 
ENDBIB               4          0                                 O114601600007 
NOCOMMON             0          0                                 O114601600008 
DATA                 2         52                                 O114601600009 
E          DATA                                                   O114601600010 
MEV        MB/MEV                                                 O114601600011 
         5.   1.38E-02                                            O114601600012 
         6.   3.25E-02                                            O114601600013 
         7.   7.17E-02                                            O114601600014 
         8.   1.27E-01                                            O114601600015 
         9.   3.05E-01                                            O114601600016 
        10.   4.62E-01                                            O114601600017 
        11.   6.82E-01                                            O114601600018 
        12.    8.6E-01                                            O114601600019 
        13.   9.74E-01                                            O114601600020 
        14.       1.07                                            O114601600021 
        15.       1.12                                            O114601600022 
        16.       1.14                                            O114601600023 
        17.       1.16                                            O114601600024 
        18.       1.17                                            O114601600025 
        19.       1.14                                            O114601600026 
        20.       1.11                                            O114601600027 
        21.       1.07                                            O114601600028 
        22.       1.02                                            O114601600029 
        23.   9.58E-01                                            O114601600030 
        24.   9.09E-01                                            O114601600031 
        25.   8.31E-01                                            O114601600032 
        26.   7.98E-01                                            O114601600033 
        27.   7.32E-01                                            O114601600034 
        28.   6.85E-01                                            O114601600035 
        29.    6.5E-01                                            O114601600036 
        30.   5.83E-01                                            O114601600037 
        31.   5.57E-01                                            O114601600038 
        32.   5.15E-01                                            O114601600039 
        33.   4.63E-01                                            O114601600040 
        34.   4.45E-01                                            O114601600041 
        35.   4.18E-01                                            O114601600042 
        36.    3.9E-01                                            O114601600043 
        37.   3.59E-01                                            O114601600044 
        38.   3.36E-01                                            O114601600045 
        39.   3.19E-01                                            O114601600046 
        40.    3.1E-01                                            O114601600047 
        41.   2.83E-01                                            O114601600048 
        42.   2.71E-01                                            O114601600049 
        43.   2.54E-01                                            O114601600050 
        44.   2.52E-01                                            O114601600051 
        45.   2.29E-01                                            O114601600052 
        46.   2.18E-01                                            O114601600053 
        47.   2.19E-01                                            O114601600054 
        48.   2.05E-01                                            O114601600055 
        49.   1.97E-01                                            O114601600056 
        50.   1.91E-01                                            O114601600057 
        51.   1.71E-01                                            O114601600058 
        52.   1.87E-01                                            O114601600059 
        53.   1.81E-01                                            O114601600060 
        54.   1.47E-01                                            O114601600061 
        55.   1.68E-01                                            O114601600062 
        56.   1.08E-01                                            O114601600063 
ENDDATA             54          0                                 O114601600064 
ENDSUBENT           63          0                                 O114601699999 
SUBENT        O1146017   20040411                             0000O114601700001 
BIB                  4          4                                 O114601700002 
REACTION   (82-PB-208(P,X)2-HE-3,,DE)                             O114601700003 
EN-SEC     (E,HE3)                                                O114601700004 
STATUS     (DEP,O1146005)                                         O114601700005 
ANALYSIS   (INTAD)                                                O114601700006 
ENDBIB               4          0                                 O114601700007 
NOCOMMON             0          0                                 O114601700008 
DATA                 2         21                                 O114601700009 
E          DATA                                                   O114601700010 
MEV        MB/MEV                                                 O114601700011 
       11.5    7.2E-03                                            O114601700012 
       13.5   2.45E-02                                            O114601700013 
       15.5   4.35E-02                                            O114601700014 
       17.5   7.73E-02                                            O114601700015 
       19.5   1.15E-01                                            O114601700016 
       21.5   1.46E-01                                            O114601700017 
       23.5   1.77E-01                                            O114601700018 
       25.5   1.83E-01                                            O114601700019 
       27.5     2.E-01                                            O114601700020 
       29.5   1.99E-01                                            O114601700021 
       31.5   1.94E-01                                            O114601700022 
       33.5    1.8E-01                                            O114601700023 
       35.5   1.73E-01                                            O114601700024 
       37.5   1.63E-01                                            O114601700025 
       39.5   1.54E-01                                            O114601700026 
       41.5   1.42E-01                                            O114601700027 
       43.5    1.3E-01                                            O114601700028 
       45.5   1.18E-01                                            O114601700029 
       47.5   1.09E-01                                            O114601700030 
       49.5   9.91E-02                                            O114601700031 
       51.5   8.34E-02                                            O114601700032 
ENDDATA             23          0                                 O114601700033 
ENDSUBENT           32          0                                 O114601799999 
SUBENT        O1146018   20040411                             0000O114601800001 
BIB                  4          4                                 O114601800002 
REACTION   (82-PB-208(P,X)2-HE-4,,DE)                             O114601800003 
EN-SEC     (E,A)                                                  O114601800004 
STATUS     (DEP,O1146006)                                         O114601800005 
ANALYSIS   (INTAD)                                                O114601800006 
ENDBIB               4          0                                 O114601800007 
NOCOMMON             0          0                                 O114601800008 
DATA                 2         56                                 O114601800009 
E          DATA                                                   O114601800010 
MEV        MB/MEV                                                 O114601800011 
        12.   1.28E-02                                            O114601800012 
        13.    4.2E-02                                            O114601800013 
        14.   8.46E-02                                            O114601800014 
        15.   2.66E-01                                            O114601800015 
        16.   4.61E-01                                            O114601800016 
        17.   6.77E-01                                            O114601800017 
        18.   8.77E-01                                            O114601800018 
        19.       1.06                                            O114601800019 
        20.       1.17                                            O114601800020 
        21.       1.27                                            O114601800021 
        22.       1.33                                            O114601800022 
        23.       1.38                                            O114601800023 
        24.        1.4                                            O114601800024 
        25.        1.4                                            O114601800025 
        26.       1.36                                            O114601800026 
        27.       1.31                                            O114601800027 
        28.       1.26                                            O114601800028 
        29.       1.19                                            O114601800029 
        30.        1.1                                            O114601800030 
        31.         1.                                            O114601800031 
        32.   9.34E-01                                            O114601800032 
        33.   8.41E-01                                            O114601800033 
        34.   7.83E-01                                            O114601800034 
        35.   7.03E-01                                            O114601800035 
        36.   6.33E-01                                            O114601800036 
        37.   5.55E-01                                            O114601800037 
        38.   4.95E-01                                            O114601800038 
        39.   4.37E-01                                            O114601800039 
        40.   3.92E-01                                            O114601800040 
        41.   3.51E-01                                            O114601800041 
        42.   3.24E-01                                            O114601800042 
        43.   2.88E-01                                            O114601800043 
        44.   2.61E-01                                            O114601800044 
        45.   2.34E-01                                            O114601800045 
        46.   2.12E-01                                            O114601800046 
        47.   1.93E-01                                            O114601800047 
        48.   1.71E-01                                            O114601800048 
        49.   1.58E-01                                            O114601800049 
        50.   1.42E-01                                            O114601800050 
        51.   1.27E-01                                            O114601800051 
        52.    1.2E-01                                            O114601800052 
        53.   1.07E-01                                            O114601800053 
        54.   9.69E-02                                            O114601800054 
        55.    9.1E-02                                            O114601800055 
        56.   7.98E-02                                            O114601800056 
        57.   7.79E-02                                            O114601800057 
        58.   6.86E-02                                            O114601800058 
        59.   6.53E-02                                            O114601800059 
        60.   6.01E-02                                            O114601800060 
        61.   5.44E-02                                            O114601800061 
        62.   4.89E-02                                            O114601800062 
        63.   4.54E-02                                            O114601800063 
        64.   4.32E-02                                            O114601800064 
        65.   4.46E-02                                            O114601800065 
        66.   3.98E-02                                            O114601800066 
        67.   3.41E-02                                            O114601800067 
ENDDATA             58          0                                 O114601800068 
ENDSUBENT           67          0                                 O114601899999 
SUBENT        O1146019   20040411                             0000O114601900001 
BIB                  5          5                                 O114601900002 
REACTION   (82-PB-208(P,X)0-NN-1,,DE)                             O114601900003 
EN-SEC     (E,N)                                                  O114601900004 
STATUS     (DEP,O1146007)                                         O114601900005 
ANALYSIS   (INTAD)                                                O114601900006 
ERR-ANALYS (ERR-S) The statistical error is given by authors.     O114601900007 
ENDBIB               5          0                                 O114601900008 
NOCOMMON             0          0                                 O114601900009 
DATA                 3         68                                 O114601900010 
E          DATA       ERR-S                                       O114601900011 
MEV        MB/MEV     MB/MEV                                      O114601900012 
         3.  1130.8422    94.0093                                 O114601900013 
         4.   563.1967    36.2134                                 O114601900014 
         5.   290.8671    16.1867                                 O114601900015 
         6.    161.076     8.9337                                 O114601900016 
         7.   106.5612     5.9464                                 O114601900017 
         8.     74.836     4.3442                                 O114601900018 
         9.    59.1919      3.341                                 O114601900019 
        10.     50.192     2.8837                                 O114601900020 
        11.    44.0906     2.6199                                 O114601900021 
        12.    40.7918     2.0668                                 O114601900022 
        13.    38.6975     2.0221                                 O114601900023 
        14.    36.7949     1.9781                                 O114601900024 
        15.     34.881     1.8535                                 O114601900025 
        16.    32.9084     1.7329                                 O114601900026 
        17.    31.4927     1.6562                                 O114601900027 
        18.    30.1432     1.5606                                 O114601900028 
        19.    28.5744     1.4726                                 O114601900029 
        20.     27.098     1.4641                                 O114601900030 
        21.    25.5504     1.3375                                 O114601900031 
        22.    25.0098     0.6654                                 O114601900032 
        23.    23.3116     0.7286                                 O114601900033 
        24.    21.8036     0.6183                                 O114601900034 
        25.    20.4985     0.5538                                 O114601900035 
        26.    19.9546     0.6384                                 O114601900036 
        27.    18.4895     0.5186                                 O114601900037 
        28.    17.5592     0.4925                                 O114601900038 
        29.    16.7738     0.4778                                 O114601900039 
        30.     16.129     0.4682                                 O114601900040 
        31.    15.3914     0.4577                                 O114601900041 
        32.    14.9883     0.4478                                 O114601900042 
        33.    14.2831     0.4367                                 O114601900043 
        34.    13.7363     0.3849                                 O114601900044 
        35.    13.2201      0.417                                 O114601900045 
        36.    12.3797      0.397                                 O114601900046 
        37.    11.7046     0.3703                                 O114601900047 
        38.    10.8318     0.3593                                 O114601900048 
        39.     10.322     0.3313                                 O114601900049 
        40.     9.6052     0.3187                                 O114601900050 
        41.     8.7948     0.2995                                 O114601900051 
        42.     8.1178      0.272                                 O114601900052 
        43.     7.5265      0.265                                 O114601900053 
        44.     7.0124       0.25                                 O114601900054 
        45.     6.5638     0.2411                                 O114601900055 
        46.     5.9965     0.2246                                 O114601900056 
        47.     5.8041     0.2015                                 O114601900057 
        48.     5.1893     0.0169                                 O114601900058 
        49.     4.7121     0.0238                                 O114601900059 
        50.     4.3139     0.0115                                 O114601900060 
        51.     3.9576     0.0126                                 O114601900061 
        52.     3.6553     0.0247                                 O114601900062 
        53.     3.4952     0.0209                                 O114601900063 
        54.     3.3449      0.021                                 O114601900064 
        55.     3.2954     0.0206                                 O114601900065 
        56.      3.274     0.0214                                 O114601900066 
        57.     3.4783      0.022                                 O114601900067 
        58.     3.3883     0.0218                                 O114601900068 
        59.      3.294     0.0216                                 O114601900069 
        60.     2.7037      0.022                                 O114601900070 
        61.     2.0389     0.0261                                 O114601900071 
        62.     1.5701     0.0277                                 O114601900072 
        63.     1.1666     0.0118                                 O114601900073 
        64.     0.7588     0.0106                                 O114601900074 
        65.     0.5078     0.0101                                 O114601900075 
        66.     0.2954     0.0057                                 O114601900076 
        67.     0.2027     0.0066                                 O114601900077 
        68.     0.1246     0.0067                                 O114601900078 
        69.      0.043     0.0056                                 O114601900079 
        70.     0.0194     0.0052                                 O114601900080 
ENDDATA             70          0                                 O114601900081 
ENDSUBENT           80          0                                 O114601999999 
SUBENT        O1146020   20140205                             O052O114602000001 
BIB                  5         10                                 O114602000002 
REACTION   (82-PB-208(P,X)1-H-1,PAR,SIG)                          O114602000003 
STATUS     (DEP,O1146014)                                         O114602000004 
           (TABLE) Tbl.1 from EPJ/A,23,49                         O114602000005 
ANALYSIS   (INTAD)                                                O114602000006 
COMMENT    Author's comment: high-energy cut corresponding to the O114602000007 
           lower limit of the direct process region, and over the O114602000008 
           full energy range, for all particles but protons and   O114602000009 
           neutrons. The low-energy integration limit is          O114602000010 
           associated to the energy threshold of the detector.    O114602000011 
HISTORY    (20140205C) SD                                         O114602000012 
ENDBIB              10          0                                 O114602000013 
NOCOMMON             0          0                                 O114602000014 
DATA                 3          1                                 O114602000015 
E-MIN      E-MAX      DATA                                        O114602000016 
MEV        MEV        MB                                          O114602000017 
  2.          61.        653.                                     O114602000018 
ENDDATA              3          0                                 O114602000019 
ENDSUBENT           18          0                                 O114602099999 
SUBENT        O1146021   20140205                             O052O114602100001 
BIB                  5         10                                 O114602100002 
REACTION   (82-PB-208(P,X)1-H-2,PAR,SIG)                          O114602100003 
STATUS     (DEP,O1146015)                                         O114602100004 
           (TABLE) Tbl.1 from EPJ/A,23,49                         O114602100005 
ANALYSIS   (INTAD)                                                O114602100006 
COMMENT    Author's comment: high-energy cut corresponding to the O114602100007 
           lower limit of the direct process region, and over the O114602100008 
           full energy range, for all particles but protons and   O114602100009 
           neutrons. The low-energy integration limit is          O114602100010 
           associated to the energy threshold of the detector.    O114602100011 
HISTORY    (20140205C) SD                                         O114602100012 
ENDBIB              10          0                                 O114602100013 
NOCOMMON             0          0                                 O114602100014 
DATA                 3          2                                 O114602100015 
E-MIN      E-MAX      DATA                                        O114602100016 
MEV        MEV        MB                                          O114602100017 
  3.          55.        80.5                                     O114602100018 
  3.                     85.4                                     O114602100019 
ENDDATA              4          0                                 O114602100020 
ENDSUBENT           19          0                                 O114602199999 
SUBENT        O1146022   20140205                             O052O114602200001 
BIB                  5         10                                 O114602200002 
REACTION   (82-PB-208(P,X)1-H-3,PAR,SIG)                          O114602200003 
STATUS     (DEP,O1146016)                                         O114602200004 
           (TABLE) Tbl.1 from EPJ/A,23,49                         O114602200005 
ANALYSIS   (INTAD)                                                O114602200006 
COMMENT    Author's comment: high-energy cut corresponding to the O114602200007 
           lower limit of the direct process region, and over the O114602200008 
           full energy range, for all particles but protons and   O114602200009 
           neutrons. The low-energy integration limit is          O114602200010 
           associated to the energy threshold of the detector.    O114602200011 
HISTORY    (20140205C) SD                                         O114602200012 
ENDBIB              10          0                                 O114602200013 
NOCOMMON             0          0                                 O114602200014 
DATA                 3          2                                 O114602200015 
E-MIN      E-MAX      DATA                                        O114602200016 
MEV        MEV        MB                                          O114602200017 
  4.          56.        27.0                                     O114602200018 
  4.                     27.4                                     O114602200019 
ENDDATA              4          0                                 O114602200020 
ENDSUBENT           19          0                                 O114602299999 
SUBENT        O1146023   20140205                             O052O114602300001 
BIB                  5         10                                 O114602300002 
REACTION   (82-PB-208(P,X)2-HE-3,PAR,SIG)                         O114602300003 
STATUS     (DEP,O1146017)                                         O114602300004 
           (TABLE) Tbl.1 from EPJ/A,23,49                         O114602300005 
ANALYSIS   (INTAD)                                                O114602300006 
COMMENT    Author's comment: high-energy cut corresponding to the O114602300007 
           lower limit of the direct process region, and over the O114602300008 
           full energy range, for all particles but protons and   O114602300009 
           neutrons. The low-energy integration limit is          O114602300010 
           associated to the energy threshold of the detector.    O114602300011 
HISTORY    (20140205C) SD                                         O114602300012 
ENDBIB              10          0                                 O114602300013 
NOCOMMON             0          0                                 O114602300014 
DATA                 3          2                                 O114602300015 
E-MIN      E-MAX      DATA                                        O114602300016 
MEV        MEV        MB                                          O114602300017 
  9.          52.        2.7                                      O114602300018 
  9.                     3.0                                      O114602300019 
ENDDATA              4          0                                 O114602300020 
ENDSUBENT           19          0                                 O114602399999 
SUBENT        O1146024   20140205                             O052O114602400001 
BIB                  5         10                                 O114602400002 
REACTION   (82-PB-208(P,X)2-HE-4,PAR,SIG)                         O114602400003 
STATUS     (DEP,O1146018)                                         O114602400004 
           (TABLE) Tbl.1 from EPJ/A,23,49                         O114602400005 
ANALYSIS   (INTAD)                                                O114602400006 
COMMENT    Author's comment: high-energy cut corresponding to the O114602400007 
           lower limit of the direct process region, and over the O114602400008 
           full energy range, for all particles but protons and   O114602400009 
